Tªn UÈn Linh	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	Kh¶m n¹m tiªu hao (Vµng)	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi sö dông trang bŞ sÏ hiÓn thŞ tªn lo¹i h×nh	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)
T-TËt Phong-Lv2	0	150	21	0	10000	0	9											\image\item\wenshi\emb_shoe11a1.spr	\image\item\wenshi\emb_shoe11a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-TÊn Vò-Lv2	0	150	22	0	10000	0	9											\image\item\wenshi\emb_shoe14a1.spr	\image\item\wenshi\emb_shoe14a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-V« L­îng-Lv2	0	150	23	0	10000	0	9											\image\item\wenshi\emb_ring2a1.spr	\image\item\wenshi\emb_ring2a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-Môc Minh-Lv2	0	150	24	0	10000	0	9											\image\item\wenshi\emb_ring5a1.spr	\image\item\wenshi\emb_ring5a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-Ng­ng ChiÕn-Lv2	0	150	25	0	10000	0	9											\image\item\wenshi\emb_ring8a1.spr	\image\item\wenshi\emb_ring8a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-ThÇn Lùc-Lv2	0	150	26	0	10000	0	9											\image\item\wenshi\emb_shoe2a1.spr	\image\item\wenshi\emb_shoe2a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-Ng­ng ThÇn-Lv2	0	150	27	0	10000	0	9											\image\item\wenshi\emb_shoe5a1.spr	\image\item\wenshi\emb_shoe5a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-V« Gian-Lv2	0	150	28	0	10000	0	9											\image\item\wenshi\emb_shoe11a1.spr	\image\item\wenshi\emb_shoe11a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-V« Cùc-Lv2	0	150	29	0	10000	0	9											\image\item\wenshi\emb_shoe14a1.spr	\image\item\wenshi\emb_shoe14a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-Cuång NhËn-Lv2	0	150	30	0	10000	0	9											\image\item\wenshi\emb_shoe2a1.spr	\image\item\wenshi\emb_shoe2a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-L¨ng NhuÖ-Lv2	0	150	31	0	10000	0	9											\image\item\wenshi\emb_shoe2a1.spr	\image\item\wenshi\emb_shoe2a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-Linh Viªn-Lv2	0	150	32	0	10000	0	9											\image\item\wenshi\emb_shoe11a1.spr	\image\item\wenshi\emb_shoe11a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-H¶i VËn-Lv2	0	150	33	0	10000	0	9											\image\item\wenshi\emb_shoe5a1.spr	\image\item\wenshi\emb_shoe5a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-H¶i T©m-Lv2	0	150	34	0	10000	0	9											\image\item\wenshi\emb_shoe5a1.spr	\image\item\wenshi\emb_shoe5a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	2	2	1		1
T-LiÖt Nham-Lv3	0	150	35	0	12000	0	99											\image\item\wenshi\emb_shoe3a1.spr	\image\item\wenshi\emb_shoe3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-Ph¸ Kh«ng-Lv3	0	150	36	0	12000	0	99											\image\item\wenshi\emb_shoe6a1.spr	\image\item\wenshi\emb_shoe6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-Tóy KiÕm-Lv3	0	150	37	0	12000	0	99											\image\item\wenshi\emb_shoe9a1.spr	\image\item\wenshi\emb_shoe9a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-TËt Phong-Lv3	0	150	38	0	12000	0	99											\image\item\wenshi\emb_shoe12a1.spr	\image\item\wenshi\emb_shoe12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-TÊn Vò-Lv3	0	150	39	0	12000	0	99											\image\item\wenshi\emb_shoe15a1.spr	\image\item\wenshi\emb_shoe15a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-V« L­îng-Lv3	0	150	40	0	12000	0	99											\image\item\wenshi\emb_ring3a1.spr	\image\item\wenshi\emb_ring3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-Môc Minh-Lv3	0	150	41	0	12000	0	99											\image\item\wenshi\emb_ring6a1.spr	\image\item\wenshi\emb_ring6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-Ng­ng ChiÕn-Lv3	0	150	42	0	12000	0	99											\image\item\wenshi\emb_ring9a1.spr	\image\item\wenshi\emb_ring9a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-ThÇn Lùc-Lv3	0	150	43	0	12000	0	99											\image\item\wenshi\emb_shoe3a1.spr	\image\item\wenshi\emb_shoe3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-Ng­ng ThÇn-Lv3	0	150	44	0	12000	0	99											\image\item\wenshi\emb_shoe6a1.spr	\image\item\wenshi\emb_shoe6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-V« Giang-Lv3	0	150	45	0	12000	0	99											\image\item\wenshi\emb_shoe12a1.spr	\image\item\wenshi\emb_shoe12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-V« Cùc-Lv3	0	150	46	0	12000	0	99											\image\item\wenshi\emb_shoe15a1.spr	\image\item\wenshi\emb_shoe15a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-Cuång NhËn-Lv3	0	150	47	0	12000	0	99											\image\item\wenshi\emb_shoe3a1.spr	\image\item\wenshi\emb_shoe3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-L¨ng NhuÖ-Lv3	0	150	48	0	12000	0	99											\image\item\wenshi\emb_shoe3a1.spr	\image\item\wenshi\emb_shoe3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-Linh Viªn-Lv3	0	150	49	0	12000	0	99											\image\item\wenshi\emb_shoe12a1.spr	\image\item\wenshi\emb_shoe12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-H¶i VËn-Lv3	0	150	50	0	12000	0	99											\image\item\wenshi\emb_shoe6a1.spr	\image\item\wenshi\emb_shoe6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-H¶i T©m-Lv3	0	150	51	0	12000	0	99											\image\item\wenshi\emb_shoe6a1.spr	\image\item\wenshi\emb_shoe6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	3	2	1		1
T-UÈn Linh ®· chØnh söa xong	0	150	52	0	0	0	1											\image\item\wenshi\emb_shoe1a1.spr	\image\item\wenshi\emb_shoe1a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang h¹ trang, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	1	2	1		1
																												
H-LiÖt Nham-Lv4	0	148	53	0	14000	0	20											\image\item\wenshi\emb_cap3a1.spr	\image\item\wenshi\emb_cap3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-Ph¸ Kh«ng-Lv4	0	148	54	0	14000	0	20											\image\item\wenshi\emb_cap6a1.spr	\image\item\wenshi\emb_cap6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-Tóy KiÕm-Lv4	0	148	55	0	14000	0	20											\image\item\wenshi\emb_cap9a1.spr	\image\item\wenshi\emb_cap9a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-TËt Phong-Lv4	0	148	56	0	14000	0	20											\image\item\wenshi\emb_cap12a1.spr	\image\item\wenshi\emb_cap12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-TÊn Vò-Lv4	0	148	57	0	14000	0	20											\image\item\wenshi\emb_cap15a1.spr	\image\item\wenshi\emb_cap15a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-¦ng TËp-Lv4	0	148	58	0	14000	0	20											\image\item\wenshi\emb_ring3a1.spr	\image\item\wenshi\emb_ring3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-Linh T©m-Lv4	0	148	59	0	14000	0	20											\image\item\wenshi\emb_ring9a1.spr	\image\item\wenshi\emb_ring9a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-ThÇn Lùc-Lv4	0	148	60	0	14000	0	20											\image\item\wenshi\emb_cap3a1.spr	\image\item\wenshi\emb_cap3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-Ng­ng ThÇn-Lv4	0	148	61	0	14000	0	20											\image\item\wenshi\emb_cap6a1.spr	\image\item\wenshi\emb_cap6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-V« Gian-Lv4	0	148	62	0	14000	0	20											\image\item\wenshi\emb_cap12a1.spr	\image\item\wenshi\emb_cap12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-V« Cùc-Lv4	0	148	63	0	14000	0	20											\image\item\wenshi\emb_cap15a1.spr	\image\item\wenshi\emb_cap15a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-Cuång NhÉn-Lv4	0	148	64	0	14000	0	20											\image\item\wenshi\emb_cap3a1.spr	\image\item\wenshi\emb_cap3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-L¨ng NhuÖ-Lv4	0	148	65	0	14000	0	20											\image\item\wenshi\emb_cap3a1.spr	\image\item\wenshi\emb_cap3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-Linh Viªn-Lv4	0	148	66	0	14000	0	20											\image\item\wenshi\emb_cap12a1.spr	\image\item\wenshi\emb_cap12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-H¶i VËn-Lv4	0	148	67	0	14000	0	20											\image\item\wenshi\emb_cap6a1.spr	\image\item\wenshi\emb_cap6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-H¶i T©m-Lv4	0	148	68	0	14000	0	20											\image\item\wenshi\emb_cap6a1.spr	\image\item\wenshi\emb_cap6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
H-LiÖt Nham-Lv5	0	148	69	0	16000	0	100											\image\item\wenshi\emb_cap16a1.spr	\image\item\wenshi\emb_cap16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-Ph¸ Kh«ng-Lv5	0	148	70	0	16000	0	100											\image\item\wenshi\emb_cap17a1.spr	\image\item\wenshi\emb_cap17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-Tóy KiÕm-Lv5	0	148	71	0	16000	0	100											\image\item\wenshi\emb_cap18a1.spr	\image\item\wenshi\emb_cap18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-TËt Phong-Lv5	0	148	72	0	16000	0	100											\image\item\wenshi\emb_cap19a1.spr	\image\item\wenshi\emb_cap19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-TÊn Vò-Lv5	0	148	73	0	16000	0	100											\image\item\wenshi\emb_cap20a1.spr	\image\item\wenshi\emb_cap20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-¦ng TËp-Lv5	0	148	74	0	16000	0	100											\image\item\wenshi\emb_cap16a1.spr	\image\item\wenshi\emb_cap16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-Linh T©m-Lv5	0	148	75	0	16000	0	100											\image\item\wenshi\emb_cap18a1.spr	\image\item\wenshi\emb_cap18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-ThÇn Lùc-Lv5	0	148	76	0	16000	0	100											\image\item\wenshi\emb_cap16a1.spr	\image\item\wenshi\emb_cap16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-Ng­ng ThÇn-Lv5	0	148	77	0	16000	0	100											\image\item\wenshi\emb_cap17a1.spr	\image\item\wenshi\emb_cap17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-V« Gian-Lv5	0	148	78	0	16000	0	100											\image\item\wenshi\emb_cap19a1.spr	\image\item\wenshi\emb_cap19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-V« Cùc-Lv5	0	148	79	0	16000	0	100											\image\item\wenshi\emb_cap20a1.spr	\image\item\wenshi\emb_cap20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-Cuång NhÉn-Lv5	0	148	80	0	16000	0	100											\image\item\wenshi\emb_cap16a1.spr	\image\item\wenshi\emb_cap16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-L¨ng NhuÖ-Lv5	0	148	81	0	16000	0	100											\image\item\wenshi\emb_cap16a1.spr	\image\item\wenshi\emb_cap16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-Linh Viªn-Lv5	0	148	82	0	16000	0	100											\image\item\wenshi\emb_cap19a1.spr	\image\item\wenshi\emb_cap19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-H¶i VËn-Lv5	0	148	83	0	16000	0	100											\image\item\wenshi\emb_cap17a1.spr	\image\item\wenshi\emb_cap17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
