ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey	
37551	§æi Ng­ng-§iÖp O¸n	2;6;375;1			29		1	35021			
37552	§æi Ph¸-§µo Hoa Ch­¬ng	2;6;377;1			30		1	35021			
37553	§æi Sinh-§iÖp LuyÕn Hoa	2;6;379;1			30		1	35021			
37554	§æi Ph¶n-ThiÕu L©m §ao Ph¸p	2;6;264;1			2		1	35020			
37555	§æi Phong-Nhiªn Méc §ao Ph¸p	2;6;267;1			2		1	35020			
37556	§æi Ph¸-§µ L«i Ph¸	2;6;268;1			3		1	35020			
37557	§æi §Þnh-BÊt §éng Minh V­¬ng Chó	2;6;273;1			3		1	35020			
37558	§æi TÊn-ThiÕu L©m Long Tr¶o Thñ	2;6;277;1			4		1	35021			
37559	§æi TÊn-ThÊt B¶o ChiÕu Ph¸p	2;6;278;1			4		1	35020			
37560	§æi Ph¸-T©m Nh·n	2;6;281;1			6		1	35020			
37561	§æi TriÓn-T©m Nh·n	2;6;282;1			6		1	35020			
37562	§æi Hãa-PhËt Quang Phæ ChiÕu	2;6;288;1			8		1	35020			
37563	§æi Sinh-Nga My PhËt 	2;6;289;1			8		1	35020			
37564	§æi TriÓn-D­¬ng Quan Tam §iÖp	2;6;293;1			9		1	35020			
37565	§æi TriÓn-TÜnh D¹ T­	2;6;296;1			9		1	35020			
37566	§æi TÊn-Th«ng Tý QuyÒn	2;6;300;1			11		1	35020			
37567	§æi Ph¸-C¸i Bang Ch­ëng Ph¸p	2;6;302;1			11		1	35020			
37568	§æi Ph¸-C¸i Bang C«n Ph¸p	2;6;307;1			12		1	35020			
37569	§æi TriÓn-§¶ CÈu Bæng Ph¸p	2;6;308;1			12		1	35020			
37570	§æi §Þnh-Ch©n Vò ThÊt TiÖt KiÕm	2;6;311;1			14		1	35020			
37571	§æi Ngù-V« Ng· T©m Ph¸p	2;6;313;1			14		1	35020			
37572	§æi Ph¸-ThÊt Tinh QuyÕt	2;6;320;1			15		1	35020			
37573	§æi Hãa-Lôc KhÝ Hãa Ngäc C«ng	2;6;321;1			15		1	35020			
37574	§æi ¸m-D­¬ng Gia B«n Lang Th­¬ng	2;6;326;1			17		1	35020			
37575	§æi TÊn-BÝch NguyÖt Phi Tinh Th­¬ng	2;6;327;1			17		1	35020			
37576	§æi TÊn-D­¬ng Gia Tôc MÖnh QuyÕt	2;6;328;1			18		1	35020			
37577	§æi Ph¸-L­u Quang TuyÖt ¶nh TiÔn	2;6;333;1			18		1	35020			
37578	§æi §Þnh-Thi Béc §¹i Ph¸p	2;6;335;1			20		1	35020			
37579	§æi Ph¸-T¹p Thi Tµ KhÝ	2;6;336;1			20		1	35020			
37580	§æi Kú-HuyÕt Cæ	2;6;341;1			21		1	35020			
37581	§æi Ph¸-§éc Cæ	2;6;345;1			21		1	35020			
37582	§æi Ng­ng-Cuång L«i Phï	2;6;348;1			23		1	35020			
37583	§æi TriÒn-Oanh L«i Phï	2;6;349;1			23		1	35020			
37584	§æi ¸m-ChÝch Phong Toµn	2;6;352;1			25		1	35020			
37585	§æi Ngù-Kim L« Hé ThÓ	2;6;357;1			25		1	35020			
37586	§æi Ng­ng-Ngò Linh Quy Nguyªn	2;6;359;1			26		1	35020			
37587	§æi Ng­ng-Quang Minh Bót Ph¸p	2;6;362;1			26		1	35020			
37588	§æi TÊn-Hñ Th­¬ng Ên	2;6;368;1			27		1	35020			
37589	§æi §Þnh-§o¹n Cèt Tr¶o	2;6;369;1			27		1	35020			
37590	§æi Ngù-Thiªn L¹i T©m Kinh	2;6;371;1			29		1	35020			
37591	§æi Ngù-Thiªn Háa DiÔm D­¬ng	2;6;372;1			29		1	35020			
37592	§æi Ph¸-Tiªn L­ H­¬ng	2;6;376;1			30		1	35020			
37593	§æi TÊn-Hoµn ThÇn ThuËt	2;6;380;1			30		1	35020			
37594	§æi Ph¸-Tr¶m Ma §ao Ph¸p	2;6;263;1			2		1	35019			
37595	§æi Ph¸-ThiÕu L©m §ao Ph¸p	2;6;265;1			2		1	35019			
37596	§æi TÊn-ThiÕu L©m Tu T©m Ph¸p	2;6;271;1			3		1	35019			
37597	§æi Ph¸-Cµ Sa Phôc Ma ThÇn C«ng	2;6;272;1			3		1	35019			
37598	§æi TÊn-V« ¶nh C­íc	2;6;274;1			4		1	35020			
37599	§æi TÊn-V¨n Thï XuÊt V©n Thèi	2;6;275;1			4		1	35019			
37600	§æi Ng­ng-B¹o Vò Lª Hoa Ch©m	2;6;284;1			6		1	35019			
37601	§æi Miªn-B¹o Vò Lª Hoa Ch©m	2;6;285;1			6		1	35019			
37602	§æi Tinh-Nga My PhËt 	2;6;290;1			8		1	35019			
37603	§æi Hãa-Nga My PhËt 	2;6;291;1			8		1	35019			
37604	§æi Kú-Tïy  Khóc	2;6;294;1			9		1	35019			
37605	§æi TÊn-Phóc Thñy T©m Ph¸p	2;6;297;1			9		1	35019			
37606	§æi Ph¸-Tóy §iÖp	2;6;298;1			11		1	35019			
37607	§æi §Þnh-Tóy §iÖp	2;6;299;1			11		1	35019			
37608	§æi ChuyÓn-DiÖu Thñ QuyÕt	2;6;305;1			12		1	35019			
37609	§æi §Þnh-C¸i Bang C«n Ph¸p	2;6;306;1			12		1	35019			
37610	§æi TÊn-TÝch D­¬ng KiÕm KhÝ	2;6;310;1			14		1	35019			
37611	§æi TÊn-V« Ng· T©m Ph¸p	2;6;312;1			14		1	35019			
37612	§æi §Þnh-Vâ §ang Bót Ph¸p	2;6;316;1			15		1	35019			
37613	§æi Ph¸-Vâ §ang Bót Ph¸p	2;6;317;1			15		1	35019			
37614	§æi Hãa-D­¬ng Gia B«n Lang Th­¬ng	2;6;323;1			17		1	35019			
37615	§æi Ph¸-D­¬ng Gia Th­¬ng Ph¸p	2;6;324;1			17		1	35019			
37616	§æi TÊn-D­¬ng Gia Cung Ph¸p	2;6;330;1			18		1	35019			
37617	§æi Sinh-D­¬ng Gia Cung Ph¸p	2;6;331;1			18		1	35019			
37618	§æi TÊn-T¹p Thi Tµ KhÝ	2;6;337;1			20		1	35019			
37619	§æi Chó-Thi Béc §¹i Ph¸p	2;6;338;1			20		1	35019			
37620	§æi Kú-T©m Cæ	2;6;342;1			21		1	35019			
37621	§æi Kú-Thi Cæ	2;6;344;1			21		1	35019			
37622	§æi Ng­ng-HuyÒn Phong TriÒn  QuyÕt	2;6;346;1			23		1	35019			
37623	§æi Ngù-Phong TÕ	2;6;350;1			23		1	35019			
37624	§æi Ph¸-Th¸nh Háa §ao Ph¸p	2;6;354;1			25		1	35019			
37625	§æi TÊn-Th¸nh Háa §ao Ph¸p	2;6;355;1			25		1	35019			
37626	§æi Ng­ng-Ngò Linh T¸n Nguyªn	2;6;358;1			26		1	35019			
37627	§æi TÊn-Phong Binh LÖnh	2;6;363;1			26		1	35019			
37628	§æi TÊn-Hµn B¨ng T©m Ph¸p	2;6;365;1			27		1	35019			
37629	§æi Ên-Hµn B¨ng T©m Ph¸p	2;6;367;1			27		1	35019			
37630	§æi Ph¸-Vò V©n T©m Ph¸p	2;6;370;1			29		1	35019			
37631	§æi §Þnh-Méng Xµ	2;6;373;1			29		1	35019			
37632	§æi Hãa-Hoµn ThÇn ThuËt	2;6;378;1			30		1	35019			
37633	§æi Ph¸-B¸ch Hoa Ngäc Lé C«ng	2;6;381;1			30		1	35019			
37634	®æi Mai Tiªu TuyÕt	0;120;219;1	1	1			1	35022			
37635	®æi Mai Tiªu TuyÕt	0;120;220;1	1	2			1	35022			
37636	®æi Mai Tiªu TuyÕt	0;120;221;1	2	3			1	35022			
37637	®æi Mai Tiªu TuyÕt	0;120;222;1	2	4			1	35022			
37638	®æi Héc Ch©u	0;119;215;1	1	1			1	35023			
37639	®æi Héc Ch©u	0;119;216;1	1	2			1	35023			
37640	®æi Héc Ch©u	0;119;217;1	2	3			1	35023			
37641	®æi Héc Ch©u	0;119;218;1	2	4			1	35023			
37642	®æi Tóy Ph¸ch	0;121;215;1	1	1			1	35024			
37643	®æi Tóy Ph¸ch	0;121;216;1	1	2			1	35024			
37644	®æi Tóy Ph¸ch	0;121;217;1	2	3			1	35024			
37645	®æi Tóy Ph¸ch	0;121;218;1	2	4			1	35024			
37646	Gi¸ng Sinh H¹nh Phóc	0;120;37;1					1	35025			
37647	Xe TuÇn Léc mµu ®á	0;105;30041;1					1	35026			
37648	Xe TuÇn Léc  xanh lôc	0;105;30042;1					1	35026			
37649	§æi Linh Th¹ch Khãa-Cao 1	2;1;31249;1					1	35027			
37650	§æi Linh Th¹ch Khãa-Cao 2	2;1;31250;1					1	35028			
37651	§æi Linh Th¹ch Khãa-Cao 3	2;1;31251;1					1	35029			
37652	§æi Linh Th¹ch Khãa-Cao 4	2;1;31252;1					1	35030			
37653	§æi Linh Th¹ch Khãa-Cao 5	2;1;31253;1					1	35031			
37654	§æi Linh Th¹ch Khãa-Cao 6	2;1;31254;1					1	35032			
37655	§æi ChÝ D­¬ng Hoµn	2;1;31255;15					1	35033			
37656	§æi Th«n NguyÖt LÖnh	2;1;31256;1					1	35034			
37657	§æi Tèng-Thanh Long T­íng Qu©n Chñy	0;14;32171;1			31		1	32988			
37658	§æi Tèng-Thanh Long Nguyªn So¸i Chñy	0;14;32174;1			31		1	32990			
37659	Tèng-Thanh Long T­íng Qu©n Chñy (S¬)	0;14;32171;1			31		1	35125			
37660	Tèng-Thanh Long T­íng Qu©n Chñy (Trung)	0;14;32172;1			31		1	35035			
37661	Tèng-Thanh Long T­íng Qu©n Chñy (Cao)	0;14;32173;1			31		1	35036			
37662	Tèng-Thanh Long Nguyªn So¸i Chñy (S¬)	0;14;32174;1			31		1	35126			
37663	Tèng-Thanh Long Nguyªn So¸i Chñy (Trung)	0;14;32175;1			31		1	35037			
37664	Tèng-Thanh Long Nguyªn So¸i Chñy (Cao)	0;14;32176;1			31		1	35038			
37665	Tèng_Thanh Long T­íng Qu©n §Çu	0;103;32157;1			31		1	35039			
37666	Tèng_Thanh Long T­íng Qu©n y	0;100;32157;1			31		1	35040			
37667	Tèng_Thanh Long T­íng Qu©n Trang	0;101;32157;1			31		1	35041			
37668	Tèng_Thanh Long T­íng Qu©n LÖnh Bµi	0;102;31493;1			31		1	35042			
37669	Tèng_Thanh Long T­íng Qu©n LÖnh Kú	0;102;31494;1			31		1	35043			
37670	Tèng_Thanh Long T­íng Qu©n LÖnh Phï	0;102;31495;1			31		1	35044			
37671	Tèng_Thanh Long Nguyªn So¸i §Çu	0;103;32158;1			31		1	35045			
37672	Tèng_Thanh Long Nguyªn So¸i y	0;100;32158;1			31		1	35046			
37673	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;32158;1			31		1	35047			
37674	Tèng_Thanh Long Nguyªn So¸i HiÖu Kú	0;102;31499;1			31		1	35048			
37675	Tèng_Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31498;1			31		1	35049			
37676	Tèng_Thanh Long Nguyªn So¸i Hæ Phï	0;102;31497;1			31		1	35050			
37677	Tèng_Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31496;1			31		1	35051			
37678	§æi Liªu-Thanh Long T­íng Qu©n Chñy	0;14;32183;1			31		1	32989			
37679	§æi Liªu-Thanh Long Nguyªn So¸i Chñy	0;14;32186;1			31		1	32991			
37680	Liªu-Thanh Long T­íng Qu©n Chñy (S¬)	0;14;32183;1			31		1	35127			
37681	Liªu-Thanh Long T­íng Qu©n Chñy (Trung)	0;14;32184;1			31		1	35052			
37682	Liªu-Thanh Long T­íng Qu©n Chñy (Cao)	0;14;32185;1			31		1	35053			
37683	Liªu-Thanh Long Nguyªn So¸i Chñy (S¬)	0;14;32186;1			31		1	35128			
37684	Liªu-Thanh Long Nguyªn So¸i Chñy (Trung)	0;14;32187;1			31		1	35054			
37685	Liªu-Thanh Long Nguyªn So¸i Chñy (Cao)	0;14;32188;1			31		1	35055			
37686	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;32159;1			31		1	35056			
37687	Liªu_Thanh Long T­íng Qu©n y	0;100;32159;1			31		1	35057			
37688	Liªu_Thanh Long T­íng Qu©n Trang	0;101;32159;1			31		1	35058			
37689	Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0;102;31507;1			31		1	35059			
37690	Liªu_Thanh Long T­íng Qu©n LÖnh Kú	0;102;31508;1			31		1	35060			
37691	Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0;102;31509;1			31		1	35061			
37692	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;32160;1			31		1	35062			
37693	Liªu_Thanh Long Nguyªn So¸i y	0;100;32160;1			31		1	35063			
37694	Liªu_Thanh Long Nguyªn So¸i Trang	0;101;32160;1			31		1	35064			
37695	Liªu_Thanh Long Nguyªn So¸i HiÖu Kú	0;102;31513;1			31		1	35065			
37696	Liªu_Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31512;1			31		1	35066			
37697	Liªu_Thanh Long Nguyªn So¸i Hæ Phï	0;102;31511;1			31		1	35067			
37698	Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31510;1			31		1	35068			
37699	§æi Tèng-Thanh Long T­íng Qu©n KiÕm	0;2;32199;1			32		1	32988			
37700	§æi Tèng-Thanh Long Nguyªn So¸i KiÕm	0;2;32202;1			32		1	32990			
37701	Tèng_Thanh Long T­íng Qu©n KiÕm (S¬ CÊp)	0;2;32199;1			32		1	35125			
37702	Tèng_Thanh Long T­íng Qu©n KiÕm (Trung CÊp)	0;2;32200;1			32		1	35069			
37703	Tèng_Thanh Long T­íng Qu©n KiÕm (Cao CÊp)	0;2;32201;1			32		1	35070			
37704	Tèng_Thanh Long Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;32202;1			32		1	35126			
37705	Tèng_Thanh Long Nguyªn So¸i KiÕm (Trung CÊp)	0;2;32203;1			32		1	35071			
37706	Tèng_Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0;2;32204;1			32		1	35072			
37707	Tèng_Thanh Long T­íng Qu©n §Çu	0;103;32165;1			32		1	35073			
37708	Tèng_Thanh Long T­íng Qu©n y	0;100;32165;1			32		1	35074			
37709	Tèng_Thanh Long T­íng Qu©n Trang	0;101;32165;1			32		1	35075			
37710	Tèng_Thanh Long T­íng Qu©n LÖnh Bµi	0;102;31521;1			32		1	35076			
37711	Tèng_Thanh Long T­íng Qu©n LÖnh Kú	0;102;31522;1			32		1	35077			
37712	Tèng_Thanh Long T­íng Qu©n LÖnh Phï	0;102;31523;1			32		1	35078			
37713	Tèng_Thanh Long Nguyªn So¸i §Çu	0;103;32166;1			32		1	35079			
37714	Tèng_Thanh Long Nguyªn So¸i y	0;100;32166;1			32		1	35080			
37715	Tèng_Thanh Long Nguyªn So¸i Trang	0;101;32166;1			32		1	35081			
37716	Tèng_Thanh Long Nguyªn So¸i HiÖu Kú	0;102;31527;1			32		1	35082			
37717	Tèng_Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31526;1			32		1	35083			
37718	Tèng_Thanh Long Nguyªn So¸i Hæ Phï	0;102;31525;1			32		1	35084			
37719	Tèng_Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31524;1			32		1	35085			
37720	§æi Liªu-Thanh Long T­íng Qu©n KiÕm	0;2;32211;1			32		1	32989			
37721	§æi Liªu-Thanh Long Nguyªn So¸i KiÕm	0;2;32214;1			32		1	35127			
37722	Liªu_Thanh Long T­íng Qu©n KiÕm (S¬ CÊp)	0;2;32211;1			32		1	35105			
37723	Liªu_Thanh Long T­íng Qu©n KiÕm (Trung CÊp)	0;2;32212;1			32		1	35086			
37724	Liªu_Thanh Long T­íng Qu©n KiÕm (Cao CÊp)	0;2;32213;1			32		1	35087			
37725	Liªu_Thanh Long Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;32214;1			32		1	35128			
37726	Liªu_Thanh Long Nguyªn So¸i KiÕm (Trung CÊp)	0;2;32215;1			32		1	35088			
37727	Liªu_Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0;2;32216;1			32		1	35089			
37728	Liªu_Thanh Long T­íng Qu©n §Çu	0;103;32167;1			32		1	35090			
37729	Liªu_Thanh Long T­íng Qu©n y	0;100;32167;1			32		1	35091			
37730	Liªu_Thanh Long T­íng Qu©n Trang	0;101;32167;1			32		1	35092			
37731	Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0;102;31535;1			32		1	35093			
37732	Liªu_Thanh Long T­íng Qu©n LÖnh Kú	0;102;31536;1			32		1	35094			
37733	Liªu_Thanh Long T­íng Qu©n LÖnh Phï	0;102;31537;1			32		1	35095			
37734	Liªu_Thanh Long Nguyªn So¸i §Çu	0;103;32168;1			32		1	35096			
37735	Liªu_Thanh Long Nguyªn So¸i y	0;100;32168;1			32		1	35097			
37736	Liªu_Thanh Long Nguyªn So¸i Trang	0;101;32168;1			32		1	35098			
37737	Liªu_Thanh Long Nguyªn So¸i HiÖu Kú	0;102;31541;1			32		1	35099			
37738	Liªu_Thanh Long Nguyªn So¸i LÖnh Kú	0;102;31540;1			32		1	35100			
37739	Liªu_Thanh Long Nguyªn So¸i Hæ Phï	0;102;31539;1			32		1	35101			
37740	Liªu_Thanh Long Nguyªn So¸i HiÖu Phï	0;102;31538;1			32		1	35102			
37741	§æi Thiªn M«n Kim LÖnh	2;1;30370;1				3512;10	1	35107			
37742	§æi Thiªn Cang LÖnh	2;95;204;1				3513;10	1	35107			
37743	TÈy T©m Th¹ch cÊp 5	2;1;30525;1						35110			
37744	LuyÖn L« ThiÕt cÊp 5	2;1;30531;1						35110			
37745	HuyÕtTrÝchTh¹ch Lv4	2;22;104;1						35108			
37746	NguyÖtB¹chTh¹ch Lv4	2;22;204;1						35108			
37747	Hæ Ph¸ch Th¹ch CÊp 4	2;22;304;1						35108			
37748	H¾c DiÖu Th¹ch CÊp 4	2;22;404;1						35108			
37749	B¹ch Liªn Hoa	0;105;30057;1				3520;1	1	36054			
37750	Hång Liªn Hoa	0;105;30058;1				3521;1	1	35109			
37751	Tö Liªn Hoa	0;105;30059;1				3522;1	1	36054			
37752	Long M·	0;105;30056;1					1	35109			
37753	T¨ng cÊp Vò KhÝ Âm HuyÕt	0;14;32164;1			31			35111			
37754	T¨ng cÊp Vò KhÝ Âm HuyÕt	0;2;32192;1			32			35112			
37755	Mª Tung QuyÓn (Cao)	0;107;30041;1			31			35113			
37756	Mª Tung QuyÓn (Cao)	0;107;30041;1			31			35114			
37757	Mª Tung QuyÓn (Cao)	0;107;30041;1			31			35115			
37758	Mª Tung QuyÓn (Siªu)	0;107;30042;1			31			35116			
37759	Mª Tung QuyÓn (Siªu)	0;107;30042;1			31			35117			
37760	Mª Tung QuyÓn (Siªu)	0;107;30042;1			31			35118			
37761	Thiªn Phong QuyÓn (Cao)	0;107;30043;1			32			35119			
37762	Thiªn Phong QuyÓn (Cao)	0;107;30043;1			32			35120			
37763	Thiªn Phong QuyÓn (Cao)	0;107;30043;1			32			35121			
37764	Thiªn Phong QuyÓn (Siªu)	0;107;30044;1			32			35122			
37765	Thiªn Phong QuyÓn (Siªu)	0;107;30044;1			32			35123			
37766	Thiªn Phong QuyÓn (Siªu)	0;107;30044;1			32			35124			
37767	HuyÕtTrÝchTh¹ch Lv6	2;22;106;1				3532;30		35129			
37768	NguyÖtB¹chTh¹ch Lv6	2;22;206;1				3533;30		35129			
37769	Hæ Ph¸ch Th¹ch CÊp 6	2;22;306;1				3534;30		35129			
37770	H¾c DiÖu Th¹ch CÊp 6	2;22;406;1				3535;30		35129			
37771	§æi trang søc ngo¹i trang: §¹p	0;119;275;1	1	1			1	35130			
37772	§æi trang søc ngo¹i trang: §¹p	0;119;276;1	1	2			1	35130			
37773	§æi trang søc ngo¹i trang: §¹p	0;119;277;1	2	3			1	35130			
37774	§æi trang søc ngo¹i trang: §¹p	0;119;278;1	2	4			1	35130			
37775	§æi trang søc ngo¹i trang: Sa	0;120;275;1	1	1			1	35131			
37776	§æi trang søc ngo¹i trang: Sa	0;120;276;1	1	2			1	35131			
37777	§æi trang søc ngo¹i trang: Sa	0;120;277;1	2	3			1	35131			
37778	§æi trang søc ngo¹i trang: Sa	0;120;278;1	2	4			1	35131			
37779	§æi trang søc ngo¹i trang: Hµnh	0;121;275;1	1	1			1	35132			
37780	§æi trang søc ngo¹i trang: Hµnh	0;121;276;1	1	2			1	35132			
37781	§æi trang søc ngo¹i trang: Hµnh	0;121;277;1	2	3			1	35132			
37782	§æi trang søc ngo¹i trang: Hµnh	0;121;278;1	2	4			1	35132			
37783	§æi trang søc ngo¹i trang: §­êng	0;119;299;1	1	1			1	35133			
37784	§æi trang søc ngo¹i trang: §­êng	0;119;300;1	1	2			1	35133			
37785	§æi trang søc ngo¹i trang: §­êng	0;119;301;1	2	3			1	35133			
37786	§æi trang søc ngo¹i trang: §­êng	0;119;302;1	2	4			1	35133			
37787	§æi trang søc ngo¹i trang: Hµn	0;120;299;1	1	1			1	35134			
37788	§æi trang søc ngo¹i trang: Hµn	0;120;300;1	1	2			1	35134			
37789	§æi trang søc ngo¹i trang: Hµn	0;120;301;1	2	3			1	35134			
37790	§æi trang søc ngo¹i trang: Hµn	0;120;302;1	2	4			1	35134			
37791	§æi trang søc ngo¹i trang: Nh¹n	0;121;299;1	1	1			1	35135			
37792	§æi trang søc ngo¹i trang: Nh¹n	0;121;300;1	1	2			1	35135			
37793	§æi trang søc ngo¹i trang: Nh¹n	0;121;301;1	2	3			1	35135			
37794	§æi trang søc ngo¹i trang: Nh¹n	0;121;302;1	2	4			1	35135			
37795	§æi trang søc ngo¹i trang: Ma ThÇn (Nhá)	0;120;112;1	1	1			1	35136			
37796	§æi trang søc ngo¹i trang: Ma ThÇn (Nhá)	0;120;113;1	1	2			1	35136			
37797	§æi trang søc ngo¹i trang: Ma ThÇn (Nhá)	0;120;114;1	2	3			1	35136			
37798	§æi trang søc ngo¹i trang: Ma ThÇn (Nhá)	0;120;115;1	2	4			1	35136			
37799	§æi trang søc ngo¹i trang: Ma ThÇn (Lín)	0;120;116;1	1	1			1	35137			
37800	§æi trang søc ngo¹i trang: Ma ThÇn (Lín)	0;120;117;1	1	2			1	35137			
37801	§æi trang søc ngo¹i trang: Ma ThÇn (Lín)	0;120;118;1	2	3			1	35137			
37802	§æi trang søc ngo¹i trang: Ma ThÇn (Lín)	0;120;119;1	2	4			1	35137			
37803	§æi TÈy T©m Th¹ch CÊp 6	2;1;30526;1				3540;100		35138			
37804	§æi LuyÖn L« ThiÕt CÊp 6	2;1;30532;1				3541;100		35138			
37805	§æi Kim Ng­u B¶o B¶o	0;105;30022;1				3542;1	1	35139			
37806	§æi Huy HiÖu ChiÕn C«ng (Huy Hoµng)	2;1;9977;1						35140	168		
37807	§æi Huy HiÖu ChiÕn C«ng (Huy Hoµng)	2;1;9977;1						35141	168		
37808	§æi Huy HiÖu ChiÕn C«ng (Huy Hoµng)	2;1;9977;1						35142	168		
37809	§æi Uy Hæ Hån	2;1;31294;1						35143			
37810	§æi Uy Hæ Hån	2;1;31294;1						35144			
37811	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32171;1	1	1	2		1	35145			
37812	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32171;1	1	2	2		1	35145			
37813	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32172;1	1	1	3		1	35146			
37814	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32172;1	1	2	3		1	35146			
37815	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32173;1	1	1	4		1	35147			
37816	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32173;1	1	2	4		1	35147			
37817	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32174;1	1	1	6		1	35148			
37818	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32174;1	1	2	6		1	35148			
37819	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32174;1	2	3	6		1	35148			
37820	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32174;1	2	4	6		1	35148			
37821	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32175;1	2	3	8		1	35149			
37822	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32175;1	2	4	8		1	35149			
37823	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32176;1	2	3	9		1	35150			
37824	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32176;1	2	4	9		1	35150			
37825	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32177;1	1	1	11		1	35151			
37826	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32177;1	1	2	11		1	35151			
37827	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32177;1	2	3	11		1	35151			
37828	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32177;1	2	4	11		1	35151			
37829	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32178;1	1	1	12		1	35152			
37830	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32178;1	1	2	12		1	35152			
37831	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32178;1	2	3	12		1	35152			
37832	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32178;1	2	4	12		1	35152			
37833	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32179;1	1	1	14		1	35153			
37834	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32179;1	1	2	14		1	35153			
37835	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32179;1	2	3	14		1	35153			
37836	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32179;1	2	4	14		1	35153			
37837	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32180;1	1	1	15		1	35154			
37838	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32180;1	1	2	15		1	35154			
37839	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32180;1	2	3	15		1	35154			
37840	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32180;1	2	4	15		1	35154			
37841	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32181;1	1	1	17		1	35155			
37842	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32181;1	1	2	17		1	35155			
37843	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32181;1	2	3	17		1	35155			
37844	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32181;1	2	4	17		1	35155			
37845	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32182;1	1	1	18		1	35156			
37846	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32182;1	1	2	18		1	35156			
37847	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32182;1	2	3	18		1	35156			
37848	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32182;1	2	4	18		1	35156			
37849	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32183;1	1	1	20		1	35157			
37850	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32183;1	1	2	20		1	35157			
37851	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32183;1	2	3	20		1	35157			
37852	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32183;1	2	4	20		1	35157			
37853	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32184;1	1	1	21		1	35158			
37854	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32184;1	1	2	21		1	35158			
37855	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32184;1	2	3	21		1	35158			
37856	Tèng-Uy Hæ T­íng Qu©n Kh«i	0;103;32184;1	2	4	21		1	35158			
