蕴灵名称	大类型	副类型	详细类别	重量	价格	五行	蕴灵消耗 (金)	防御力(外，内)	附加属性1	附加属性1数值	附加属性2	附加属性2数值	套装编号	要求等级	要求性别	要求体型	要求门派	在界面上显示的小图	在界面上显示的大图	说明文字	装备在身上的时候，使用的显示类型名字	丢落在地面的时候，使用哪一个物件资源	脚本文件	等级	是否能交易(0能1不能2只能卖店3只能卖玩家)	是否能丢弃(0能1不能)	是否可维修（0是/1否）		
破空（衣服）等级5	2	144	175	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：破空（衣服）等级5，效果：提高内功75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
破空（下装）等级4	2	144	176	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：破空（下装）等级4，效果：提高内功45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
破空（下装）等级5	2	144	177	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：破空（下装）等级5，效果：提高内功75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
醉剑（头部）等级4	2	144	178	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：醉剑（头部）等级4，效果：提高根骨45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
醉剑（头部）等级5	2	144	179	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：醉剑（头部）等级5，效果：提高根骨75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
醉剑（衣服）等级4	2	144	180	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：醉剑（衣服）等级4，效果：提高根骨45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
醉剑（衣服）等级5	2	144	181	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：醉剑（衣服）等级5，效果：提高根骨75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
醉剑（下装）等级4	2	144	182	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：醉剑（下装）等级4，效果：提高根骨45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
醉剑（下装）等级5	2	144	183	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：醉剑（下装）等级5，效果：提高根骨75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
疾风（头部）等级4	2	144	184	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：疾风（头部）等级4，效果：提高身法45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
疾风（头部）等级5	2	144	185	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：疾风（头部）等级5，效果：提高身法75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
疾风（衣服）等级4	2	144	186	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：疾风（衣服）等级4，效果：提高身法45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
疾风（衣服）等级5	2	144	187	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：疾风（衣服）等级5，效果：提高身法75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
疾风（下装）等级4	2	144	188	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：疾风（下装）等级4，效果：提高身法45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
疾风（下装）等级5	2	144	189	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：疾风（下装）等级5，效果：提高身法75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
迅舞（头部）等级4	2	144	190	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：迅舞（头部）等级4，效果：提高洞察45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
迅舞（头部）等级5	2	144	191	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：迅舞（头部）等级5，效果：提高洞察75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
迅舞（衣服）等级4	2	144	192	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：迅舞（衣服）等级4，效果：提高洞察45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
迅舞（衣服）等级5	2	144	193	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：迅舞（衣服）等级5，效果：提高洞察75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
迅舞（下装）等级4	2	144	194	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：迅舞（下装）等级4，效果：提高洞察45点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
迅舞（下装）等级5	2	144	195	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：迅舞（下装）等级5，效果：提高洞察75点		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵心（头部）等级4	2	144	196	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵心（头部）等级4，效果：闪避值增加90点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵心（头部）等级5	2	144	197	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵心（头部）等级5，效果：闪避值增加150点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
神力（头部）等级4	2	144	206	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：神力（头部）等级4，效果：力量增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
神力（头部）等级5	2	144	207	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：神力（头部）等级5，效果：力量增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
神力（衣服）等级4	2	144	208	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：神力（衣服）等级4，效果：力量增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
神力（衣服）等级5	2	144	209	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：神力（衣服）等级5，效果：力量增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
神力（下装）等级4	2	144	210	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：神力（下装）等级4，效果：力量增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
神力（下装）等级5	2	144	211	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：神力（下装）等级5，效果：力量增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凝神（头部）等级4	2	144	212	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（头部）等级4，效果：内功增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凝神（头部）等级5	2	144	213	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（头部）等级5，效果：内功增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凝神（衣服）等级4	2	144	214	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（衣服）等级4，效果：内功增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凝神（衣服）等级5	2	144	215	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（衣服）等级5，效果：内功增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凝神（下装）等级4	2	144	216	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（下装）等级4，效果：内功增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凝神（下装）等级5	2	144	217	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凝神（下装）等级5，效果：内功增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（头部）等级4	2	144	218	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（头部）等级4，效果：身法增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（头部）等级5	2	144	219	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（头部）等级5，效果：身法增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（衣服）等级4	2	144	220	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（衣服）等级4，效果：身法增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（衣服）等级5	2	144	221	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（衣服）等级5，效果：身法增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（下装）等级4	2	144	222	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（下装）等级4，效果：身法增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无间（下装）等级5	2	144	223	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无间（下装）等级5，效果：身法增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（头部）等级4	2	144	224	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（头部）等级4，效果：洞察增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（头部）等级5	2	144	225	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（头部）等级5，效果：洞察增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（衣服）等级4	2	144	226	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（衣服）等级4，效果：洞察增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（衣服）等级5	2	144	227	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（衣服）等级5，效果：洞察增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（下装）等级4	2	144	228	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（下装）等级4，效果：洞察增加27点，根骨增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
无极（下装）等级5	2	144	229	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：无极（下装）等级5，效果：洞察增加45点，根骨增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（头部）等级4	2	144	230	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（头部）等级4，效果：力量增加27点，身法增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（头部）等级5	2	144	231	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（头部）等级5，效果：力量增加45点，身法增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（衣服）等级4	2	144	232	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（衣服）等级4，效果：力量增加27点，身法增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（衣服）等级5	2	144	233	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（衣服）等级5，效果：力量增加45点，身法增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（下装）等级4	2	144	234	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（下装）等级4，效果：力量增加27点，身法增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
狂韧（下装）等级5	2	144	235	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：狂韧（下装）等级5，效果：力量增加45点，身法增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（头部）等级4	2	144	236	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（头部）等级4，效果：力量增加27点，洞察增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（头部）等级5	2	144	237	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（头部）等级5，效果：力量增加45点，洞察增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（衣服）等级4	2	144	238	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（衣服）等级4，效果：力量增加27点，洞察增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（衣服）等级5	2	144	239	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（衣服）等级5，效果：力量增加45点，洞察增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（下装）等级4	2	144	240	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（下装）等级4，效果：力量增加27点，洞察增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
凌锐（下装）等级5	2	144	241	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：凌锐（下装）等级5，效果：力量增加45点，洞察增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（头部）等级4	2	144	242	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（头部）等级4，效果：身法增加27点，洞察增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（头部）等级5	2	144	243	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（头部）等级5，效果：身法增加45点，洞察增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（衣服）等级4	2	144	244	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（衣服）等级4，效果：身法增加27点，洞察增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（衣服）等级5	2	144	245	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（衣服）等级5，效果：身法增加45点，洞察增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（下装）等级4	2	144	246	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（下装）等级4，效果：身法增加27点，洞察增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
灵猿（下装）等级5	2	144	247	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：灵猿（下装）等级5，效果：身法增加45点，洞察增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（头部）等级4	2	144	248	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（头部）等级4，效果：内功增加27点，身法增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（头部）等级5	2	144	249	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（头部）等级5，效果：内功增加45点，身法增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（衣服）等级4	2	144	250	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（衣服）等级4，效果：内功增加27点，身法增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（衣服）等级5	2	144	251	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（衣服）等级5，效果：内功增加45点，身法增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（下装）等级4	2	144	252	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（下装）等级4，效果：内功增加27点，身法增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海韵（下装）等级5	2	144	253	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海韵（下装）等级5，效果：内功增加45点，身法增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（头部）等级4	2	144	254	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（头部）等级4，效果：内功增加27点，洞察增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（头部）等级5	2	144	255	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（头部）等级5，效果：内功增加45点，洞察增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（衣服）等级4	2	144	256	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（衣服）等级4，效果：内功增加27点，洞察增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（衣服）等级5	2	144	257	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（衣服）等级5，效果：内功增加45点，洞察增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（下装）等级4	2	144	258	0	0	0	1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（下装）等级4，效果：内功增加27点，洞察增加27点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
海心（下装）等级5	2	144	259	0	0	0	1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵：海心（下装）等级5，效果：内功增加45点，洞察增加45点。		蕴灵卷轴	\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
命中增加(头部)等级6	2	144	260	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高命中440点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
命中增加(头部)等级7	2	144	261	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高命中660点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
外攻提高(衣服)等级6	2	144	262	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高外攻攻击10%+9点力量。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
外攻提高(衣服)等级7	2	144	263	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高外攻攻击16%+20点力量。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内攻提高(衣服)等级6	2	144	264	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高内攻攻击10%+9点内功。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内攻提高(衣服)等级7	2	144	265	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：提高内攻攻击16%+20点内功。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
生命上限(下装)等级6	2	144	266	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：生命上限提高12%+20点根骨			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
生命上限(下装)等级7	2	144	267	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：生命上限提高15%+50点根骨。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内力上限(下装)等级6	2	144	268	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内力上限提高12%+20点内功。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
内力上限(下装)等级7	2	144	269	0	0		1											\image\item\other\紫气卷轴a1.spr	\image\item\other\紫气卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：内力上限提高15%+50点内功。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
闪避增加(头部)等级6	2	144	270	0	0		1											\image\item\other\祥瑞卷轴a1.spr	\image\item\other\祥瑞卷轴a0.spr	使用为你的御萱千变盒永久添加外装蕴灵效果：闪避值增加140点。			\script\weaponeffect\item\yunling_reel.lua	1	0	2			999
