ItemIndex	BodyType	GroupName	GDP	SellType	SellPrices	PopPrice	GiftPrice	Not4Sale	Sort	Scale	Charm
277	3	Vò L©m Linh	0;120;401	7	1418;6075;9000	50			89	1	1800
277	4	Vò L©m Linh	0;120;402	7	1418;6075;9000	50			89	1	1800
278	1	Vò L©m Linh	0;121;399	7	1418;6075;9000	50			89	1	480
278	2	Vò L©m Linh	0;121;400	7	1418;6075;9000	50			89	1	480
278	3	Vò L©m Linh	0;121;401	7	1418;6075;9000	50			89	1	480
278	4	Vò L©m Linh	0;121;402	7	1418;6075;9000	50			89	1	480
279	1	Song Song YÕn	0;119;427	7	1418;6075;9000	50			95	1	720
279	2	Song Song YÕn	0;119;428	7	1418;6075;9000	50			95	1	720
279	3	Song Song YÕn	0;119;429	7	1418;6075;9000	50			95	1	720
279	4	Song Song YÕn	0;119;430	7	1418;6075;9000	50			95	1	720
280	1	Song Song YÕn	0;120;427	7	1418;6075;9000	50			95	1	1800
280	2	Song Song YÕn	0;120;428	7	1418;6075;9000	50			95	1	1800
280	3	Song Song YÕn	0;120;429	7	1418;6075;9000	50			95	1	1800
280	4	Song Song YÕn	0;120;430	7	1418;6075;9000	50			95	1	1800
281	1	Song Song YÕn	0;121;427	7	1418;6075;9000	50			95	1	480
281	2	Song Song YÕn	0;121;428	7	1418;6075;9000	50			95	1	480
281	3	Song Song YÕn	0;121;429	7	1418;6075;9000	50			95	1	480
281	4	Song Song YÕn	0;121;430	7	1418;6075;9000	50			95	1	480
282	1	Tö D¹ Ca	0;119;431	7	1418;6075;9000	50			97	1	720
282	2	Tö D¹ Ca	0;119;432	7	1418;6075;9000	50			97	1	720
282	3	Tö D¹ Ca	0;119;433	7	1418;6075;9000	50			97	1	720
282	4	Tö D¹ Ca	0;119;434	7	1418;6075;9000	50			97	1	720
283	1	Tö D¹ Ca	0;120;431	7	1418;6075;9000	50			97	1	1800
283	2	Tö D¹ Ca	0;120;432	7	1418;6075;9000	50			97	1	1800
283	3	Tö D¹ Ca	0;120;433	7	1418;6075;9000	50			97	1	1800
283	4	Tö D¹ Ca	0;120;434	7	1418;6075;9000	50			97	1	1800
284	1	Tö D¹ Ca	0;121;431	7	1418;6075;9000	50			97	1	480
284	2	Tö D¹ Ca	0;121;432	7	1418;6075;9000	50			97	1	480
284	3	Tö D¹ Ca	0;121;433	7	1418;6075;9000	50			97	1	480
284	4	Tö D¹ Ca	0;121;434	7	1418;6075;9000	50			97	1	480
285	1	Bé Hoa Gian	0;119;495	7	1418;6075;9000	50			101	1	720
285	2	Bé Hoa Gian	0;119;496	7	1418;6075;9000	50			101	1	720
285	3	Bé Hoa Gian	0;119;497	7	1418;6075;9000	50			101	1	720
285	4	Bé Hoa Gian	0;119;498	7	1418;6075;9000	50			101	1	720
286	1	Bé Hoa Gian	0;120;495	7	1418;6075;9000	50			101	1	1800
286	2	Bé Hoa Gian	0;120;496	7	1418;6075;9000	50			101	1	1800
286	3	Bé Hoa Gian	0;120;497	7	1418;6075;9000	50			101	1	1800
286	4	Bé Hoa Gian	0;120;498	7	1418;6075;9000	50			101	1	1800
287	1	Bé Hoa Gian	0;121;495	7	1418;6075;9000	50			101	1	480
287	2	Bé Hoa Gian	0;121;496	7	1418;6075;9000	50			101	1	480
287	3	Bé Hoa Gian	0;121;497	7	1418;6075;9000	50			101	1	480
287	4	Bé Hoa Gian	0;121;498	7	1418;6075;9000	50			101	1	480
288	1	M·n §×nh Ph­¬ng	0;119;467	7	1418;6075;9000	50			103	1	720
288	2	M·n §×nh Ph­¬ng	0;119;468	7	1418;6075;9000	50			103	1	720
288	3	M·n §×nh Ph­¬ng	0;119;469	7	1418;6075;9000	50			103	1	720
288	4	M·n §×nh Ph­¬ng	0;119;470	7	1418;6075;9000	50			103	1	720
289	1	M·n §×nh Ph­¬ng	0;120;467	7	1418;6075;9000	50			103	1	1800
289	2	M·n §×nh Ph­¬ng	0;120;468	7	1418;6075;9000	50			103	1	1800
289	3	M·n §×nh Ph­¬ng	0;120;469	7	1418;6075;9000	50			103	1	1800
289	4	M·n §×nh Ph­¬ng	0;120;470	7	1418;6075;9000	50			103	1	1800
290	1	M·n §×nh Ph­¬ng	0;121;467	7	1418;6075;9000	50			103	1	480
290	2	M·n §×nh Ph­¬ng	0;121;468	7	1418;6075;9000	50			103	1	480
290	3	M·n §×nh Ph­¬ng	0;121;469	7	1418;6075;9000	50			103	1	480
290	4	M·n §×nh Ph­¬ng	0;121;470	7	1418;6075;9000	50			103	1	480
291	1	Thñy Long Ng©m	0;119;475	7	1418;6075;9000	50			104	1	720
291	2	Thñy Long Ng©m	0;119;476	7	1418;6075;9000	50			104	1	720
291	3	Thñy Long Ng©m	0;119;477	7	1418;6075;9000	50			104	1	720
291	4	Thñy Long Ng©m	0;119;478	7	1418;6075;9000	50			104	1	720
292	1	Thñy Long Ng©m	0;120;475	7	1418;6075;9000	50			104	1	1800
292	2	Thñy Long Ng©m	0;120;476	7	1418;6075;9000	50			104	1	1800
292	3	Thñy Long Ng©m	0;120;477	7	1418;6075;9000	50			104	1	1800
292	4	Thñy Long Ng©m	0;120;478	7	1418;6075;9000	50			104	1	1800
293	1	Thñy Long Ng©m	0;121;475	7	1418;6075;9000	50			104	1	480
293	2	Thñy Long Ng©m	0;121;476	7	1418;6075;9000	50			104	1	480
293	3	Thñy Long Ng©m	0;121;477	7	1418;6075;9000	50			104	1	480
293	4	Thñy Long Ng©m	0;121;478	7	1418;6075;9000	50			104	1	480
294	1	V©n Vô LiÔm	0;119;447	7	1418;6075;9000	50			105	1	720
294	2	V©n Vô LiÔm	0;119;448	7	1418;6075;9000	50			105	1	720
294	3	V©n Vô LiÔm	0;119;449	7	1418;6075;9000	50			105	1	720
294	4	V©n Vô LiÔm	0;119;450	7	1418;6075;9000	50			105	1	720
295	1	V©n Vô LiÔm	0;120;447	7	1418;6075;9000	50			105	1	1800
295	2	V©n Vô LiÔm	0;120;448	7	1418;6075;9000	50			105	1	1800
295	3	V©n Vô LiÔm	0;120;449	7	1418;6075;9000	50			105	1	1800
295	4	V©n Vô LiÔm	0;120;450	7	1418;6075;9000	50			105	1	1800
296	1	V©n Vô LiÔm	0;121;447	7	1418;6075;9000	50			105	1	480
296	2	V©n Vô LiÔm	0;121;448	7	1418;6075;9000	50			105	1	480
296	3	V©n Vô LiÔm	0;121;449	7	1418;6075;9000	50			105	1	480
296	4	V©n Vô LiÔm	0;121;450	7	1418;6075;9000	50			105	1	480
297	1	Qu¶ng Hµn Chi	0;119;455	7	1418;6075;9000	50			107	1	720
297	2	Qu¶ng Hµn Chi	0;119;456	7	1418;6075;9000	50			107	1	720
297	3	Qu¶ng Hµn Chi	0;119;457	7	1418;6075;9000	50			107	1	720
297	4	Qu¶ng Hµn Chi	0;119;458	7	1418;6075;9000	50			107	1	720
298	1	Qu¶ng Hµn Chi	0;120;455	7	1418;6075;9000	50			107	1	1800
298	2	Qu¶ng Hµn Chi	0;120;456	7	1418;6075;9000	50			107	1	1800
298	3	Qu¶ng Hµn Chi	0;120;457	7	1418;6075;9000	50			107	1	1800
298	4	Qu¶ng Hµn Chi	0;120;458	7	1418;6075;9000	50			107	1	1800
299	1	Qu¶ng Hµn Chi	0;121;455	7	1418;6075;9000	50			107	1	480
299	2	Qu¶ng Hµn Chi	0;121;456	7	1418;6075;9000	50			107	1	480
299	3	Qu¶ng Hµn Chi	0;121;457	7	1418;6075;9000	50			107	1	480
299	4	Qu¶ng Hµn Chi	0;121;458	7	1418;6075;9000	50			107	1	480
300	1	Kim Lò Khóc	0;119;483	7	1418;6075;9000	50			110	1	720
300	2	Kim Lò Khóc	0;119;484	7	1418;6075;9000	50			110	1	720
300	3	Kim Lò Khóc	0;119;485	7	1418;6075;9000	50			110	1	720
300	4	Kim Lò Khóc	0;119;486	7	1418;6075;9000	50			110	1	720
301	1	Kim Lò Khóc	0;120;483	7	1418;6075;9000	50			110	1	1800
301	2	Kim Lò Khóc	0;120;484	7	1418;6075;9000	50			110	1	1800
301	3	Kim Lò Khóc	0;120;485	7	1418;6075;9000	50			110	1	1800
301	4	Kim Lò Khóc	0;120;486	7	1418;6075;9000	50			110	1	1800
302	1	Kim Lò Khóc	0;121;483	7	1418;6075;9000	50			110	1	480
302	2	Kim Lò Khóc	0;121;484	7	1418;6075;9000	50			110	1	480
302	3	Kim Lò Khóc	0;121;485	7	1418;6075;9000	50			110	1	480
302	4	Kim Lò Khóc	0;121;486	7	1418;6075;9000	50			110	1	480
303	1	Ngäc Lan Can	0;119;499	7	1418;6075;9000	10			109	1	720
303	2	Ngäc Lan Can	0;119;500	7	1418;6075;9000	10			109	1	720
303	3	Ngäc Lan Can	0;119;501	7	1418;6075;9000	10			109	1	720
303	4	Ngäc Lan Can	0;119;502	7	1418;6075;9000	10			109	1	720
304	1	Ngäc Lan Can	0;120;499	7	1418;6075;9000	10			109	1	1800
304	2	Ngäc Lan Can	0;120;500	7	1418;6075;9000	10			109	1	1800
304	3	Ngäc Lan Can	0;120;501	7	1418;6075;9000	10			109	1	1800
304	4	Ngäc Lan Can	0;120;502	7	1418;6075;9000	10			109	1	1800
305	1	Ngäc Lan Can	0;121;499	7	1418;6075;9000	10			109	1	480
305	2	Ngäc Lan Can	0;121;500	7	1418;6075;9000	10			109	1	480
305	3	Ngäc Lan Can	0;121;501	7	1418;6075;9000	10			109	1	480
305	4	Ngäc Lan Can	0;121;502	7	1418;6075;9000	10			109	1	480
306	1	Thñy §iÖu Ca	0;119;503	7	1418;6075;9000	10			111	1	720
306	2	Thñy §iÖu Ca	0;119;504	7	1418;6075;9000	10			111	1	720
306	3	Thñy §iÖu Ca	0;119;505	7	1418;6075;9000	10			111	1	720
306	4	Thñy §iÖu Ca	0;119;506	7	1418;6075;9000	10			111	1	720
307	1	Thñy §iÖu Ca	0;120;503	7	1418;6075;9000	10			111	1	1800
307	2	Thñy §iÖu Ca	0;120;504	7	1418;6075;9000	10			111	1	1800
307	3	Thñy §iÖu Ca	0;120;505	7	1418;6075;9000	10			111	1	1800
307	4	Thñy §iÖu Ca	0;120;506	7	1418;6075;9000	10			111	1	1800
308	1	Thñy §iÖu Ca	0;121;503	7	1418;6075;9000	10			111	1	480
308	2	Thñy §iÖu Ca	0;121;504	7	1418;6075;9000	10			111	1	480
308	3	Thñy §iÖu Ca	0;121;505	7	1418;6075;9000	10			111	1	480
308	4	Thñy §iÖu Ca	0;121;506	7	1418;6075;9000	10			111	1	480
309	1	Yû La H­¬ng	0;119;507	7	1418;6075;9000	10			112	1	720
309	2	Yû La H­¬ng	0;119;508	7	1418;6075;9000	10			112	1	720
309	3	Yû La H­¬ng	0;119;509	7	1418;6075;9000	10			112	1	720
309	4	Yû La H­¬ng	0;119;510	7	1418;6075;9000	10			112	1	720
310	1	Yû La H­¬ng	0;120;507	7	1418;6075;9000	10			112	1	1800
310	2	Yû La H­¬ng	0;120;508	7	1418;6075;9000	10			112	1	1800
310	3	Yû La H­¬ng	0;120;509	7	1418;6075;9000	10			112	1	1800
310	4	Yû La H­¬ng	0;120;510	7	1418;6075;9000	10			112	1	1800
311	1	Yû La H­¬ng	0;121;507	7	1418;6075;9000	10			112	1	480
311	2	Yû La H­¬ng	0;121;508	7	1418;6075;9000	10			112	1	480
311	3	Yû La H­¬ng	0;121;509	7	1418;6075;9000	10			112	1	480
311	4	Yû La H­¬ng	0;121;510	7	1418;6075;9000	10			112	1	480
312	1	Nam Kha Tö	0;119;451	7	1418;6075;9000	10			113	1	720
312	2	Nam Kha Tö	0;119;452	7	1418;6075;9000	10			113	1	720
312	3	Nam Kha Tö	0;119;453	7	1418;6075;9000	10			113	1	720
312	4	Nam Kha Tö	0;119;454	7	1418;6075;9000	10			113	1	720
313	1	Nam Kha Tö	0;120;451	7	1418;6075;9000	10			113	1	1800
313	2	Nam Kha Tö	0;120;452	7	1418;6075;9000	10			113	1	1800
313	3	Nam Kha Tö	0;120;453	7	1418;6075;9000	10			113	1	1800
313	4	Nam Kha Tö	0;120;454	7	1418;6075;9000	10			113	1	1800
314	1	Nam Kha Tö	0;121;451	7	1418;6075;9000	10			113	1	480
314	2	Nam Kha Tö	0;121;452	7	1418;6075;9000	10			113	1	480
314	3	Nam Kha Tö	0;121;453	7	1418;6075;9000	10			113	1	480
314	4	Nam Kha Tö	0;121;454	7	1418;6075;9000	10			113	1	480
315	1	Thiªn Tiªn Tö	0;119;511	7	1418;6075;9000	10			114	1	720
315	2	Thiªn Tiªn Tö	0;119;512	7	1418;6075;9000	10			114	1	720
315	3	Thiªn Tiªn Tö	0;119;513	7	1418;6075;9000	10			114	1	720
315	4	Thiªn Tiªn Tö	0;119;514	7	1418;6075;9000	10			114	1	720
316	1	Thiªn Tiªn Tö	0;120;511	7	1418;6075;9000	10			114	1	1800
316	2	Thiªn Tiªn Tö	0;120;512	7	1418;6075;9000	10			114	1	1800
316	3	Thiªn Tiªn Tö	0;120;513	7	1418;6075;9000	10			114	1	1800
316	4	Thiªn Tiªn Tö	0;120;514	7	1418;6075;9000	10			114	1	1800
317	1	Thiªn Tiªn Tö	0;121;511	7	1418;6075;9000	10			114	1	480
317	2	Thiªn Tiªn Tö	0;121;512	7	1418;6075;9000	10			114	1	480
317	3	Thiªn Tiªn Tö	0;121;513	7	1418;6075;9000	10			114	1	480
317	4	Thiªn Tiªn Tö	0;121;514	7	1418;6075;9000	10			114	1	480
330	1	¤ GiÊy DÇu	0;120;547	7	1418;6075;9000	10			52	1	1800
330	2	¤ GiÊy DÇu	0;120;548	7	1418;6075;9000	10			52	1	1800
330	3	¤ GiÊy DÇu	0;120;549	7	1418;6075;9000	10			52	1	1800
330	4	¤ GiÊy DÇu	0;120;550	7	1418;6075;9000	10			52	1	1800
331	1	Tróc ®ång	0;120;551	7	1418;6075;9000	10			119	1	1800
331	2	Tróc ®ång	0;120;552	7	1418;6075;9000	10			119	1	1800
331	3	Tróc ®ång	0;120;553	7	1418;6075;9000	10			119	1	1800
331	4	Tróc ®ång	0;120;554	7	1418;6075;9000	10			119	1	1800
332	1	Chong Chãng Tuæi Th¬	0;120;555	7	1418;6075;9000	10			24	1	1800
332	2	Chong Chãng Tuæi Th¬	0;120;556	7	1418;6075;9000	10			24	1	1800
332	3	Chong Chãng Tuæi Th¬	0;120;557	7	1418;6075;9000	10			24	1	1800
332	4	Chong Chãng Tuæi Th¬	0;120;558	7	1418;6075;9000	10			24	1	1800
333	1	VÜnh Ngé L¹c	0;119;471	7	1418;6075;9000	10			120	1	720
333	2	VÜnh Ngé L¹c	0;119;472	7	1418;6075;9000	10			120	1	720
333	3	VÜnh Ngé L¹c	0;119;473	7	1418;6075;9000	10			120	1	720
333	4	VÜnh Ngé L¹c	0;119;474	7	1418;6075;9000	10			120	1	720
334	1	VÜnh Ngé L¹c	0;120;471	7	1418;6075;9000	10			120	1	1800
334	2	VÜnh Ngé L¹c	0;120;472	7	1418;6075;9000	10			120	1	1800
334	3	VÜnh Ngé L¹c	0;120;473	7	1418;6075;9000	10			120	1	1800
334	4	VÜnh Ngé L¹c	0;120;474	7	1418;6075;9000	10			120	1	1800
335	1	VÜnh Ngé L¹c	0;121;471	7	1418;6075;9000	10			120	1	480
335	2	VÜnh Ngé L¹c	0;121;472	7	1418;6075;9000	10			120	1	480
335	3	VÜnh Ngé L¹c	0;121;473	7	1418;6075;9000	10			120	1	480
335	4	VÜnh Ngé L¹c	0;121;474	7	1418;6075;9000	10			120	1	480
