LineId	Name	GroupID	AttrId	AttrLv	Rate	AttrWorth	ConflictGroupID		Më khãa:  ®Æc tr­ng=8:2		D:C:B=4:3:3
1485	§éc s¸t	75	13644	1;20	400	1000	421				
1486	Cæ s¸t	75	13645	1;20	400	1000	421				
1487	S¸t th­¬ng	75	13646	1;20	400	1000	421				
1488	Tû lÖ ngo¹i c«ng	75	13647	1;12	400	1000	422				
1489	Tû lÖ néi kÝch	75	13648	1;12	400	1000	422				
1490	Tû lÖ néi ngo¹i c«ng	75	13649	1;12	400	1000	422				
1491	Søc m¹nh	75	13650	1;10	240	1000	423				
1492	Néi c«ng 	75	13651	1;10	240	1000	423				
1493	G©n cèt	75	13652	1;10	240	1000	423				
1494	Th©n ph¸p	75	13653	1;10	240	1000	423				
1495	Linh ho¹t	75	13654	1;10	240	1000	423				
1496	Kh¸ng tÊt c¶	75	13655	1;10	700	1000	424				
1497	Tû lÖ sinh lùc	75	13656	1;10	800	1000	425				
1498	Gi¶m thä th­¬ng	75	13669	1;5	600	1000	426				
1499	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi ngo¹i	75	13670	1;15	1000	1000	427				
1500	NÐ tr¸nh	75	13657	1;15	700	1000	428				
1501	Phßng thñ b¹o kÝch	75	13658	1;10	700	1000	429				
1502	Gi¶m s¸t th­¬ng b¹o kÝch	75	13659	1;15	700	1000	430				
1503	Tû lÖ ngo¹i phßng	75	13660	1;4	200	1000	431				
1504	Tû lÖ néi phßng	75	13661	1;4	200	1000	431				
1505	Tû lÖ néi ngo¹i phßng	75	13662	1;2	200	1000	431				
1506	§iÓm hé gi¸p ngo¹i phßng	75	13663	1;20	200	1000	431				
1507	§iÓm hé gi¸p néi phßng	75	13664	1;20	200	1000	431				
1508	§iÓm hé gi¸p néi ngo¹i phßng	75	13665	1;10	200	1000	431				
1509	---------------------Trang bÞ Hµo HiÖp thuéc tÝnh ngÉu nhiªn (Vò khÝ)-------------------										
1510	§éc s¸t	76	13644	1;20	470	1000	432				
1511	Cæ s¸t	76	13645	1;20	460	1000	432				
1512	S¸t th­¬ng	76	13646	1;20	470	1000	432				
1513	Tû lÖ ngo¹i c«ng	76	13647	1;12	470	1000	433				
1514	Tû lÖ néi kÝch	76	13648	1;12	470	1000	433				
1515	Tû lÖ néi ngo¹i c«ng	76	13649	1;12	460	1000	433				
1516	Søc m¹nh	76	13650	1;10	280	1000	434				
1517	Néi c«ng 	76	13651	1;10	280	1000	434				
1518	G©n cèt	76	13652	1;10	280	1000	434				
1519	Th©n ph¸p	76	13653	1;10	280	1000	434				
1520	Linh ho¹t	76	13654	1;10	280	1000	434				
1521	Kh¸ng tÊt c¶	76	13655	1;10	1200	1000	435				
1522	B¹o kÝch	76	13671	1;15	1200	1000	436				
1523	B¹o th­¬ng	76	13672	1;15	1200	1000	437				
1524	Gi¶m tû lÖ ngo¹i phßng cña môc tiªu	76	13673	1;7	200	1000	438				
1525	Gi¶m tû lÖ néi phßng cña môc tiªu	76	13674	1;7	200	1000	438				
1526	Gi¶m tû lÖ néi ngo¹i phßng cña môc tiªu	76	13675	1;6	200	1000	438				
1527	Gi¶m ®iÓm sè ngo¹i phßng môc tiªu	76	13676	1;10	200	1000	438				
1528	Gi¶m ®iÓm sè néi phßng môc tiªu	76	13677	1;10	200	1000	438				
1529	Gi¶m ®iÓm sè néi ngo¹i phßng môc tiªu	76	13678	1;10	200	1000	438				
1530	ChÝnh x¸c	76	13679	1;20	1000	1000	439				
1531	---------------------Trang bÞ Hµo HiÖp thuéc tÝnh ngÉu nhiªn (NhÉn)-------------------										
1532	XuÊt chiªu	77	13680	1;5	600	1000	440				
1533	§éc s¸t	77	13681	1;10	400	1000	441				
1534	Cæ s¸t	77	13682	1;10	400	1000	441				
1535	S¸t th­¬ng	77	13683	1;20	400	1000	441				
1536	Tû lÖ ngo¹i c«ng	77	13684	1;4	400	1000	442				
1537	Tû lÖ néi kÝch	77	13685	1;4	400	1000	442				
1538	Tû lÖ néi ngo¹i c«ng	77	13686	1;2	400	1000	442				
1539	Søc m¹nh	77	13687	1;15	300	1000	443				
1540	Néi c«ng 	77	13688	1;15	300	1000	443				
1541	G©n cèt	77	13689	1;15	300	1000	443				
1542	Th©n ph¸p	77	13690	1;15	300	1000	443				
1543	Linh ho¹t	77	13691	1;15	300	1000	443				
1544	Kh¸ng tÊt c¶	77	13692	1;10	800	1000	444				
1545	B¹o kÝch	77	13693	1;10	600	1000	445				
1546	B¹o th­¬ng	77	13694	1;20	600	1000	446				
1547	Tû lÖ sinh lùc	77	13695	1;10	800	1000	447				
1548	§¼ng cÊp céng thªm sinh lùc	77	13696	1;20	500	1000	448				
1549	ChuyÓn sinh céng thªm sinh lùc	77	13697	1;15	500	1000	448				
1550	NÐ tr¸nh	77	13698	1;20	1200	1000	449				
1551	MËt tÞch céng thªm t¨ng	77	13699	1;5	100	1000	450				
1552	§iÓm thÓ lùc	77	13700	1;10	200	1000	450				
1553	Tèc ®é di chuyÓn 	77	13701	1;4	200	1000	450				
1554	ChÝnh thøc-Trang bÞ Hµo HiÖp-§Çu-Thuéc tÝnh cè ®Þnh------------------										
1555	XuÊt chiªu	78	13720	5	1500	1000	451				
1556	XuÊt chiªu	78	13720	7	3500	1000	451				
1557	XuÊt chiªu	78	13720	9	4000	1000	451				
1558	XuÊt chiªu	78	13720	11	1000	1000	451				
1559	§iÓm sinh lùc	79	13721	7	3000	1000	452				
1560	§iÓm sinh lùc	79	13721	10	4500	1000	452				
1561	§iÓm sinh lùc	79	13721	13	2000	1000	452				
1562	§iÓm sinh lùc	79	13721	15	500	1000	452				
1563	Gi¶m s¸t th­¬ng b¹o kÝch	80	13722	1	2500	1000	453				
1564	Gi¶m s¸t th­¬ng b¹o kÝch	80	13722	2	4000	1000	453				
1565	Gi¶m s¸t th­¬ng b¹o kÝch	80	13722	3	2500	1000	453				
1566	Gi¶m s¸t th­¬ng b¹o kÝch	80	13722	4	1000	1000	453				
1567	ChÝnh thøc-Trang bÞ Hµo HiÖp-¸o-Thuéc tÝnh cè ®Þnh---------------------										
1568	Kh¸ng tÊt c¶	81	13723	16	1500	1000	454				
1569	Kh¸ng tÊt c¶	81	13723	20	3500	1000	454				
1570	Kh¸ng tÊt c¶	81	13723	22	4000	1000	454				
1571	Kh¸ng tÊt c¶	81	13723	26	1000	1000	454				
1572	§iÓm sinh lùc	82	13721	7	3000	1000	455				
1573	§iÓm sinh lùc	82	13721	10	4500	1000	455				
1574	§iÓm sinh lùc	82	13721	13	2000	1000	455				
1575	§iÓm sinh lùc	82	13721	15	500	1000	455				
1576	Gi¶m s¸t th­¬ng b¹o kÝch	83	13722	1	2500	1000	456				
1577	Gi¶m s¸t th­¬ng b¹o kÝch	83	13722	2	4000	1000	456				
1578	Gi¶m s¸t th­¬ng b¹o kÝch	83	13722	3	2500	1000	456				
1579	Gi¶m s¸t th­¬ng b¹o kÝch	83	13722	4	1000	1000	456				
1580	ChÝnh thøc-Trang bÞ Hµo HiÖp-QuÇn-Thuéc tÝnh cè ®Þnh---------------------										
1581	Gi¶m thä th­¬ng	84	13724	1	1500	1000	457				
1582	Gi¶m thä th­¬ng	84	13724	2	3500	1000	457				
1583	Gi¶m thä th­¬ng	84	13724	3	4000	1000	457				
1584	Gi¶m thä th­¬ng	84	13724	4	1000	1000	457				
1585	§iÓm sinh lùc	85	13721	7	3000	1000	458				
1586	§iÓm sinh lùc	85	13721	10	4500	1000	458				
1587	§iÓm sinh lùc	85	13721	13	2000	1000	458				
1588	§iÓm sinh lùc	85	13721	15	500	1000	458				
1589	Gi¶m s¸t th­¬ng b¹o kÝch	86	13722	1	2500	1000	459				
1590	Gi¶m s¸t th­¬ng b¹o kÝch	86	13722	2	4000	1000	459				
1591	Gi¶m s¸t th­¬ng b¹o kÝch	86	13722	3	2500	1000	459				
1592	Gi¶m s¸t th­¬ng b¹o kÝch	86	13722	4	1000	1000	459				
1593	ChÝnh thøc-Trang bÞ Hµo HiÖp-Vò khÝ-Thuéc tÝnh cè ®Þnh (S¸t th­¬ng)---------------------										
1594	Th©n ph¸p	87	13725	2	1000	1000	460				
1595	Th©n ph¸p	87	13725	3	2500	1000	460				
1596	Th©n ph¸p	87	13725	4	1000	1000	460				
1597	Th©n ph¸p	87	13725	5	500	1000	460				
1598	Linh ho¹t	87	13726	2	1000	1000	460				
1599	Linh ho¹t	87	13726	3	2500	1000	460				
1600	Linh ho¹t	87	13726	4	1000	1000	460				
1601	Linh ho¹t	87	13726	5	500	1000	460				
1602	S¸t th­¬ng	88	13727	10	2000	1000	461				
1603	S¸t th­¬ng	88	13727	14	4000	1000	461				
1604	S¸t th­¬ng	88	13727	18	3500	1000	461				
1605	S¸t th­¬ng	88	13727	22	500	1000	461				
1606	S¸t th­¬ng gia t¨ng 	89	13728	4	2500	1000	462				
1607	S¸t th­¬ng gia t¨ng 	89	13728	6	4000	1000	462				
1608	S¸t th­¬ng gia t¨ng 	89	13728	8	2500	1000	462				
1609	S¸t th­¬ng gia t¨ng 	89	13728	10	1000	1000	462				
1610	ChÝnh thøc-Trang bÞ Hµo HiÖp-Vò khÝ-Thuéc tÝnh cè ®Þnh (CÇm chuyªn dïng)---------------------										
1611	Th©n ph¸p	90	13725	2	1000	1000	463				
1612	Th©n ph¸p	90	13725	3	2500	1000	463				
1613	Th©n ph¸p	90	13725	4	1000	1000	463				
1614	Th©n ph¸p	90	13725	5	500	1000	463				
1615	Linh ho¹t	90	13726	2	1000	1000	463				
1616	Linh ho¹t	90	13726	3	2500	1000	463				
1617	Linh ho¹t	90	13726	4	1000	1000	463				
1618	Linh ho¹t	90	13726	5	500	1000	463				
1619	Néi kÝch %	91	13730	10	2000	1000	464				
1620	Néi kÝch %	91	13730	12	4000	1000	464				
1621	Néi kÝch %	91	13730	14	3500	1000	464				
1622	Néi kÝch %	91	13730	16	500	1000	464				
1623	S¸t th­¬ng gia t¨ng 	92	13728	4	2500	1000	465				
1624	S¸t th­¬ng gia t¨ng 	92	13728	6	4000	1000	465				
1625	S¸t th­¬ng gia t¨ng 	92	13728	8	2500	1000	465				
1626	S¸t th­¬ng gia t¨ng 	92	13728	10	1000	1000	465				
1627	ChÝnh thøc-Trang bÞ Hµo HiÖp-Vò khÝ-Thuéc tÝnh cè ®Þnh (Néi kÝch)---------------------										
1628	Néi c«ng 	93	13736	2	1500	1000	466				
1629	Néi c«ng 	93	13736	3	5500	1000	466				
1630	Néi c«ng 	93	13736	4	2500	1000	466				
1631	Néi c«ng 	93	13736	5	500	1000	466				
1632	Néi kÝch %	94	13730	10	2000	1000	467				
1633	Néi kÝch %	94	13730	12	4000	1000	467				
1634	Néi kÝch %	94	13730	14	3500	1000	467				
1635	Néi kÝch %	94	13730	16	500	1000	467				
1636	S¸t th­¬ng gia t¨ng 	95	13728	4	2500	1000	468				
1637	S¸t th­¬ng gia t¨ng 	95	13728	6	4000	1000	468				
1638	S¸t th­¬ng gia t¨ng 	95	13728	8	2500	1000	468				
1639	S¸t th­¬ng gia t¨ng 	95	13728	10	1000	1000	468				
1640	ChÝnh thøc-Trang bÞ Hµo HiÖp-Vò khÝ-Thuéc tÝnh cè ®Þnh (Ngo¹i c«ng)---------------------										
1641	Søc m¹nh	96	13731	2	1500	1000	469				
1642	Søc m¹nh	96	13731	3	5500	1000	469				
1643	Søc m¹nh	96	13731	4	2500	1000	469				
1644	Søc m¹nh	96	13731	5	500	1000	469				
1645	Ngo¹i c«ng	97	13732	10	2000	1000	470				
1646	Ngo¹i c«ng	97	13732	12	4000	1000	470				
1647	Ngo¹i c«ng	97	13732	14	3500	1000	470				
1648	Ngo¹i c«ng	97	13732	16	500	1000	470				
1649	S¸t th­¬ng gia t¨ng 	98	13728	4	2500	1000	471				
1650	S¸t th­¬ng gia t¨ng 	98	13728	6	4000	1000	471				
1651	S¸t th­¬ng gia t¨ng 	98	13728	8	2500	1000	471				
1652	S¸t th­¬ng gia t¨ng 	98	13728	10	1000	1000	471				
1653	ChÝnh thøc-Trang bÞ Hµo HiÖp-NhÉn-Thuéc tÝnh cè ®Þnh (Néi kÝch)---------------------										
1654	§iÓm sinh lùc	99	13721	3	3000	1000	472				
1655	§iÓm sinh lùc	99	13721	5	4500	1000	472				
1656	§iÓm sinh lùc	99	13721	7	2000	1000	472				
1657	§iÓm sinh lùc	99	13721	9	500	1000	472				
1658	S¸t th­¬ng gia t¨ng 	100	13728	5	2500	1000	473				
1659	S¸t th­¬ng gia t¨ng 	100	13728	7	4000	1000	473				
1660	S¸t th­¬ng gia t¨ng 	100	13728	9	2500	1000	473				
1661	S¸t th­¬ng gia t¨ng 	100	13728	11	1000	1000	473				
1662	ChÝnh thøc-Trang bÞ Hµo HiÖp-§Çu-Thuéc tÝnh ngÉu nhiªn (TÊn c«ng)---------------------										
1663	§éc s¸t	101	13733	13	300	1000	474				
1664	§éc s¸t	101	13733	16	400	1000	474				
1665	§éc s¸t	101	13733	19	200	1000	474				
1666	Cæ s¸t	101	13734	21	300	1000	474				
1667	Cæ s¸t	101	13734	31	400	1000	474				
1668	Cæ s¸t	101	13734	41	200	1000	474				
1669	S¸t th­¬ng	101	13727	6	300	1000	474				
1670	S¸t th­¬ng	101	13727	11	400	1000	474				
1671	S¸t th­¬ng	101	13727	16	200	1000	474				
1672	Ngo¹i c«ng %	101	13732	6	300	1000	475				
1673	Ngo¹i c«ng %	101	13732	8	300	1000	475				
1674	Ngo¹i c«ng %	101	13732	11	200	1000	475				
1675	Néi kÝch %	101	13730	6	300	1000	475				
1676	Néi kÝch %	101	13730	8	300	1000	475				
1677	Néi kÝch %	101	13730	11	200	1000	475				
1678	Néi c«ng %	101	13735	1	200	1000	475				
1679	Néi c«ng %	101	13735	4	300	1000	475				
1680	Néi c«ng %	101	13735	6	200	1000	475				
1681	Søc m¹nh	101	13731	3	1000	1000	476				
1682	Néi c«ng 	101	13736	3	1000	1000	476				
1683	G©n cèt	101	13737	3	1000	1000	476				
1684	Th©n ph¸p	101	13725	3	1000	1000	476				
1685	Linh ho¹t	101	13726	3	1000	1000	476				
1686	ChÝnh thøc-Trang bÞ Hµo HiÖp-§Çu-Thuéc tÝnh ngÉu nhiªn (Phßng thñ)---------------------										
1687	Sinh mÖnh %	102	13739	1	300	1000	477				
1688	Sinh mÖnh %	102	13739	2	500	1000	477				
1689	Sinh mÖnh %	102	13739	3	200	1000	477				
1690	Ngo¹i phßng %	102	13740	1	200	1000	478				
1691	Ngo¹i phßng %	102	13740	2	200	1000	478				
1692	Ngo¹i phßng %	102	13740	3	100	1000	478				
1693	Néi phßng %	102	13741	1	200	1000	478				
1694	Néi phßng %	102	13741	2	200	1000	478				
1695	Néi phßng %	102	13741	3	100	1000	478				
1696	Néi ngo¹i phßng %	102	13742	1	200	1000	478				
1697	Néi ngo¹i phßng %	102	13742	2	200	1000	478				
1698	Néi ngo¹i phßng %	102	13742	3	100	1000	478				
1699	§iÓm hé gi¸p ngo¹i phßng	102	13743	1	400	1000	478				
1700	§iÓm hé gi¸p néi phßng	102	13744	1	400	1000	478				
1701	§iÓm hé gi¸p néi ngo¹i phßng	102	13745	1	400	1000	478				
1702	§iÓm sè triÖt tiªu s¸t th­¬ng ngo¹i c«ng	102	13746	1	500	1000	479				
1703	§iÓm sè triÖt tiªu s¸t th­¬ng néi c«ng	102	13747	1	500	1000	479				
1704	§iÓm sè triÖt tiªu s¸t th­¬ng néi ngo¹i c«ng	102	13748	1	500	1000	479				
1705	§iÓm sè ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng	102	13749	1	400	1000	480				
1706	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi	102	13750	1	400	1000	480				
1707	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi ngo¹i	102	13751	1	400	1000	480				
1708	Ph¶n ®ßn s¸t th­¬ng ®éc	102	13752	1	400	1000	481				
1709	§éc s¸t gi¶m	102	13753	1	400	1000	482				
1710	Kh¸ng ®éc	102	13754	1	400	1000	483				
1711	Tû lÖ gi¶m thêi gian ®éc	102	13471	1	400	1000	484				
1712	T¨ng nÐ tr¸nh	102	13765	1	1000	1000	485				
1713	ChÝnh x¸c	102	13775	1	1000	1000	486				
1714	ChÝnh thøc-Trang bÞ Hµo HiÖp-§Çu-Thuéc tÝnh ngÉu nhiªn (Kh¸c)---------------------										
1715	NÐ tr¸nh tÊt c¶ tr¹ng th¸i phô	103	13756	1	300	1000	487				
1716	"Khi bÞ tÊn c«ng, cã tû lÖ t¨ng nÐ tr¸nh 10 gi©y"	103	13757	1	600	1000	488				
1717	"Khi bÞ tÊn c«ng, cã tû lÖ t¨ng tèc ®é di chuyÓn 10 gi©y "	103	13758	1	600	1000	489				
1718	§iÓm sinh lùc	103	13721	7	800	1000	490				
1719	§iÓm sinh lùc	103	13721	11	800	1000	490				
1720	§iÓm sinh lùc	103	13721	15	800	1000	490				
1721	T¨ng nÐ tr¸nh	103	13765	1	600	1000	491				
1722	Phßng thñ b¹o kÝch	103	13729	1	500	1000	492				
1723	ChÝnh thøc-Trang bÞ Hµo HiÖp-¸o-Thuéc tÝnh ngÉu nhiªn (C¬ b¶n)---------------------										
1724	§éc s¸t	104	13733	13	300	1000	493				
1725	§éc s¸t	104	13733	16	400	1000	493				
1726	§éc s¸t	104	13733	19	200	1000	493				
1727	Cæ s¸t	104	13734	21	300	1000	493				
1728	Cæ s¸t	104	13734	31	400	1000	493				
1729	Cæ s¸t	104	13734	41	200	1000	493				
1730	S¸t th­¬ng	104	13727	6	300	1000	493				
1731	S¸t th­¬ng	104	13727	11	400	1000	493				
1732	S¸t th­¬ng	104	13727	16	200	1000	493				
1733	Ngo¹i c«ng %	104	13732	6	300	1000	494				
1734	Ngo¹i c«ng %	104	13732	8	300	1000	494				
1735	Ngo¹i c«ng %	104	13732	11	150	1000	494				
1736	Ngo¹i c«ng %	104	13732	16	50	1000	494				
1737	Néi kÝch %	104	13730	6	300	1000	494				
1738	Néi kÝch %	104	13730	8	300	1000	494				
1739	Néi kÝch %	104	13730	11	150	1000	494				
1740	Néi kÝch %	104	13730	16	50	1000	494				
1741	Néi c«ng %	104	13735	1	200	1000	494				
1742	Néi c«ng %	104	13735	4	300	1000	494				
1743	Néi c«ng %	104	13735	6	200	1000	494				
1744	Søc m¹nh	104	13731	3	1000	1000	495				
1745	Néi c«ng 	104	13736	3	1000	1000	495				
1746	G©n cèt	104	13737	3	1000	1000	495				
1747	Th©n ph¸p	104	13725	3	1000	1000	495				
1748	Linh ho¹t	104	13726	3	1000	1000	495				
1749	ChÝnh thøc-Trang bÞ Hµo HiÖp-¸o-Thuéc tÝnh ngÉu nhiªn (Phßng thñ)---------------------										
1750	Sinh mÖnh %	105	13739	1	300	1000	496				
1751	Sinh mÖnh %	105	13739	2	500	1000	496				
1752	Sinh mÖnh %	105	13739	3	200	1000	496				
1753	Ngo¹i phßng %	105	13740	1	200	1000	497				
1754	Ngo¹i phßng %	105	13740	2	200	1000	497				
1755	Ngo¹i phßng %	105	13740	3	100	1000	497				
1756	Néi phßng %	105	13741	1	200	1000	497				
1757	Néi phßng %	105	13741	2	200	1000	497				
1758	Néi phßng %	105	13741	3	100	1000	497				
1759	Néi ngo¹i phßng %	105	13742	1	200	1000	497				
1760	Néi ngo¹i phßng %	105	13742	2	200	1000	497				
1761	Néi ngo¹i phßng %	105	13742	3	100	1000	497				
1762	§iÓm hé gi¸p ngo¹i phßng	105	13743	1	400	1000	497				
1763	§iÓm hé gi¸p néi phßng	105	13744	1	400	1000	497				
1764	§iÓm hé gi¸p néi ngo¹i phßng	105	13745	1	400	1000	497				
1765	§iÓm sè triÖt tiªu s¸t th­¬ng ngo¹i c«ng	105	13746	1	500	1000	498				
1766	§iÓm sè triÖt tiªu s¸t th­¬ng néi c«ng	105	13747	1	500	1000	498				
1767	§iÓm sè triÖt tiªu s¸t th­¬ng néi ngo¹i c«ng	105	13748	1	500	1000	498				
1768	§iÓm sè ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng	105	13749	1	400	1000	499				
1769	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi	105	13750	1	400	1000	499				
1770	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi ngo¹i	105	13751	1	400	1000	499				
1771	Ph¶n ®ßn s¸t th­¬ng ®éc	105	13752	1	400	1000	500				
1772	§éc s¸t gi¶m	105	13753	1	400	1000	501				
1773	Kh¸ng ®éc	105	13754	1	400	1000	502				
1774	Tû lÖ gi¶m thêi gian ®éc	105	13471	1	400	1000	503				
1775	T¨ng nÐ tr¸nh	105	13765	1	1000	1000	504				
1776	ChÝnh x¸c	105	13775	1	1000	1000	505				
1777	ChÝnh thøc-Trang bÞ Hµo HiÖp-¸o-Thuéc tÝnh ngÉu nhiªn (Kh¸c)---------------------										
1778	NÐ tr¸nh tÊt c¶ tr¹ng th¸i phô	106	13756	1	300	1000	506				
1779	"Khi bÞ tÊn c«ng, cã tû lÖ t¨ng nÐ tr¸nh 10 gi©y"	106	13757	1	600	1000	507				
1780	"Khi bÞ tÊn c«ng, cã tû lÖ t¨ng tèc ®é di chuyÓn 10 gi©y "	106	13758	1	600	1000	508				
1781	§iÓm sinh lùc	106	13721	7	800	1000	509				
1782	§iÓm sinh lùc	106	13721	11	800	1000	509				
1783	§iÓm sinh lùc	106	13721	15	800	1000	509				
1784	T¨ng nÐ tr¸nh	106	13765	1	600	1000	510				
1785	Phßng thñ b¹o kÝch	106	13729	1	500	1000	511				
1786	ChÝnh thøc-Trang bÞ Hµo HiÖp-QuÇn-Thuéc tÝnh ngÉu nhiªn (TÊn c«ng)---------------------										
1787	§éc s¸t	107	13733	13	300	1000	512				
1788	§éc s¸t	107	13733	16	400	1000	512				
1789	§éc s¸t	107	13733	19	200	1000	512				
1790	Cæ s¸t	107	13734	21	300	1000	512				
1791	Cæ s¸t	107	13734	31	400	1000	512				
1792	Cæ s¸t	107	13734	41	200	1000	512				
1793	S¸t th­¬ng	107	13727	6	300	1000	512				
1794	S¸t th­¬ng	107	13727	11	400	1000	512				
1795	S¸t th­¬ng	107	13727	16	200	1000	512				
1796	Ngo¹i c«ng %	107	13732	6	300	1000	513				
1797	Ngo¹i c«ng %	107	13732	8	300	1000	513				
1798	Ngo¹i c«ng %	107	13732	11	150	1000	513				
1799	Ngo¹i c«ng %	107	13732	16	50	1000	513				
1800	Néi kÝch %	107	13730	6	300	1000	513				
1801	Néi kÝch %	107	13730	8	300	1000	513				
1802	Néi kÝch %	107	13730	11	150	1000	513				
1803	Néi kÝch %	107	13730	16	50	1000	513				
1804	Néi c«ng %	107	13735	1	200	1000	513				
1805	Néi c«ng %	107	13735	4	300	1000	513				
1806	Néi c«ng %	107	13735	6	200	1000	513				
1807	Søc m¹nh	107	13731	3	1000	1000	514				
1808	Néi c«ng 	107	13736	3	1000	1000	514				
1809	G©n cèt	107	13737	3	1000	1000	514				
1810	Th©n ph¸p	107	13725	3	1000	1000	514				
1811	Linh ho¹t	107	13726	3	1000	1000	514				
1812	ChÝnh thøc-Trang bÞ Hµo HiÖp-QuÇn-Thuéc tÝnh ngÉu nhiªn (Phßng thñ)---------------------										
1813	Sinh mÖnh %	108	13739	1	300	1000	515				
1814	Sinh mÖnh %	108	13739	2	500	1000	515				
1815	Sinh mÖnh %	108	13739	3	200	1000	515				
1816	Ngo¹i phßng %	108	13740	1	200	1000	516				
1817	Ngo¹i phßng %	108	13740	2	200	1000	516				
1818	Ngo¹i phßng %	108	13740	3	100	1000	516				
1819	Néi phßng %	108	13741	1	200	1000	516				
1820	Néi phßng %	108	13741	2	200	1000	516				
1821	Néi phßng %	108	13741	3	100	1000	516				
1822	Néi ngo¹i phßng %	108	13742	1	200	1000	516				
1823	Néi ngo¹i phßng %	108	13742	2	200	1000	516				
1824	Néi ngo¹i phßng %	108	13742	3	100	1000	516				
1825	§iÓm hé gi¸p ngo¹i phßng	108	13743	1	400	1000	516				
1826	§iÓm hé gi¸p néi phßng	108	13744	1	400	1000	516				
1827	§iÓm hé gi¸p néi ngo¹i phßng	108	13745	1	400	1000	516				
1828	§iÓm sè triÖt tiªu s¸t th­¬ng ngo¹i c«ng	108	13746	1	500	1000	517				
1829	§iÓm sè triÖt tiªu s¸t th­¬ng néi c«ng	108	13747	1	500	1000	517				
1830	§iÓm sè triÖt tiªu s¸t th­¬ng néi ngo¹i c«ng	108	13748	1	500	1000	517				
1831	§iÓm sè ph¶n ®ßn s¸t th­¬ng ngo¹i c«ng	108	13749	1	400	1000	518				
1832	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi	108	13750	1	400	1000	518				
1833	§iÓm sè ph¶n ®ßn s¸t th­¬ng néi ngo¹i	108	13751	1	400	1000	518				
1834	Ph¶n ®ßn s¸t th­¬ng ®éc	108	13752	1	400	1000	519				
1835	§éc s¸t gi¶m	108	13753	1	400	1000	520				
1836	Kh¸ng ®éc	108	13754	1	400	1000	521				
1837	Tû lÖ gi¶m thêi gian ®éc	108	13471	1	400	1000	522				
1838	T¨ng nÐ tr¸nh	108	13765	1	1000	1000	523				
1839	ChÝnh x¸c	108	13775	1	1000	1000	524				
1840	ChÝnh thøc-Trang bÞ Hµo HiÖp-QuÇn-Thuéc tÝnh ngÉu nhiªn (Kh¸c)----------------------										
1841	NÐ tr¸nh tÊt c¶ tr¹ng th¸i phô	109	13756	1	300	1000	525				
1842	"Khi bÞ tÊn c«ng, cã tû lÖ t¨ng nÐ tr¸nh 10 gi©y"	109	13757	1	600	1000	526				
1843	"Khi bÞ tÊn c«ng, cã tû lÖ t¨ng tèc ®é di chuyÓn 10 gi©y "	109	13758	1	600	1000	527				
1844	§iÓm sinh lùc	109	13721	7	800	1000	528				
1845	§iÓm sinh lùc	109	13721	11	800	1000	528				
1846	§iÓm sinh lùc	109	13721	15	800	1000	528				
1847	T¨ng nÐ tr¸nh	109	13765	1	600	1000	529				
1848	Phßng thñ b¹o kÝch	109	13729	1	500	1000	530				
1849	ChÝnh thøc-Trang bÞ Hµo HiÖp-Vò khÝ-Thuéc tÝnh ngÉu nhiªn (TÊn c«ng)---------------------										
1850	S¸t th­¬ng	110	13727	14	600	1000	531				
1851	S¸t th­¬ng	110	13727	20	700	1000	531				
1852	S¸t th­¬ng	110	13727	26	300	1000	531				
1853	§éc s¸t	110	13733	17	600	1000	531				
1854	§éc s¸t	110	13733	21	700	1000	531				
1855	§éc s¸t	110	13733	25	400	1000	531				
1856	Cæ s¸t	110	13734	41	600	1000	531				
1857	Cæ s¸t	110	13734	51	700	1000	531				
1858	Cæ s¸t	110	13734	61	400	1000	531				
1859	Ngo¹i c«ng %	110	13732	6	600	1000	532				
1860	Ngo¹i c«ng %	110	13732	8	700	1000	532				
1861	Ngo¹i c«ng %	110	13732	11	400	1000	532				
1862	Néi kÝch %	110	13730	6	600	1000	532				
1863	Néi kÝch %	110	13730	8	700	1000	532				
1864	Néi kÝch %	110	13730	11	400	1000	532				
1865	Néi ngo¹i c«ng %	110	13735	1	600	1000	532				
1866	Néi ngo¹i c«ng %	110	13735	2	700	1000	532				
1867	Néi ngo¹i c«ng %	110	13735	4	300	1000	532				
1868	ChÝnh thøc-Trang bÞ Hµo HiÖp-Vò khÝ-Thuéc tÝnh ngÉu nhiªn (Phßng thñ)---------------------										
1869	Søc m¹nh	111	13731	1	1500	1000	533				
1870	Néi c«ng 	111	13736	1	1500	1000	533				
1871	G©n cèt	111	13737	1	1500	1000	533				
1872	Th©n ph¸p	111	13725	1	1500	1000	533				
1873	Linh ho¹t	111	13726	1	1500	1000	533				
1874	§¸nh m¹nh 	111	13755	3	1000	1000	534				
1875	§¸nh m¹nh 	111	13755	4	1000	1000	534				
1876	§¸nh m¹nh 	111	13755	5	500	1000	534				
