LineId	Name	GroupID	AttrId	AttrLv	Rate	AttrWorth	ConflictGroupID		Mở khóa:  đặc trưng=8:2		D:C:B=4:3:3
1468	Gân cốt	74	13652	1;10	240	1000	413				
1469	Thân pháp	74	13653	1;10	240	1000	413				
1470	Linh hoạt	74	13654	1;10	240	1000	413				
1471	Kháng tất cả	74	13655	1;10	700	1000	414				
1472	Tỷ lệ sinh lực	74	13656	1;10	800	1000	415				
1473	Đẳng cấp cộng thêm sinh lực	74	13667	1;20	800	1000	416				
1474	Chuyển sinh cộng thêm sinh lực	74	13668	1;10	800	1000	416				
1475	Né tránh	74	13657	1;15	700	1000	417				
1476	Phòng thủ bạo kích	74	13658	1;10	700	1000	418				
1477	Giảm sát thương bạo kích	74	13659	1;15	700	1000	419				
1478	Tỷ lệ ngoại phòng	74	13660	1;4	200	1000	420				
1479	Tỷ lệ nội phòng	74	13661	1;4	200	1000	420				
1480	Tỷ lệ nội ngoại phòng	74	13662	1;2	200	1000	420				
1481	Điểm hộ giáp ngoại phòng	74	13663	1;20	200	1000	420				
1482	Điểm hộ giáp nội ngoại phòng	74	13664	1;20	200	1000	420				
1483	Điểm hộ giáp nội ngoại phòng	74	13665	1;10	200	1000	420				
1484	---------------------Trang bị Hào Hiệp thuộc tính ngẫu nhiên (Quần)-------------------										
1485	Độc sát	75	13644	1;20	400	1000	421				
1486	Cổ sát	75	13645	1;20	400	1000	421				
1487	Sát thương	75	13646	1;20	400	1000	421				
1488	Tỷ lệ ngoại công	75	13647	1;12	400	1000	422				
1489	Tỷ lệ nội kích	75	13648	1;12	400	1000	422				
1490	Tỷ lệ nội ngoại công	75	13649	1;12	400	1000	422				
1491	Sức mạnh	75	13650	1;10	240	1000	423				
1492	Nội công 	75	13651	1;10	240	1000	423				
1493	Gân cốt	75	13652	1;10	240	1000	423				
1494	Thân pháp	75	13653	1;10	240	1000	423				
1495	Linh hoạt	75	13654	1;10	240	1000	423				
1496	Kháng tất cả	75	13655	1;10	700	1000	424				
1497	Tỷ lệ sinh lực	75	13656	1;10	800	1000	425				
1498	Giảm thọ thương	75	13669	1;5	600	1000	426				
1499	Điểm số phản đòn sát thương nội ngoại	75	13670	1;15	1000	1000	427				
1500	Né tránh	75	13657	1;15	700	1000	428				
1501	Phòng thủ bạo kích	75	13658	1;10	700	1000	429				
1502	Giảm sát thương bạo kích	75	13659	1;15	700	1000	430				
1503	Tỷ lệ ngoại phòng	75	13660	1;4	200	1000	431				
1504	Tỷ lệ nội phòng	75	13661	1;4	200	1000	431				
1505	Tỷ lệ nội ngoại phòng	75	13662	1;2	200	1000	431				
1506	Điểm hộ giáp ngoại phòng	75	13663	1;20	200	1000	431				
1507	Điểm hộ giáp nội phòng	75	13664	1;20	200	1000	431				
1508	Điểm hộ giáp nội ngoại phòng	75	13665	1;10	200	1000	431				
1509	---------------------Trang bị Hào Hiệp thuộc tính ngẫu nhiên (Vũ khí)-------------------										
1510	Độc sát	76	13644	1;20	470	1000	432				
1511	Cổ sát	76	13645	1;20	460	1000	432				
1512	Sát thương	76	13646	1;20	470	1000	432				
1513	Tỷ lệ ngoại công	76	13647	1;12	470	1000	433				
1514	Tỷ lệ nội kích	76	13648	1;12	470	1000	433				
1515	Tỷ lệ nội ngoại công	76	13649	1;12	460	1000	433				
1516	Sức mạnh	76	13650	1;10	280	1000	434				
1517	Nội công 	76	13651	1;10	280	1000	434				
1518	Gân cốt	76	13652	1;10	280	1000	434				
1519	Thân pháp	76	13653	1;10	280	1000	434				
1520	Linh hoạt	76	13654	1;10	280	1000	434				
1521	Kháng tất cả	76	13655	1;10	1200	1000	435				
1522	Bạo kích	76	13671	1;15	1200	1000	436				
1523	Bạo thương	76	13672	1;15	1200	1000	437				
1524	Giảm tỷ lệ ngoại phòng của mục tiêu	76	13673	1;7	200	1000	438				
1525	Giảm tỷ lệ nội phòng của mục tiêu	76	13674	1;7	200	1000	438				
1526	Giảm tỷ lệ nội ngoại phòng của mục tiêu	76	13675	1;6	200	1000	438				
1527	Giảm điểm số ngoại phòng mục tiêu	76	13676	1;10	200	1000	438				
1528	Giảm điểm số nội phòng mục tiêu	76	13677	1;10	200	1000	438				
1529	Giảm điểm số nội ngoại phòng mục tiêu	76	13678	1;10	200	1000	438				
1530	Chính xác	76	13679	1;20	1000	1000	439				
1531	---------------------Trang bị Hào Hiệp thuộc tính ngẫu nhiên (Nhẫn)-------------------										
1532	Xuất chiêu	77	13680	1;5	600	1000	440				
1533	Độc sát	77	13681	1;10	400	1000	441				
1534	Cổ sát	77	13682	1;10	400	1000	441				
1535	Sát thương	77	13683	1;20	400	1000	441				
1536	Tỷ lệ ngoại công	77	13684	1;4	400	1000	442				
1537	Tỷ lệ nội kích	77	13685	1;4	400	1000	442				
1538	Tỷ lệ nội ngoại công	77	13686	1;2	400	1000	442				
1539	Sức mạnh	77	13687	1;15	300	1000	443				
1540	Nội công 	77	13688	1;15	300	1000	443				
1541	Gân cốt	77	13689	1;15	300	1000	443				
1542	Thân pháp	77	13690	1;15	300	1000	443				
1543	Linh hoạt	77	13691	1;15	300	1000	443				
1544	Kháng tất cả	77	13692	1;10	800	1000	444				
1545	Bạo kích	77	13693	1;10	600	1000	445				
1546	Bạo thương	77	13694	1;20	600	1000	446				
1547	Tỷ lệ sinh lực	77	13695	1;10	800	1000	447				
1548	Đẳng cấp cộng thêm sinh lực	77	13696	1;20	500	1000	448				
1549	Chuyển sinh cộng thêm sinh lực	77	13697	1;15	500	1000	448				
1550	Né tránh	77	13698	1;20	1200	1000	449				
1551	Mật tịch cộng thêm tăng	77	13699	1;5	100	1000	450				
1552	Điểm thể lực	77	13700	1;10	200	1000	450				
1553	Tốc độ di chuyển 	77	13701	1;4	200	1000	450				
1554	Chính thức-Trang bị Hào Hiệp-Đầu-Thuộc tính cố định------------------										
1555	Xuất chiêu	78	13720	5	1500	1000	451				
1556	Xuất chiêu	78	13720	7	3500	1000	451				
1557	Xuất chiêu	78	13720	9	4000	1000	451				
1558	Xuất chiêu	78	13720	11	1000	1000	451				
1559	Điểm sinh lực	79	13721	7	3000	1000	452				
1560	Điểm sinh lực	79	13721	10	4500	1000	452				
1561	Điểm sinh lực	79	13721	13	2000	1000	452				
1562	Điểm sinh lực	79	13721	15	500	1000	452				
1563	Giảm sát thương bạo kích	80	13722	1	2500	1000	453				
1564	Giảm sát thương bạo kích	80	13722	2	4000	1000	453				
1565	Giảm sát thương bạo kích	80	13722	3	2500	1000	453				
1566	Giảm sát thương bạo kích	80	13722	4	1000	1000	453				
1567	Chính thức-Trang bị Hào Hiệp-áo-Thuộc tính cố định---------------------										
1568	Kháng tất cả	81	13723	16	1500	1000	454				
1569	Kháng tất cả	81	13723	20	3500	1000	454				
1570	Kháng tất cả	81	13723	22	4000	1000	454				
1571	Kháng tất cả	81	13723	26	1000	1000	454				
1572	Điểm sinh lực	82	13721	7	3000	1000	455				
1573	Điểm sinh lực	82	13721	10	4500	1000	455				
1574	Điểm sinh lực	82	13721	13	2000	1000	455				
1575	Điểm sinh lực	82	13721	15	500	1000	455				
1576	Giảm sát thương bạo kích	83	13722	1	2500	1000	456				
1577	Giảm sát thương bạo kích	83	13722	2	4000	1000	456				
1578	Giảm sát thương bạo kích	83	13722	3	2500	1000	456				
1579	Giảm sát thương bạo kích	83	13722	4	1000	1000	456				
1580	Chính thức-Trang bị Hào Hiệp-Quần-Thuộc tính cố định---------------------										
1581	Giảm thọ thương	84	13724	1	1500	1000	457				
1582	Giảm thọ thương	84	13724	2	3500	1000	457				
1583	Giảm thọ thương	84	13724	3	4000	1000	457				
1584	Giảm thọ thương	84	13724	4	1000	1000	457				
1585	Điểm sinh lực	85	13721	7	3000	1000	458				
1586	Điểm sinh lực	85	13721	10	4500	1000	458				
1587	Điểm sinh lực	85	13721	13	2000	1000	458				
1588	Điểm sinh lực	85	13721	15	500	1000	458				
1589	Giảm sát thương bạo kích	86	13722	1	2500	1000	459				
1590	Giảm sát thương bạo kích	86	13722	2	4000	1000	459				
1591	Giảm sát thương bạo kích	86	13722	3	2500	1000	459				
1592	Giảm sát thương bạo kích	86	13722	4	1000	1000	459				
1593	Chính thức-Trang bị Hào Hiệp-Vũ khí-Thuộc tính cố định (Sát thương)---------------------										
1594	Thân pháp	87	13725	2	1000	1000	460				
1595	Thân pháp	87	13725	3	2500	1000	460				
1596	Thân pháp	87	13725	4	1000	1000	460				
1597	Thân pháp	87	13725	5	500	1000	460				
1598	Linh hoạt	87	13726	2	1000	1000	460				
1599	Linh hoạt	87	13726	3	2500	1000	460				
1600	Linh hoạt	87	13726	4	1000	1000	460				
1601	Linh hoạt	87	13726	5	500	1000	460				
1602	Sát thương	88	13727	10	2000	1000	461				
1603	Sát thương	88	13727	14	4000	1000	461				
1604	Sát thương	88	13727	18	3500	1000	461				
1605	Sát thương	88	13727	22	500	1000	461				
1606	Sát thương gia tăng 	89	13728	4	2500	1000	462				
1607	Sát thương gia tăng 	89	13728	6	4000	1000	462				
1608	Sát thương gia tăng 	89	13728	8	2500	1000	462				
1609	Sát thương gia tăng 	89	13728	10	1000	1000	462				
1610	Chính thức-Trang bị Hào Hiệp-Vũ khí-Thuộc tính cố định (Cầm chuyên dùng)---------------------										
1611	Thân pháp	90	13725	2	1000	1000	463				
1612	Thân pháp	90	13725	3	2500	1000	463				
1613	Thân pháp	90	13725	4	1000	1000	463				
1614	Thân pháp	90	13725	5	500	1000	463				
1615	Linh hoạt	90	13726	2	1000	1000	463				
1616	Linh hoạt	90	13726	3	2500	1000	463				
1617	Linh hoạt	90	13726	4	1000	1000	463				
1618	Linh hoạt	90	13726	5	500	1000	463				
1619	Nội kích %	91	13730	10	2000	1000	464				
1620	Nội kích %	91	13730	12	4000	1000	464				
1621	Nội kích %	91	13730	14	3500	1000	464				
1622	Nội kích %	91	13730	16	500	1000	464				
1623	Sát thương gia tăng 	92	13728	4	2500	1000	465				
1624	Sát thương gia tăng 	92	13728	6	4000	1000	465				
1625	Sát thương gia tăng 	92	13728	8	2500	1000	465				
1626	Sát thương gia tăng 	92	13728	10	1000	1000	465				
1627	Chính thức-Trang bị Hào Hiệp-Vũ khí-Thuộc tính cố định (Nội kích)---------------------										
1628	Nội công 	93	13736	2	1500	1000	466				
1629	Nội công 	93	13736	3	5500	1000	466				
1630	Nội công 	93	13736	4	2500	1000	466				
1631	Nội công 	93	13736	5	500	1000	466				
1632	Nội kích %	94	13730	10	2000	1000	467				
1633	Nội kích %	94	13730	12	4000	1000	467				
1634	Nội kích %	94	13730	14	3500	1000	467				
1635	Nội kích %	94	13730	16	500	1000	467				
1636	Sát thương gia tăng 	95	13728	4	2500	1000	468				
1637	Sát thương gia tăng 	95	13728	6	4000	1000	468				
1638	Sát thương gia tăng 	95	13728	8	2500	1000	468				
1639	Sát thương gia tăng 	95	13728	10	1000	1000	468				
1640	Chính thức-Trang bị Hào Hiệp-Vũ khí-Thuộc tính cố định (Ngoại công)---------------------										
1641	Sức mạnh	96	13731	2	1500	1000	469				
1642	Sức mạnh	96	13731	3	5500	1000	469				
1643	Sức mạnh	96	13731	4	2500	1000	469				
1644	Sức mạnh	96	13731	5	500	1000	469				
1645	Ngoại công	97	13732	10	2000	1000	470				
1646	Ngoại công	97	13732	12	4000	1000	470				
1647	Ngoại công	97	13732	14	3500	1000	470				
1648	Ngoại công	97	13732	16	500	1000	470				
1649	Sát thương gia tăng 	98	13728	4	2500	1000	471				
1650	Sát thương gia tăng 	98	13728	6	4000	1000	471				
1651	Sát thương gia tăng 	98	13728	8	2500	1000	471				
1652	Sát thương gia tăng 	98	13728	10	1000	1000	471				
1653	Chính thức-Trang bị Hào Hiệp-Nhẫn-Thuộc tính cố định (Nội kích)---------------------										
1654	Điểm sinh lực	99	13721	3	3000	1000	472				
1655	Điểm sinh lực	99	13721	5	4500	1000	472				
1656	Điểm sinh lực	99	13721	7	2000	1000	472				
1657	Điểm sinh lực	99	13721	9	500	1000	472				
1658	Sát thương gia tăng 	100	13728	5	2500	1000	473				
1659	Sát thương gia tăng 	100	13728	7	4000	1000	473				
1660	Sát thương gia tăng 	100	13728	9	2500	1000	473				
1661	Sát thương gia tăng 	100	13728	11	1000	1000	473				
1662	Chính thức-Trang bị Hào Hiệp-Đầu-Thuộc tính ngẫu nhiên (Tấn công)---------------------										
1663	Độc sát	101	13733	13	300	1000	474				
1664	Độc sát	101	13733	16	400	1000	474				
1665	Độc sát	101	13733	19	200	1000	474				
1666	Cổ sát	101	13734	21	300	1000	474				
1667	Cổ sát	101	13734	31	400	1000	474				
1668	Cổ sát	101	13734	41	200	1000	474				
1669	Sát thương	101	13727	6	300	1000	474				
1670	Sát thương	101	13727	11	400	1000	474				
1671	Sát thương	101	13727	16	200	1000	474				
1672	Ngoại công %	101	13732	6	300	1000	475				
1673	Ngoại công %	101	13732	8	300	1000	475				
1674	Ngoại công %	101	13732	11	200	1000	475				
1675	Nội kích %	101	13730	6	300	1000	475				
1676	Nội kích %	101	13730	8	300	1000	475				
1677	Nội kích %	101	13730	11	200	1000	475				
1678	Nội công %	101	13735	1	200	1000	475				
1679	Nội công %	101	13735	4	300	1000	475				
1680	Nội công %	101	13735	6	200	1000	475				
1681	Sức mạnh	101	13731	3	1000	1000	476				
1682	Nội công 	101	13736	3	1000	1000	476				
1683	Gân cốt	101	13737	3	1000	1000	476				
1684	Thân pháp	101	13725	3	1000	1000	476				
1685	Linh hoạt	101	13726	3	1000	1000	476				
1686	Chính thức-Trang bị Hào Hiệp-Đầu-Thuộc tính ngẫu nhiên (Phòng thủ)---------------------										
1687	Sinh mệnh %	102	13739	1	300	1000	477				
1688	Sinh mệnh %	102	13739	2	500	1000	477				
1689	Sinh mệnh %	102	13739	3	200	1000	477				
1690	Ngoại phòng %	102	13740	1	200	1000	478				
1691	Ngoại phòng %	102	13740	2	200	1000	478				
1692	Ngoại phòng %	102	13740	3	100	1000	478				
1693	Nội phòng %	102	13741	1	200	1000	478				
1694	Nội phòng %	102	13741	2	200	1000	478				
1695	Nội phòng %	102	13741	3	100	1000	478				
1696	Nội ngoại phòng %	102	13742	1	200	1000	478				
1697	Nội ngoại phòng %	102	13742	2	200	1000	478				
1698	Nội ngoại phòng %	102	13742	3	100	1000	478				
1699	Điểm hộ giáp ngoại phòng	102	13743	1	400	1000	478				
1700	Điểm hộ giáp nội phòng	102	13744	1	400	1000	478				
1701	Điểm hộ giáp nội ngoại phòng	102	13745	1	400	1000	478				
1702	Điểm số triệt tiêu sát thương ngoại công	102	13746	1	500	1000	479				
1703	Điểm số triệt tiêu sát thương nội công	102	13747	1	500	1000	479				
1704	Điểm số triệt tiêu sát thương nội ngoại công	102	13748	1	500	1000	479				
1705	Điểm số phản đòn sát thương ngoại công	102	13749	1	400	1000	480				
1706	Điểm số phản đòn sát thương nội	102	13750	1	400	1000	480				
1707	Điểm số phản đòn sát thương nội ngoại	102	13751	1	400	1000	480				
1708	Phản đòn sát thương độc	102	13752	1	400	1000	481				
1709	Độc sát giảm	102	13753	1	400	1000	482				
1710	Kháng độc	102	13754	1	400	1000	483				
1711	Tỷ lệ giảm thời gian độc	102	13471	1	400	1000	484				
1712	Tăng né tránh	102	13765	1	1000	1000	485				
1713	Chính xác	102	13775	1	1000	1000	486				
1714	Chính thức-Trang bị Hào Hiệp-Đầu-Thuộc tính ngẫu nhiên (Khác)---------------------										
1715	Né tránh tất cả trạng thái phụ	103	13756	1	300	1000	487				
1716	"Khi bị tấn công, có tỷ lệ tăng né tránh 10 giây"	103	13757	1	600	1000	488				
1717	"Khi bị tấn công, có tỷ lệ tăng tốc độ di chuyển 10 giây "	103	13758	1	600	1000	489				
1718	Điểm sinh lực	103	13721	7	800	1000	490				
1719	Điểm sinh lực	103	13721	11	800	1000	490				
1720	Điểm sinh lực	103	13721	15	800	1000	490				
1721	Tăng né tránh	103	13765	1	600	1000	491				
1722	Phòng thủ bạo kích	103	13729	1	500	1000	492				
1723	Chính thức-Trang bị Hào Hiệp-áo-Thuộc tính ngẫu nhiên (Cơ bản)---------------------										
1724	Độc sát	104	13733	13	300	1000	493				
1725	Độc sát	104	13733	16	400	1000	493				
1726	Độc sát	104	13733	19	200	1000	493				
1727	Cổ sát	104	13734	21	300	1000	493				
1728	Cổ sát	104	13734	31	400	1000	493				
1729	Cổ sát	104	13734	41	200	1000	493				
1730	Sát thương	104	13727	6	300	1000	493				
1731	Sát thương	104	13727	11	400	1000	493				
1732	Sát thương	104	13727	16	200	1000	493				
1733	Ngoại công %	104	13732	6	300	1000	494				
1734	Ngoại công %	104	13732	8	300	1000	494				
1735	Ngoại công %	104	13732	11	150	1000	494				
1736	Ngoại công %	104	13732	16	50	1000	494				
1737	Nội kích %	104	13730	6	300	1000	494				
1738	Nội kích %	104	13730	8	300	1000	494				
1739	Nội kích %	104	13730	11	150	1000	494				
1740	Nội kích %	104	13730	16	50	1000	494				
1741	Nội công %	104	13735	1	200	1000	494				
1742	Nội công %	104	13735	4	300	1000	494				
1743	Nội công %	104	13735	6	200	1000	494				
1744	Sức mạnh	104	13731	3	1000	1000	495				
1745	Nội công 	104	13736	3	1000	1000	495				
1746	Gân cốt	104	13737	3	1000	1000	495				
1747	Thân pháp	104	13725	3	1000	1000	495				
1748	Linh hoạt	104	13726	3	1000	1000	495				
1749	Chính thức-Trang bị Hào Hiệp-áo-Thuộc tính ngẫu nhiên (Phòng thủ)---------------------										
1750	Sinh mệnh %	105	13739	1	300	1000	496				
1751	Sinh mệnh %	105	13739	2	500	1000	496				
1752	Sinh mệnh %	105	13739	3	200	1000	496				
1753	Ngoại phòng %	105	13740	1	200	1000	497				
1754	Ngoại phòng %	105	13740	2	200	1000	497				
1755	Ngoại phòng %	105	13740	3	100	1000	497				
1756	Nội phòng %	105	13741	1	200	1000	497				
1757	Nội phòng %	105	13741	2	200	1000	497				
1758	Nội phòng %	105	13741	3	100	1000	497				
1759	Nội ngoại phòng %	105	13742	1	200	1000	497				
1760	Nội ngoại phòng %	105	13742	2	200	1000	497				
1761	Nội ngoại phòng %	105	13742	3	100	1000	497				
1762	Điểm hộ giáp ngoại phòng	105	13743	1	400	1000	497				
1763	Điểm hộ giáp nội phòng	105	13744	1	400	1000	497				
1764	Điểm hộ giáp nội ngoại phòng	105	13745	1	400	1000	497				
1765	Điểm số triệt tiêu sát thương ngoại công	105	13746	1	500	1000	498				
1766	Điểm số triệt tiêu sát thương nội công	105	13747	1	500	1000	498				
1767	Điểm số triệt tiêu sát thương nội ngoại công	105	13748	1	500	1000	498				
1768	Điểm số phản đòn sát thương ngoại công	105	13749	1	400	1000	499				
1769	Điểm số phản đòn sát thương nội	105	13750	1	400	1000	499				
1770	Điểm số phản đòn sát thương nội ngoại	105	13751	1	400	1000	499				
1771	Phản đòn sát thương độc	105	13752	1	400	1000	500				
1772	Độc sát giảm	105	13753	1	400	1000	501				
1773	Kháng độc	105	13754	1	400	1000	502				
1774	Tỷ lệ giảm thời gian độc	105	13471	1	400	1000	503				
1775	Tăng né tránh	105	13765	1	1000	1000	504				
1776	Chính xác	105	13775	1	1000	1000	505				
1777	Chính thức-Trang bị Hào Hiệp-áo-Thuộc tính ngẫu nhiên (Khác)---------------------										
1778	Né tránh tất cả trạng thái phụ	106	13756	1	300	1000	506				
1779	"Khi bị tấn công, có tỷ lệ tăng né tránh 10 giây"	106	13757	1	600	1000	507				
1780	"Khi bị tấn công, có tỷ lệ tăng tốc độ di chuyển 10 giây "	106	13758	1	600	1000	508				
1781	Điểm sinh lực	106	13721	7	800	1000	509				
1782	Điểm sinh lực	106	13721	11	800	1000	509				
1783	Điểm sinh lực	106	13721	15	800	1000	509				
1784	Tăng né tránh	106	13765	1	600	1000	510				
1785	Phòng thủ bạo kích	106	13729	1	500	1000	511				
1786	Chính thức-Trang bị Hào Hiệp-Quần-Thuộc tính ngẫu nhiên (Tấn công)---------------------										
1787	Độc sát	107	13733	13	300	1000	512				
1788	Độc sát	107	13733	16	400	1000	512				
1789	Độc sát	107	13733	19	200	1000	512				
1790	Cổ sát	107	13734	21	300	1000	512				
1791	Cổ sát	107	13734	31	400	1000	512				
1792	Cổ sát	107	13734	41	200	1000	512				
1793	Sát thương	107	13727	6	300	1000	512				
1794	Sát thương	107	13727	11	400	1000	512				
1795	Sát thương	107	13727	16	200	1000	512				
1796	Ngoại công %	107	13732	6	300	1000	513				
1797	Ngoại công %	107	13732	8	300	1000	513				
1798	Ngoại công %	107	13732	11	150	1000	513				
1799	Ngoại công %	107	13732	16	50	1000	513				
1800	Nội kích %	107	13730	6	300	1000	513				
1801	Nội kích %	107	13730	8	300	1000	513				
1802	Nội kích %	107	13730	11	150	1000	513				
1803	Nội kích %	107	13730	16	50	1000	513				
1804	Nội công %	107	13735	1	200	1000	513				
1805	Nội công %	107	13735	4	300	1000	513				
1806	Nội công %	107	13735	6	200	1000	513				
1807	Sức mạnh	107	13731	3	1000	1000	514				
1808	Nội công 	107	13736	3	1000	1000	514				
1809	Gân cốt	107	13737	3	1000	1000	514				
1810	Thân pháp	107	13725	3	1000	1000	514				
1811	Linh hoạt	107	13726	3	1000	1000	514				
1812	Chính thức-Trang bị Hào Hiệp-Quần-Thuộc tính ngẫu nhiên (Phòng thủ)---------------------										
1813	Sinh mệnh %	108	13739	1	300	1000	515				
1814	Sinh mệnh %	108	13739	2	500	1000	515				
1815	Sinh mệnh %	108	13739	3	200	1000	515				
1816	Ngoại phòng %	108	13740	1	200	1000	516				
1817	Ngoại phòng %	108	13740	2	200	1000	516				
1818	Ngoại phòng %	108	13740	3	100	1000	516				
1819	Nội phòng %	108	13741	1	200	1000	516				
1820	Nội phòng %	108	13741	2	200	1000	516				
1821	Nội phòng %	108	13741	3	100	1000	516				
1822	Nội ngoại phòng %	108	13742	1	200	1000	516				
1823	Nội ngoại phòng %	108	13742	2	200	1000	516				
1824	Nội ngoại phòng %	108	13742	3	100	1000	516				
1825	Điểm hộ giáp ngoại phòng	108	13743	1	400	1000	516				
1826	Điểm hộ giáp nội phòng	108	13744	1	400	1000	516				
1827	Điểm hộ giáp nội ngoại phòng	108	13745	1	400	1000	516				
1828	Điểm số triệt tiêu sát thương ngoại công	108	13746	1	500	1000	517				
1829	Điểm số triệt tiêu sát thương nội công	108	13747	1	500	1000	517				
1830	Điểm số triệt tiêu sát thương nội ngoại công	108	13748	1	500	1000	517				
1831	Điểm số phản đòn sát thương ngoại công	108	13749	1	400	1000	518				
1832	Điểm số phản đòn sát thương nội	108	13750	1	400	1000	518				
1833	Điểm số phản đòn sát thương nội ngoại	108	13751	1	400	1000	518				
1834	Phản đòn sát thương độc	108	13752	1	400	1000	519				
1835	Độc sát giảm	108	13753	1	400	1000	520				
1836	Kháng độc	108	13754	1	400	1000	521				
1837	Tỷ lệ giảm thời gian độc	108	13471	1	400	1000	522				
1838	Tăng né tránh	108	13765	1	1000	1000	523				
1839	Chính xác	108	13775	1	1000	1000	524				
1840	Chính thức-Trang bị Hào Hiệp-Quần-Thuộc tính ngẫu nhiên (Khác)----------------------										
1841	Né tránh tất cả trạng thái phụ	109	13756	1	300	1000	525				
1842	"Khi bị tấn công, có tỷ lệ tăng né tránh 10 giây"	109	13757	1	600	1000	526				
1843	"Khi bị tấn công, có tỷ lệ tăng tốc độ di chuyển 10 giây "	109	13758	1	600	1000	527				
1844	Điểm sinh lực	109	13721	7	800	1000	528				
1845	Điểm sinh lực	109	13721	11	800	1000	528				
1846	Điểm sinh lực	109	13721	15	800	1000	528				
1847	Tăng né tránh	109	13765	1	600	1000	529				
1848	Phòng thủ bạo kích	109	13729	1	500	1000	530				
1849	Chính thức-Trang bị Hào Hiệp-Vũ khí-Thuộc tính ngẫu nhiên (Tấn công)---------------------										
1850	Sát thương	110	13727	14	600	1000	531				
1851	Sát thương	110	13727	20	700	1000	531				
1852	Sát thương	110	13727	26	300	1000	531				
1853	Độc sát	110	13733	17	600	1000	531				
1854	Độc sát	110	13733	21	700	1000	531				
1855	Độc sát	110	13733	25	400	1000	531				
1856	Cổ sát	110	13734	41	600	1000	531				
1857	Cổ sát	110	13734	51	700	1000	531				
1858	Cổ sát	110	13734	61	400	1000	531				
1859	Ngoại công %	110	13732	6	600	1000	532				
1860	Ngoại công %	110	13732	8	700	1000	532				
1861	Ngoại công %	110	13732	11	400	1000	532				
1862	Nội kích %	110	13730	6	600	1000	532				
1863	Nội kích %	110	13730	8	700	1000	532				
1864	Nội kích %	110	13730	11	400	1000	532				
1865	Nội ngoại công %	110	13735	1	600	1000	532				
1866	Nội ngoại công %	110	13735	2	700	1000	532				
1867	Nội ngoại công %	110	13735	4	300	1000	532				
1868	Chính thức-Trang bị Hào Hiệp-Vũ khí-Thuộc tính ngẫu nhiên (Phòng thủ)---------------------										
1869	Sức mạnh	111	13731	1	1500	1000	533				
1870	Nội công 	111	13736	1	1500	1000	533				
1871	Gân cốt	111	13737	1	1500	1000	533				
1872	Thân pháp	111	13725	1	1500	1000	533				
1873	Linh hoạt	111	13726	1	1500	1000	533				
1874	Đánh mạnh 	111	13755	3	1000	1000	534				
1875	Đánh mạnh 	111	13755	4	1000	1000	534				
1876	Đánh mạnh 	111	13755	5	500	1000	534				
1877	Chính thức-Trang bị Hào Hiệp-Vũ khí-Thuộc tính ngẫu nhiên (Khác)---------------------										
1878	Giảm tỷ lệ ngoại phòng của mục tiêu	112	13769	1	300	1000	535				
1879	Giảm tỷ lệ ngoại phòng của mục tiêu	112	13769	5	300	1000	535				
1880	Giảm tỷ lệ ngoại phòng của mục tiêu	112	13769	7	100	1000	535				
1881	Giảm tỷ lệ nội phòng của mục tiêu	112	13770	1	300	1000	535				
1882	Giảm tỷ lệ nội phòng của mục tiêu	112	13770	5	300	1000	535				
1883	Giảm tỷ lệ nội phòng của mục tiêu	112	13770	7	100	1000	535				
1884	Giảm tỷ lệ nội ngoại phòng của mục tiêu	112	13771	1	300	1000	535				
1885	Giảm tỷ lệ nội ngoại phòng của mục tiêu	112	13771	3	300	1000	535				
1886	Giảm tỷ lệ nội ngoại phòng của mục tiêu	112	13771	7	100	1000	535				
1887	Giảm điểm hộ giáp ngoại của mục tiêu	112	13772	1	400	1000	535				
1888	Giảm điểm hộ giáp nội của mục tiêu	112	13773	1	400	1000	535				
1889	Giảm điểm hộ giáp nội ngoại của mục tiêu	112	13774	1	400	1000	535				
1890	Hút sinh lực	112	14097	1	500	1000	536				
1891	Chính xác	112	13775	10	500	1000	537				
1892	Kháng tất cả	112	13723	1	300	1000	538				
1893	Kháng tất cả	112	13723	6	500	1000	538				
1894	Kháng tất cả	112	13723	11	200	1000	538				
1895	Chính thức-Trang bị Hào Hiệp-Trang sức-Thuộc tính ngẫu nhiên (Tấn công)---------------------										
1896	Độc sát	113	13733	1	500	1000	539				
1897	Cổ sát	113	13734	1	500	1000	539				
1898	Sát thương	113	13727	1	500	1000	539				
1899	Ngoại công %	113	13732	1	500	1000	540				
1900	Nội kích %	113	13730	1	500	1000	540				
1901	Nội ngoại công %	113	13735	1	500	1000	540				
1902	Hút sinh lực	113	14096	1	1000	1000	541				
1903	Sức mạnh	113	13731	4	1200	1000	542				
1904	Nội công 	113	13736	4	1200	1000	542				
1905	Gân cốt	113	13737	4	1200	1000	542				
1906	Thân pháp	113	13725	4	1200	1000	542				
1907	Linh hoạt	113	13726	4	1200	1000	542				
1908	Chính thức-Trang bị Hào Hiệp-Trang sức-Thuộc tính ngẫu nhiên (Phòng thủ)---------------------										
1909	Sinh mệnh %	114	13739	1	700	1000	543				
1910	Sinh mệnh %	114	13739	2	1000	1000	543				
1911	Sinh mệnh %	114	13739	3	300	1000	543				
1912	Ngoại phòng %	114	13740	1	500	1000	544				
1913	Ngoại phòng %	114	13740	2	500	1000	544				
1914	Ngoại phòng %	114	13740	3	200	1000	544				
