C¸c lo¹i ®¹o cô	§¹o cô cô thÓ	Ph©n lo¹i chi tiÕt	Thuéc tÝnh ngò hµnh	CÊp	Ng©n l­îng	Chän	Danh väng s­ m«n	 ®ång 	Ghi nhí giao ®Þch?	Tªn ®¹o cô (®Æt cuèi cïng, kh«ng ®äc theo tr×nh tù)
0	103	23111	0	1	90000		150			C«n l«n bé 2
0	100	23111	0	1	90000		150			
0	101	23111	0	1	90000		150			
0	2	23111	0	1	90000		150			
0	102	23111	0	1	90000		150			
0	103	23112	0	1	90000		150			
0	100	23112	0	1	90000		150			
0	101	23112	0	1	90000		150			
0	2	23112	0	1	90000		150			
0	102	23112	0	1	90000		150			
0	103	23121	0	1	12000000		1000			C«n l«n bé 3
0	100	23121	0	1	12000000		1000			
0	101	23121	0	1	12000000		1000			
0	2	23121	0	1	12000000		1000			
0	102	23121	0	1	12000000		1000			
0	102	23125	0	1	12000000		1000			
0	103	23122	0	1	12000000		1000			
0	100	23122	0	1	12000000		1000			
0	101	23122	0	1	12000000		1000			
0	2	23122	0	1	12000000		1000			
0	102	23122	0	1	12000000		1000			
0	102	23126	0	1	12000000		1000			
0	103	23131	0	1			4000			C«n l«n bé 4
0	100	23131	0	1			4000			
0	101	23131	0	1			4000			
0	2	23131	0	1			4000			
0	102	23131	0	1			4000			
0	102	23135	0	1			4000			
0	103	23132	0	1			4000			
0	100	23132	0	1			4000			
0	101	23132	0	1			4000			
0	2	23132	0	1			4000			
0	102	23132	0	1			4000			
0	102	23136	0	1			4000			
0	103	23141	0	1			10000			C«n l«n bé 5
0	100	23141	0	1			10000			
0	101	23141	0	1			10000			
0	2	23141	0	1			10000			
0	102	23141	0	1			10000			
0	102	23145	0	1			10000			
0	103	23142	0	1			10000			
0	100	23142	0	1			10000			
0	101	23142	0	1			10000			
0	2	23142	0	1			10000			
0	102	23142	0	1			10000			
0	102	23146	0	1			10000			
0	103	25101	0	1	4000		60			Minh gi¸o th¸nh chiÕn bé 1
0	100	25101	0	1	4000		60			
0	101	25101	0	1	4000		60			
0	3	25101	0	1	4000		60			
0	103	25102	0	1	4000		60			
0	100	25102	0	1	4000		60			
0	101	25102	0	1	4000		60			
0	3	25102	0	1	4000		60			
0	103	25103	0	1	4000		60			
0	100	25103	0	1	4000		60			
0	101	25103	0	1	4000		60			
0	3	25103	0	1	4000		60			
0	103	25104	0	1	4000		60			
0	100	25104	0	1	4000		60			
0	101	25104	0	1	4000		60			
0	3	25104	0	1	4000		60			
0	103	25111	0	1	90000		150			Minh gi¸o th¸nh chiÕn bé 2
0	100	25111	0	1	90000		150			
0	101	25111	0	1	90000		150			
0	3	25111	0	1	90000		150			
0	102	25111	0	1	90000		150			
0	103	25112	0	1	90000		150			
0	100	25112	0	1	90000		150			
0	101	25112	0	1	90000		150			
0	3	25112	0	1	90000		150			
0	102	25112	0	1	90000		150			
0	103	25113	0	1	90000		150			
0	100	25113	0	1	90000		150			
0	101	25113	0	1	90000		150			
0	3	25113	0	1	90000		150			
0	102	25113	0	1	90000		150			
0	103	25114	0	1	90000		150			
0	100	25114	0	1	90000		150			
0	101	25114	0	1	90000		150			
0	3	25114	0	1	90000		150			
0	102	25114	0	1	90000		150			
0	103	25121	0	1	12000000		1000			Minh gi¸o th¸nh chiÕn bé 3
0	100	25121	0	1	12000000		1000			
0	101	25121	0	1	12000000		1000			
0	3	25121	0	1	12000000		1000			
0	102	25121	0	1	12000000		1000			
0	102	25125	0	1	12000000		1000			
0	103	25122	0	1	12000000		1000			
0	100	25122	0	1	12000000		1000			
0	101	25122	0	1	12000000		1000			
0	3	25122	0	1	12000000		1000			
0	102	25122	0	1	12000000		1000			
0	102	25126	0	1	12000000		1000			
0	103	25123	0	1	12000000		1000			
0	100	25123	0	1	12000000		1000			
0	101	25123	0	1	12000000		1000			
0	3	25123	0	1	12000000		1000			
0	102	25123	0	1	12000000		1000			
0	102	25127	0	1	12000000		1000			
0	103	25124	0	1	12000000		1000			
0	100	25124	0	1	12000000		1000			
0	101	25124	0	1	12000000		1000			
0	3	25124	0	1	12000000		1000			
0	102	25124	0	1	12000000		1000			
0	102	25128	0	1	12000000		1000			
0	103	25131	0	1			4000			Minh gi¸o th¸nh chiÕn bé 4
0	100	25131	0	1			4000			
0	101	25131	0	1			4000			
0	3	25131	0	1			4000			
0	102	25131	0	1			4000			
0	102	25135	0	1			4000			
0	103	25132	0	1			4000			
0	100	25132	0	1			4000			
0	101	25132	0	1			4000			
0	3	25132	0	1			4000			
0	102	25132	0	1			4000			
0	102	25136	0	1			4000			
0	103	25133	0	1			4000			
0	100	25133	0	1			4000			
0	101	25133	0	1			4000			
0	3	25133	0	1			4000			
0	102	25133	0	1			4000			
0	102	25137	0	1			4000			
0	103	25134	0	1			4000			
0	100	25134	0	1			4000			
0	101	25134	0	1			4000			
0	3	25134	0	1			4000			
0	102	25134	0	1			4000			
0	102	25138	0	1			4000			
0	103	25141	0	1			10000			Minh gi¸o th¸nh chiÕn bé 5
0	100	25141	0	1			10000			
0	101	25141	0	1			10000			
0	3	25141	0	1			10000			
0	102	25141	0	1			10000			
0	102	25145	0	1			10000			
0	103	25142	0	1			10000			
0	100	25142	0	1			10000			
0	101	25142	0	1			10000			
0	3	25142	0	1			10000			
0	102	25142	0	1			10000			
0	102	25146	0	1			10000			
0	103	25143	0	1			10000			
0	100	25143	0	1			10000			
0	101	25143	0	1			10000			
0	3	25143	0	1			10000			
0	102	25143	0	1			10000			
0	102	25147	0	1			10000			
0	103	25144	0	1			10000			
0	100	25144	0	1			10000			
0	101	25144	0	1			10000			
0	3	25144	0	1			10000			
0	102	25144	0	1			10000			
0	102	25148	0	1			10000			
0	103	26101	0	1	4000		60			Minh gi¸o trËn binh bé 1
0	100	26101	0	1	4000		60			
0	101	26101	0	1	4000		60			
0	9	26101	0	1	4000		60			
0	103	26102	0	1	4000		60			
0	100	26102	0	1	4000		60			
0	101	26102	0	1	4000		60			
0	9	26102	0	1	4000		60			
0	103	26103	0	1	4000		60			
0	100	26103	0	1	4000		60			
0	101	26103	0	1	4000		60			
0	9	26103	0	1	4000		60			
0	103	26104	0	1	4000		60			
0	100	26104	0	1	4000		60			
0	101	26104	0	1	4000		60			
0	9	26104	0	1	4000		60			
0	103	26111	0	1	90000		150			Minh gi¸o trËn binh bé 2
0	100	26111	0	1	90000		150			
0	101	26111	0	1	90000		150			
0	9	26111	0	1	90000		150			
0	102	26111	0	1	90000		150			
0	103	26112	0	1	90000		150			
0	100	26112	0	1	90000		150			
0	101	26112	0	1	90000		150			
0	9	26112	0	1	90000		150			
0	102	26112	0	1	90000		150			
0	103	26113	0	1	90000		150			
0	100	26113	0	1	90000		150			
0	101	26113	0	1	90000		150			
0	9	26113	0	1	90000		150			
0	102	26113	0	1	90000		150			
0	103	26114	0	1	90000		150			
0	100	26114	0	1	90000		150			
0	101	26114	0	1	90000		150			
0	9	26114	0	1	90000		150			
0	102	26114	0	1	90000		150			
0	103	26121	0	1	12000000		1000			Minh gi¸o trËn binh bé 3
0	100	26121	0	1	12000000		1000			
0	101	26121	0	1	12000000		1000			
0	9	26121	0	1	12000000		1000			
0	102	26121	0	1	12000000		1000			
0	102	26125	0	1	12000000		1000			
0	103	26122	0	1	12000000		1000			
0	100	26122	0	1	12000000		1000			
0	101	26122	0	1	12000000		1000			
0	9	26122	0	1	12000000		1000			
0	102	26122	0	1	12000000		1000			
0	102	26126	0	1	12000000		1000			
0	103	26123	0	1	12000000		1000			
0	100	26123	0	1	12000000		1000			
0	101	26123	0	1	12000000		1000			
0	9	26123	0	1	12000000		1000			
0	102	26123	0	1	12000000		1000			
0	102	26127	0	1	12000000		1000			
0	103	26124	0	1	12000000		1000			
0	100	26124	0	1	12000000		1000			
0	101	26124	0	1	12000000		1000			
0	9	26124	0	1	12000000		1000			
0	102	26124	0	1	12000000		1000			
0	102	26128	0	1	12000000		1000			
0	103	26131	0	1			4000			Minh gi¸o trËn binh bé 4
0	100	26131	0	1			4000			
0	101	26131	0	1			4000			
0	9	26131	0	1			4000			
0	102	26131	0	1			4000			
0	102	26135	0	1			4000			
0	103	26132	0	1			4000			
0	100	26132	0	1			4000			
0	101	26132	0	1			4000			
0	9	26132	0	1			4000			
0	102	26132	0	1			4000			
0	102	26136	0	1			4000			
0	103	26133	0	1			4000			
0	100	26133	0	1			4000			
0	101	26133	0	1			4000			
0	9	26133	0	1			4000			
0	102	26133	0	1			4000			
0	102	26137	0	1			4000			
0	103	26134	0	1			4000			
0	100	26134	0	1			4000			
0	101	26134	0	1			4000			
0	9	26134	0	1			4000			
0	102	26134	0	1			4000			
0	102	26138	0	1			4000			
0	103	26141	0	1			10000			Minh gi¸o trËn binh bé 5
0	100	26141	0	1			10000			
0	101	26141	0	1			10000			
0	9	26141	0	1			10000			
0	102	26141	0	1			10000			
0	102	26145	0	1			10000			
0	103	26142	0	1			10000			
0	100	26142	0	1			10000			
0	101	26142	0	1			10000			
0	9	26142	0	1			10000			
0	102	26142	0	1			10000			
0	102	26146	0	1			10000			
0	103	26143	0	1			10000			
0	100	26143	0	1			10000			
0	101	26143	0	1			10000			
0	9	26143	0	1			10000			
0	102	26143	0	1			10000			
0	102	26147	0	1			10000			
0	103	26144	0	1			10000			
0	100	26144	0	1			10000			
0	101	26144	0	1			10000			
0	9	26144	0	1			10000			
0	102	26144	0	1			10000			
0	102	26148	0	1			10000			
0	103	27101	0	1	4000		60			Minh Gi¸o HuyÕt Nh©n bé 1
0	100	27101	0	1	4000		60			
0	101	27101	0	1	4000		60			
0	11	27101	0	1	4000		60			
0	103	27102	0	1	4000		60			
0	100	27102	0	1	4000		60			
0	101	27102	0	1	4000		60			
0	11	27102	0	1	4000		60			
0	103	27103	0	1	4000		60			
0	100	27103	0	1	4000		60			
0	101	27103	0	1	4000		60			
0	11	27103	0	1	4000		60			
0	103	27104	0	1	4000		60			
0	100	27104	0	1	4000		60			
0	101	27104	0	1	4000		60			
0	11	27104	0	1	4000		60			
0	103	27111	0	1	90000		150			Minh Gi¸o HuyÕt Nh©n bé 2
0	100	27111	0	1	90000		150			
0	101	27111	0	1	90000		150			
0	11	27111	0	1	90000		150			
0	102	27111	0	1	90000		150			
0	103	27112	0	1	90000		150			
0	100	27112	0	1	90000		150			
0	101	27112	0	1	90000		150			
0	11	27112	0	1	90000		150			
0	102	27112	0	1	90000		150			
0	103	27113	0	1	90000		150			
0	100	27113	0	1	90000		150			
0	101	27113	0	1	90000		150			
0	11	27113	0	1	90000		150			
0	102	27113	0	1	90000		150			
0	103	27114	0	1	90000		150			
0	100	27114	0	1	90000		150			
0	101	27114	0	1	90000		150			
0	11	27114	0	1	90000		150			
0	102	27114	0	1	90000		150			
0	103	27121	0	1	12000000		1000			Minh Gi¸o HuyÕt Nh©n bé 3
0	100	27121	0	1	12000000		1000			
0	101	27121	0	1	12000000		1000			
0	11	27121	0	1	12000000		1000			
0	102	27121	0	1	12000000		1000			
0	102	27125	0	1	12000000		1000			
0	103	27122	0	1	12000000		1000			
0	100	27122	0	1	12000000		1000			
0	101	27122	0	1	12000000		1000			
0	11	27122	0	1	12000000		1000			
0	102	27122	0	1	12000000		1000			
0	102	27126	0	1	12000000		1000			
0	103	27123	0	1	12000000		1000			
0	100	27123	0	1	12000000		1000			
0	101	27123	0	1	12000000		1000			
0	11	27123	0	1	12000000		1000			
0	102	27123	0	1	12000000		1000			
0	102	27127	0	1	12000000		1000			
0	103	27124	0	1	12000000		1000			
0	100	27124	0	1	12000000		1000			
0	101	27124	0	1	12000000		1000			
0	11	27124	0	1	12000000		1000			
0	102	27124	0	1	12000000		1000			
0	102	27128	0	1	12000000		1000			
0	103	27131	0	1			4000			Minh Gi¸o HuyÕt Nh©n bé 4
0	100	27131	0	1			4000			
0	101	27131	0	1			4000			
0	11	27131	0	1			4000			
0	102	27131	0	1			4000			
0	102	27135	0	1			4000			
0	103	27132	0	1			4000			
0	100	27132	0	1			4000			
0	101	27132	0	1			4000			
0	11	27132	0	1			4000			
0	102	27132	0	1			4000			
0	102	27136	0	1			4000			
0	103	27133	0	1			4000			
0	100	27133	0	1			4000			
0	101	27133	0	1			4000			
0	11	27133	0	1			4000			
0	102	27133	0	1			4000			
0	102	27137	0	1			4000			
0	103	27134	0	1			4000			
0	100	27134	0	1			4000			
0	101	27134	0	1			4000			
0	11	27134	0	1			4000			
0	102	27134	0	1			4000			
0	102	27138	0	1			4000			
0	103	27141	0	1			10000			Minh Gi¸o HuyÕt Nh©n bé 5
0	100	27141	0	1			10000			
0	101	27141	0	1			10000			
0	11	27141	0	1			10000			
0	102	27141	0	1			10000			
0	102	27145	0	1			10000			
0	103	27142	0	1			10000			
0	100	27142	0	1			10000			
0	101	27142	0	1			10000			
0	11	27142	0	1			10000			
0	102	27142	0	1			10000			
0	102	27146	0	1			10000			
0	103	27143	0	1			10000			
0	100	27143	0	1			10000			
0	101	27143	0	1			10000			
0	11	27143	0	1			10000			
0	102	27143	0	1			10000			
0	102	27147	0	1			10000			
0	103	27144	0	1			10000			
0	100	27144	0	1			10000			
0	101	27144	0	1			10000			
0	11	27144	0	1			10000			
0	102	27144	0	1			10000			
0	102	27148	0	1			10000			
0	103	29101	0	1	4000		60			Thóy Yªn Vò Tiªn bé 1
0	100	29101	0	1	4000		60			
0	101	29101	0	1	4000		60			
0	13	29101	0	1	4000		60			
0	103	29102	0	1	4000		60			
0	100	29102	0	1	4000		60			
0	101	29102	0	1	4000		60			
0	13	29102	0	1	4000		60			
0	103	29111	0	1	90000		150			Thóy Yªn Vò Tiªn bé 2
0	100	29111	0	1	90000		150			
0	101	29111	0	1	90000		150			
0	13	29111	0	1	90000		150			
0	102	29111	0	1	90000		150			
0	103	29112	0	1	90000		150			
0	100	29112	0	1	90000		150			
0	101	29112	0	1	90000		150			
0	13	29112	0	1	90000		150			
0	102	29112	0	1	90000		150			
0	103	29121	0	1	12000000		1000			Thóy Yªn Vò Tiªn bé 3
0	100	29121	0	1	12000000		1000			
0	101	29121	0	1	12000000		1000			
0	13	29121	0	1	12000000		1000			
0	102	29121	0	1	12000000		1000			
0	102	29125	0	1	12000000		1000			
0	103	29122	0	1	12000000		1000			
0	100	29122	0	1	12000000		1000			
0	101	29122	0	1	12000000		1000			
0	13	29122	0	1	12000000		1000			
0	102	29122	0	1	12000000		1000			
0	102	29126	0	1	12000000		1000			
0	103	29131	0	1			4000			Thóy Yªn Vò Tiªn bé 4
0	100	29131	0	1			4000			
0	101	29131	0	1			4000			
0	13	29131	0	1			4000			
0	102	29131	0	1			4000			
0	102	29135	0	1			4000			
0	103	29132	0	1			4000			
0	100	29132	0	1			4000			
0	101	29132	0	1			4000			
0	13	29132	0	1			4000			
0	102	29132	0	1			4000			
0	102	29136	0	1			4000			
0	103	29141	0	1			10000			Thóy Yªn Vò Tiªn bé 5
0	100	29141	0	1			10000			
0	101	29141	0	1			10000			
0	13	29141	0	1			10000			
0	102	29141	0	1			10000			
0	102	29145	0	1			10000			
0	103	29142	0	1			10000			
0	100	29142	0	1			10000			
0	101	29142	0	1			10000			
0	13	29142	0	1			10000			
0	102	29142	0	1			10000			
0	102	29146	0	1			10000			
0	103	30101	0	1	4000		60			Thóy Yªn Linh N÷ bé 1
0	100	30101	0	1	4000		60			
0	101	30101	0	1	4000		60			
0	12	30101	0	1	4000		60			
0	103	30102	0	1	4000		60			
0	100	30102	0	1	4000		60			
0	101	30102	0	1	4000		60			
0	12	30102	0	1	4000		60			
0	103	30111	0	1	90000		150			Thóy Yªn Linh N÷ bé 2
0	100	30111	0	1	90000		150			
0	101	30111	0	1	90000		150			
0	12	30111	0	1	90000		150			
0	102	30147	0	1	90000		150			
0	103	30112	0	1	90000		150			
0	100	30112	0	1	90000		150			
0	101	30112	0	1	90000		150			
0	12	30112	0	1	90000		150			
0	102	30148	0	1	90000		150			
0	103	30121	0	1	12000000		1000			Thóy Yªn Linh N÷ bé 3
0	100	30121	0	1	12000000		1000			
0	101	30121	0	1	12000000		1000			
0	12	30121	0	1	12000000		1000			
0	102	30121	0	1	12000000		1000			
0	102	30125	0	1	12000000		1000			
0	103	30122	0	1	12000000		1000			
0	100	30122	0	1	12000000		1000			
0	101	30122	0	1	12000000		1000			
0	12	30122	0	1	12000000		1000			
0	102	30122	0	1	12000000		1000			
0	102	30126	0	1	12000000		1000			
0	103	30131	0	1			4000			Thóy Yªn Linh N÷ bé 4
0	100	30131	0	1			4000			
0	101	30131	0	1			4000			
0	12	30131	0	1			4000			
0	102	30131	0	1			4000			
0	102	30135	0	1			4000			
0	103	30132	0	1			4000			
0	100	30132	0	1			4000			
0	101	30132	0	1			4000			
0	12	30132	0	1			4000			
0	102	30132	0	1			4000			
0	102	30136	0	1			4000			
0	103	30141	0	1			10000			Thóy Yªn Linh N÷ bé 5
0	100	30141	0	1			10000			
0	101	30141	0	1			10000			
0	12	30141	0	1			10000			
0	102	30141	0	1			10000			
0	102	30145	0	1			10000			
0	103	30142	0	1			10000			
0	100	30142	0	1			10000			
0	101	30142	0	1			10000			
0	12	30142	0	1			10000			
0	102	30142	0	1			10000			
0	102	30146	0	1			10000			
1	5	8	0	1	600					Vâ §ang Håi phï
1	5	9	0	1	600					C¸i Bang Håi phï
1	5	10	0	1	600					ThiÕu L©m Håi phï
1	5	11	0	1	600					Nga My Håi phï
1	5	12	0	1	600					§­êng M«n Håi phï
1	5	13	0	1	600					Ngò §éc Håi phï
1	5	14	0	1	600					D­¬ng M«n Håi phï
1	3	1	0	1	40					ThÞt t­¬i
1	3	2	0	1	40					ThÞt Gµ
1	3	3	0	1	40					ThÞt c¸
1	3	28	0	1	40					ThÞt vÞt
2	6	1	0	1	100000					YÕu quyÕt ThiÕu L©m §ao Ph¸p (ThiÕu L©m Tôc Gia)
2	6	2	0	1	50000					ThiÕu L©m C«n quyÕt
2	6	3	0	1	50000					Tr¶m Ma §ao quyÕt
2	6	4	0	1	50000					Phong C«n quyÕt
2	6	5	0	1	200000					Kim Chung Tr¸o quyÕt
2	6	6	0	1	300000					Nhiªn Méc §ao quyÕt
2	6	7	0	1	50000					V« Th­êng C«n quyÕt
2	6	8	0	1	200000					X¶ Th©n QuyÕt
2	6	9	0	1	300000					§¹i Nh­ Lai quyÕt
2	6	10	0	1	500000					§¹t Ma Vò quyÕt
2	6	11	0	1	400000					YÕu quyÕt ThÊt B¶o ThÇn Chiªu T©m Ph¸p (Vâ T¨ng)
2	6	12	0	1	200000					La H¸n QuyÒn quyÕt
2	6	13	0	1	100000					Ca DiÖp Thèi quyÕt
2	6	14	0	1	50000					HuÖ Nh·n quyÕt
2	6	15	0	1	500000					Vi §µ quyÕt
2	6	16	0	1	50000					V¨n V©n quyÕt
2	6	17	0	1	50000					La H¸n TrËn quyÕt
2	6	18	0	1	50000					§¹i Tu Di Ch­ëng
2	6	19	0	1	500000					V« ¶nh quyÕt
2	6	20	0	1	50000					Long Tr¶o Thñ quyÕt
2	6	21	0	1	100000					YÕu quyÕt Phôc Hæ KhÝ C«ng (ThiÒn T¨ng)
2	6	22	0	1	50000					Tu T©m quyÕt
2	6	23	0	1	50000					Ngò ChuyÓn ChØ quyÕt
2	6	24	0	1	50000					Ph¸ Ma Chó quyÕt
2	6	25	0	1	200000					Kim Cang yÕu quyÕt
2	6	26	0	1	300000					La L«i quyÕt
2	6	27	0	1	50000					Phôc Ma ThÇn quyÕt
2	6	28	0	1	50000					V« T­íng quyÕt
2	6	29	0	1	500000					S­ Tö Hèng
2	6	30	0	1	400000					Minh Chó quyÕt
2	6	31	0	1	50000					Kim Cang ChØ quyÕt
2	6	32	0	1	100000					YÕu quyÕt ThuËt t¹o ¸m khÝ (§­êng M«n)
2	6	33	0	1	300000					T©m Nh·n quyÕt
2	6	34	0	1	50000					§éc ThÝch Cèt quyÕt
2	6	35	0	1	50000					Gi¶i §éc BÝ quyÕt
2	6	36	0	1	50000					C©u Hån TÜnh quyÕt
2	6	37	0	1	50000					Ph¸ Quan quyÕt
2	6	38	0	1	200000					Truy T©m TiÔn quyÕt
2	6	39	0	1	300000					Thu Minh quyÕt
2	6	40	0	1	50000					Xuyªn T©m quyÕt
2	6	41	0	1	50000					Thèi §éc quyÕt
2	6	42	0	1	50000					§o¹n Ph¸ch quyÕt
2	6	43	0	1	200000					B¹o Ch©m quyÕt
2	6	44	0	1	200000					Hµm Xa quyÕt
2	6	45	0	1	500000					Táa MÖnh Ch©m quyÕt
2	6	46	0	1	50000					M·n Thiªn Vò quyÕt
2	6	47	0	1	100000					YÕu quyÕt Quan ¢m QuyÕt (Nga Mi PhËt Gia)
2	6	48	0	1	300000					Nga My PhËt quyÕt
2	6	49	0	1	500000					Ngäc N÷ KiÕm quyÕt
2	6	50	0	1	50000					§é Nguyªn QuyÕt
2	6	51	0	1	50000					PhËt Phæ quyÕt
2	6	52	0	1	200000					Liªn Hoa quyÕt
2	6	53	0	1	50000					Thanh Ph¹n quyÕt
2	6	54	0	1	50000					L­u Thñy yÕu quyÕt
2	6	55	0	1	300000					Phæ TÕ quyÕt
2	6	56	0	1	200000					BÊt DiÖt quyÕt
2	6	57	0	1	50000					PhËt ChiÕn quyÕt
2	6	58	0	1	50000					PhËt ¢m quyÕt
2	6	59	0	1	50000					§¹i Bi quyÕt
2	6	60	0	1	50000					YÕu quyÕt Tïy ý Khóc (Nga Mi Tôc Gia)
2	6	61	0	1	50000					Khóc NghÖ quyÕt
2	6	62	0	1	300000					NguyÖt Thùc Khóc quyÕt
2	6	63	0	1	50000					§o¹n Thñy quyÕt
2	6	64	0	1	300000					TÜnh D¹ T­ quyÕt
2	6	65	0	1	50000					D­ NhiÔu quyÕt
2	6	66	0	1	500000					D­¬ng Tam quyÕt
2	6	67	0	1	300000					Phóc Thñy ph¸p
2	6	68	0	1	50000					PhÉn CÇm quyÕt
2	6	69	0	1	300000					¤ D¹ §Ò quyÕt
2	6	70	0	1	50000					Mª T©m Khóc quyÕt
2	6	71	0	1	400000					YÕu quyÕt C¸i Bang Ch­ëng Ph¸p (TÞnh Y)
2	6	72	0	1	50000					Th«ng Tý quyÕt
2	6	73	0	1	50000					Thiªn C©n quyÕt
2	6	74	0	1	50000					B¸ V­¬ng quyÕt
2	6	75	0	1	300000					Táa HÇu Thñ quyÕt
2	6	76	0	1	50000					Tiªu Dao Du quyÕt
2	6	77	0	1	300000					Lôc Hîp yÕu quyÕt
2	6	78	0	1	500000					Tóy §iÖp
2	6	79	0	1	50000					Tóy QuyÒn
2	6	80	0	1	50000					YÕu quyÕt C¸i Bang C«n Ph¸p (¤ Y)
2	6	81	0	1	100000					Khu Xµ quyÕt
2	6	82	0	1	50000					KhÊt Th¶o quyÕt
2	6	83	0	1	500000					Nª Thu quyÕt
2	6	84	0	1	200000					DiÖu Thñ QuyÕt
2	6	85	0	1	50000					Th©u ChuyÓn quyÕt
2	6	86	0	1	300000					T¹ Gi¸p quyÕt
2	6	87	0	1	200000					Th©u Ho¸n quyÕt
2	6	88	0	1	200000					§¶ CÈu quyÕt
2	6	89	0	1	300000					YÕu quyÕt Vâ §ang KiÕm Ph¸p (§¹o Gia)
2	6	90	0	1	50000					L­u Quang KiÕm quyÕt
2	6	91	0	1	50000					VÞ ¦¬ng KiÕm quyÕt
2	6	92	0	1	50000					Nhu V©n KiÕm quyÕt
2	6	93	0	1	50000					LiÖt DiÖm KiÕm quyÕt
2	6	94	0	1	300000					B«n Ph¸p quyÕt
2	6	95	0	1	50000					V« Ng· Ph¸p quyÕt
2	6	96	0	1	50000					Th¸i Thanh KiÕm quyÕt
2	6	97	0	1	200000					TriÒn KiÕm quyÕt
2	6	98	0	1	200000					L¹c KiÕm quyÕt
2	6	99	0	1	600000					TÝch D­¬ng KiÕm quyÕt
2	6	100	0	1	300000					HuyÒn KiÕm TrËn quyÕt
2	6	101	0	1	400000					Ngù KiÕm quyÕt
2	6	102	0	1	50000					ChÝnh L­ìng kiÕm quyÕt
2	6	103	0	1	50000					Th¸i Êt KiÕm quyÕt
2	6	104	0	1	50000					ThËp Tam KiÕm quyÕt
2	6	105	0	1	50000					HuyÒn ¢m KiÕm quyÕt
2	6	106	0	1	50000					Thiªn ThuÇn kiÕm quyÕt
2	6	107	0	1	50000					B¸t Qu¸i KiÕm quyÕt
2	6	108	0	1	50000					ThÊt TiÖt KiÕm quyÕt
2	6	109	0	1	100000					YÕu quyÕt Vâ §ang Bót Ph¸p (Tôc Gia)
2	6	110	0	1	50000					Th¸i Tiªu C«ng quyÕt
2	6	111	0	1	50000					Lôc Hãa C«ng quyÕt
2	6	112	0	1	300000					ThÕ V©n Tung quyÕt
2	6	113	0	1	300000					ThÊt Tinh TrËn
2	6	114	0	1	500000					ThiÕu D­¬ng QuyÕt
2	6	115	0	1	100000					ThiÕu ¢m QuyÕt
2	6	116	0	1	50000					B¾c §Èu TrËn quyÕt
2	6	117	0	1	200000					Tµn ¶nh QuyÕt
2	6	118	0	1	200000					Cµn Kh«n QuyÕt
2	6	119	0	1	100000					Th­îng Thanh C«ng quyÕt
2	6	120	0	1	300000					YÕu quyÕt D­¬ng Gia Th­¬ng (Th­¬ng Kþ)
2	6	121	0	1	100000					Ph¸ Phong Th­¬ng quyÕt
2	6	122	0	1	50000					Ngù M· quyÕt
2	6	123	0	1	50000					B«n Lang Th­¬ng quyÕt
2	6	124	0	1	50000					ChiÕn §Þnh quyÕt
2	6	125	0	1	50000					X¶o ChiÕn quyÕt
2	6	126	0	1	50000					Thiªn Hoµnh Th­¬ng quyÕt
2	6	127	0	1	50000					Anh Hïng quyÕt
2	6	128	0	1	300000					§¶o H¶i Th­¬ng quyÕt
2	6	129	0	1	500000					Ngù M· quyÕt
2	6	130	0	1	100000					BÝch Th­¬ng quyÕt
2	6	131	0	1	100000					YÕu quyÕt D­¬ng Gia Cung (Cung Kþ)
2	6	132	0	1	200000					Liªn X¹ ThuËt quyÕt
2	6	133	0	1	300000					TrËn LiÖu quyÕt
2	6	134	0	1	50000					Håi Long TiÔn quyÕt
2	6	135	0	1	400000					TriÒn V©n TiÔn quyÕt
2	6	136	0	1	50000					Kú M«n §én quyÕt
2	6	137	0	1	50000					KhÝ TiÔn quyÕt
2	6	138	0	1	200000					To¸i TiÔn quyÕt
2	6	139	0	1	50000					HuyÔn ThÇn quyÕt
2	6	140	0	1	500000					Tôc MÖnh quyÕt
2	6	141	0	1	400000					L­u TuyÖt TiÔn quyÕt
2	6	142	0	1	300000					YÕu quyÕt Ngò §éc §¹o Ph¸p (Tµ HiÖp)
2	6	143	0	1	300000					BÝ kiÕp DÉn Hån Chó
2	6	144	0	1	300000					BÝ kiÕp Thao Thi ThuËt
2	6	145	0	1	50000					BÝ kiÕp Thi §éc ThuËt
2	6	146	0	1	50000					BÝ kiÕp Thi Béc §¹i Ph¸p
2	6	147	0	1	50000					BÝ kiÕp TËp Thi Tµ KhÝ
2	6	148	0	1	300000					BÝ kiÕp Ngù Thi ThuËt
2	6	149	0	1	50000					BÝ kiÕp V¹n §éc §o¹t MÖnh §ao
2	6	150	0	1	200000					BÝ kiÕp ¢m Tµ HÊp Hån KhÝ
2	6	151	0	1	50000					BÝ kiÕp Th«i Thi Tµ KhÝ
2	6	152	0	1	50000					BÝ kiÕp Tµ Linh §¹i Ph¸p
2	6	153	0	1	50000					BÝ kiÕp Tµ §éc C«ng
2	6	154	0	1	50000					BÝ kiÕp Thi LiÖt Ma C«ng
2	6	155	0	1	400000					YÕu quyÕt H¹ Cæ BÝ Ph­¬ng (Cæ S­)
2	6	156	0	1	50000					BÝ kiÕp Phong Cæ
2	6	157	0	1	300000					BÝ kiÕp D­ìng Cæ BÝ ThuËt
2	6	158	0	1	50000					BÝ kiÕp Cuång Phong Tr¶o
2	6	159	0	1	50000					BÝ kiÕp §éc Cæ
