Sè trang bŞ	Tªn trang bŞ	Sè hiÖu thuéc tİnh 1: 	§¼ng cÊp thuéc tİnh 1: 	Sè hiÖu thuéc tİnh 2: 	§¼ng cÊp thuéc tİnh 2: 	Sè hiÖu thuéc tİnh 3: 	§¼ng cÊp thuéc tİnh 3: 	Sè hiÖu thuéc tİnh 4: 	§¼ng cÊp thuéc tİnh 4: 	Sè hiÖu thuéc tİnh 5: 	§¼ng cÊp thuéc tİnh 5: 	M· sè 6 thuéc tİnh 	§»ng cÊp 6 thuéc tİnh	M· sè 7 thuéc tİnh 	§»ng cÊp 7 thuéc tİnh	M· sè 8 thuéc tİnh 	§»ng cÊp 8 thuéc tİnh	Mµu s¾c trang bŞ
31587	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13636	1							<color=Gold>
31588	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13636	1							<color=Gold>
31589	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13636	1							<color=Gold>
31590	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13637	1							<color=Gold>
31591	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13637	1							<color=Gold>
31592	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13637	1							<color=Gold>
31593	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13637	1							<color=Gold>
31594	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13638	1							<color=Gold>
31595	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13638	1							<color=Gold>
31596	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13638	1							<color=Gold>
31597	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13638	1							<color=Gold>
31598	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13639	1							<color=Gold>
31599	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13639	1							<color=Gold>
31600	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13639	1							<color=Gold>
31601	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13639	1							<color=Gold>
31602	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13640	1							<color=Gold>
31603	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13640	1							<color=Gold>
31604	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14133	1							<color=Gold>
31605	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14133	1							<color=Gold>
31606	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14133	1							<color=Gold>
31607	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14133	1							<color=Gold>
31608	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14134	1							<color=Gold>
31609	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14134	1							<color=Gold>
31610	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14134	1							<color=Gold>
31611	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14134	1							<color=Gold>
31612	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	14135	1							<color=Gold>
31613	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	14135	1							<color=Gold>
31614	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	14135	1							<color=Gold>
31615	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	14135	1							<color=Gold>
31616	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13641	1							<color=Gold>
31617	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13641	1							<color=Gold>
31618	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13642	1							<color=Gold>
31619	Tèng_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13642	1							<color=Gold>
31620	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13626	1							<color=Gold>
31621	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13626	1							<color=Gold>
31622	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13627	1							<color=Gold>
31623	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13627	1							<color=Gold>
31624	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13628	1							<color=Gold>
31625	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13628	1							<color=Gold>
31626	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13629	1							<color=Gold>
31627	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13629	1							<color=Gold>
31628	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13629	1							<color=Gold>
31629	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13629	1							<color=Gold>
31630	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13630	1							<color=Gold>
31631	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13630	1							<color=Gold>
31632	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13631	1							<color=Gold>
31633	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13631	1							<color=Gold>
31634	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13632	1							<color=Gold>
31635	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13632	1							<color=Gold>
31636	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13632	1							<color=Gold>
31637	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13632	1							<color=Gold>
31638	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13633	1							<color=Gold>
31639	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13633	1							<color=Gold>
31640	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13633	1							<color=Gold>
31641	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13633	1							<color=Gold>
31642	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13634	1							<color=Gold>
31643	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13634	1							<color=Gold>
31644	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13634	1							<color=Gold>
31645	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13634	1							<color=Gold>
31646	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13635	1							<color=Gold>
31647	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13635	1							<color=Gold>
31648	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13635	1							<color=Gold>
31649	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13635	1							<color=Gold>
31650	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13636	1							<color=Gold>
31651	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13636	1							<color=Gold>
31652	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13636	1							<color=Gold>
31653	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13636	1							<color=Gold>
31654	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13637	1							<color=Gold>
31655	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13637	1							<color=Gold>
31656	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13637	1							<color=Gold>
31657	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13637	1							<color=Gold>
31658	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13638	1							<color=Gold>
31659	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13638	1							<color=Gold>
31660	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13638	1							<color=Gold>
31661	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13638	1							<color=Gold>
31662	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13639	1							<color=Gold>
31663	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13639	1							<color=Gold>
31664	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13639	1							<color=Gold>
31665	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13639	1							<color=Gold>
31666	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13640	1							<color=Gold>
31667	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13640	1							<color=Gold>
31668	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14133	1							<color=Gold>
31669	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14133	1							<color=Gold>
31670	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14133	1							<color=Gold>
31671	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14133	1							<color=Gold>
31672	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14134	1							<color=Gold>
31673	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14134	1							<color=Gold>
31674	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14134	1							<color=Gold>
31675	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14134	1							<color=Gold>
31676	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	14135	1							<color=Gold>
31677	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	14135	1							<color=Gold>
31678	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	14135	1							<color=Gold>
31679	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	14135	1							<color=Gold>
31680	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13641	1							<color=Gold>
31681	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13641	1							<color=Gold>
31682	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13642	1							<color=Gold>
31683	Tèng_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13642	1							<color=Gold>
31684	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13626	1							<color=Gold>
31685	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13626	1							<color=Gold>
31686	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13627	1							<color=Gold>
31687	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13627	1							<color=Gold>
31688	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13628	1							<color=Gold>
31689	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13628	1							<color=Gold>
31690	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13629	1							<color=Gold>
31691	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13629	1							<color=Gold>
31692	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13629	1							<color=Gold>
31693	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13629	1							<color=Gold>
31694	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13630	1							<color=Gold>
31695	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13630	1							<color=Gold>
31696	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13631	1							<color=Gold>
31697	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13631	1							<color=Gold>
31698	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13632	1							<color=Gold>
31699	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13632	1							<color=Gold>
31700	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13632	1							<color=Gold>
31701	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13632	1							<color=Gold>
31702	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13633	1							<color=Gold>
31703	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13633	1							<color=Gold>
31704	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13633	1							<color=Gold>
31705	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13633	1							<color=Gold>
31706	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13634	1							<color=Gold>
31707	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13634	1							<color=Gold>
31708	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13634	1							<color=Gold>
31709	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13634	1							<color=Gold>
31710	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13635	1							<color=Gold>
31711	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13635	1							<color=Gold>
31712	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13635	1							<color=Gold>
31713	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13635	1							<color=Gold>
31714	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13636	1							<color=Gold>
31715	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13636	1							<color=Gold>
31716	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13636	1							<color=Gold>
31717	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13636	1							<color=Gold>
31718	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13637	1							<color=Gold>
31719	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13637	1							<color=Gold>
31720	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13637	1							<color=Gold>
31721	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13637	1							<color=Gold>
31722	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13638	1							<color=Gold>
31723	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13638	1							<color=Gold>
31724	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13638	1							<color=Gold>
31725	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13638	1							<color=Gold>
31726	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13639	1							<color=Gold>
31727	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13639	1							<color=Gold>
31728	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13639	1							<color=Gold>
31729	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13625	1	13639	1							<color=Gold>
31730	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13640	1							<color=Gold>
31731	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	13640	1							<color=Gold>
31732	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14133	1							<color=Gold>
31733	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14133	1							<color=Gold>
31734	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14133	1							<color=Gold>
31735	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14133	1							<color=Gold>
31736	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14134	1							<color=Gold>
31737	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14134	1							<color=Gold>
31738	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14134	1							<color=Gold>
31739	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	14134	1							<color=Gold>
31740	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	14135	1							<color=Gold>
31741	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	14135	1							<color=Gold>
31742	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	14135	1							<color=Gold>
31743	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13624	1	14135	1							<color=Gold>
31744	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13641	1							<color=Gold>
31745	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13641	1							<color=Gold>
31746	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13642	1							<color=Gold>
31747	Liªu_Háa Phông T­íng Qu©n	13618	1	13619	1	13621	1	13623	1	13642	1							<color=Gold>
31748	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13626	1							<color=Gold>
31749	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13626	1							<color=Gold>
31750	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13627	1							<color=Gold>
31751	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13627	1							<color=Gold>
31752	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13628	1							<color=Gold>
31753	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13628	1							<color=Gold>
31754	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13629	1							<color=Gold>
31755	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13629	1							<color=Gold>
31756	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13629	1							<color=Gold>
31757	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13629	1							<color=Gold>
31758	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13630	1							<color=Gold>
31759	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13630	1							<color=Gold>
31760	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13631	1							<color=Gold>
31761	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13631	1							<color=Gold>
31762	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13632	1							<color=Gold>
31763	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13632	1							<color=Gold>
31764	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13632	1							<color=Gold>
31765	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13632	1							<color=Gold>
31766	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13633	1							<color=Gold>
31767	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13633	1							<color=Gold>
31768	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13633	1							<color=Gold>
31769	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13633	1							<color=Gold>
31770	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13634	1							<color=Gold>
31771	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13634	1							<color=Gold>
31772	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13634	1							<color=Gold>
31773	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13634	1							<color=Gold>
31774	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13635	1							<color=Gold>
31775	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13635	1							<color=Gold>
31776	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13635	1							<color=Gold>
31777	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13635	1							<color=Gold>
31778	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13636	1							<color=Gold>
31779	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13636	1							<color=Gold>
31780	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13636	1							<color=Gold>
31781	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13636	1							<color=Gold>
31782	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13637	1							<color=Gold>
31783	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13637	1							<color=Gold>
31784	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13637	1							<color=Gold>
31785	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13637	1							<color=Gold>
31786	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13638	1							<color=Gold>
31787	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13638	1							<color=Gold>
31788	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13638	1							<color=Gold>
31789	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13638	1							<color=Gold>
31790	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13639	1							<color=Gold>
31791	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13639	1							<color=Gold>
31792	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13639	1							<color=Gold>
31793	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13625	2	13639	1							<color=Gold>
31794	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13640	1							<color=Gold>
31795	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	13640	1							<color=Gold>
31796	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14133	1							<color=Gold>
31797	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14133	1							<color=Gold>
31798	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14133	1							<color=Gold>
31799	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14133	1							<color=Gold>
31800	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14134	1							<color=Gold>
31801	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14134	1							<color=Gold>
31802	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14134	1							<color=Gold>
31803	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	14134	1							<color=Gold>
31804	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	14135	1							<color=Gold>
31805	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	14135	1							<color=Gold>
31806	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	14135	1							<color=Gold>
31807	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13624	2	14135	1							<color=Gold>
31808	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13641	1							<color=Gold>
31809	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13641	1							<color=Gold>
31810	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13642	1							<color=Gold>
31811	Liªu_Háa Phông Nguyªn So¸i	13618	2	13620	1	13622	1	13623	2	13642	1							<color=Gold>
31812	Tèng_Háa Phông T­íng Qu©n §ao (S¬ CÊp)																	<color=Gold>
31813	Tèng_Háa Phông T­íng Qu©n Tr­îng (S¬ CÊp)																	<color=Gold>
31814	Tèng_Háa Phông T­íng Qu©n Thñ (S¬ CÊp)																	<color=Gold>
31815	Tèng_Háa Phông T­íng Qu©n Ch©m (S¬ CÊp)																	<color=Gold>
31816	Tèng_Háa Phông T­íng Qu©n KiÕm (S¬ CÊp)																	<color=Gold>
31817	Tèng_Háa Phông T­íng Qu©n CÇm (S¬ CÊp)																	<color=Gold>
31818	Tèng_Háa Phông T­íng Qu©n Thñ (S¬ CÊp)																	<color=Gold>
31819	Tèng_Háa Phông T­íng Qu©n C«n (S¬ CÊp)																	<color=Gold>
31820	Tèng_Háa Phông T­íng Qu©n KiÕm (S¬ CÊp)																	<color=Gold>
31821	Tèng_Háa Phông T­íng Qu©n Bót (S¬ CÊp)																	<color=Gold>
31822	Tèng_Háa Phông T­íng Qu©n Th­¬ng (S¬ CÊp)																	<color=Gold>
31823	Tèng_Háa Phông T­íng Qu©n Cung (S¬ CÊp)																	<color=Gold>
31824	Tèng_Háa Phông T­íng Qu©n §ao (S¬ CÊp)																	<color=Gold>
31825	Tèng_Háa Phông T­íng Qu©n Tr¶o (S¬ CÊp)																	<color=Gold>
