Loπi lÌn	Loπi phÙ	Loπi h◊nh chi ti’t vÀt ph»m	SË hi÷u thuÈc t›nh 1: 	ßºng c p thuÈc t›nh 1: 	SË hi÷u thuÈc t›nh 2: 	ßºng c p thuÈc t›nh 2: 	SË hi÷u thuÈc t›nh 3: 	ßºng c p thuÈc t›nh 3: 	Mµu sæc trang bﬁ	L≠u ˝
0	102	31324	14213	2	14165	1	13067	4		
0	6	30914	14205	1	14169	1			<color=Gold>	
0	6	30934	14205	2	14169	2	13617	1	<color=Gold>	
0	6	30954	14205	3	14169	3	13617	2		
0	103	30622	14213	2	14214	1	14215	1		
0	100	30622	14213	2	14214	1	14173	1		
0	101	30622	14213	2	14214	1	14216	1		
0	102	31285	14213	2	14167	1	14174	1		
0	102	31305	14213	2	14167	1	13066	4		
0	102	31325	14213	2	14167	1	13067	4		
0	4	30915	14208	1	14171	1			<color=Gold>	
0	4	30935	14208	2	14171	2	13617	1	<color=Gold>	
0	4	30955	14208	3	14171	3	13617	2		
0	103	30623	14213	2	14214	1	14215	1		
0	100	30623	14213	2	14214	1	14173	1		
0	101	30623	14213	2	14214	1	14216	1		
0	102	31286	14213	2	14167	1	14174	1		
0	102	31306	14213	2	14167	1	13066	4		
0	102	31326	14213	2	14167	1	13067	4		
0	7	30916	14208	1	14171	1			<color=Gold>	
0	7	30936	14208	2	14171	2	13617	1	<color=Gold>	
0	7	30956	14208	3	14171	3	13617	2		
0	103	30624	14213	2	14214	1	14215	1		
0	100	30624	14213	2	14214	1	14173	1		
0	101	30624	14213	2	14214	1	14216	1		
0	102	31287	14213	2	14166	1	14174	1		
0	102	31307	14213	2	14166	1	13066	4		
0	102	31327	14213	2	14166	1	13067	4		
0	11	30917	14208	1	14170	1			<color=Gold>	
0	11	30937	14208	2	14170	2	13617	1	<color=Gold>	
0	11	30957	14208	3	14170	3	13617	2		
0	103	30625	14213	2	14214	1	14215	1		
0	100	30625	14213	2	14214	1	14173	1		
0	101	30625	14213	2	14214	1	14216	1		
0	102	31288	14213	2	14166	1	14174	1		
0	102	31308	14213	2	14166	1	13066	4		
0	102	31328	14213	2	14166	1	13067	4		
0	2	30918	14207	1	14170	1			<color=Gold>	
0	2	30938	14207	2	14170	2	13617	1	<color=Gold>	
0	2	30958	14207	3	14170	3	13617	2		
0	103	30626	14213	2	14214	1	14215	1		
0	100	30626	14213	2	14214	1	14173	1		
0	101	30626	14213	2	14214	1	14216	1		
0	102	31289	14213	2	14165	1	14174	1		
0	102	31309	14213	2	14165	1	13066	4		
0	102	31329	14213	2	14165	1	13067	4		
0	3	30919	14205	1	14169	1			<color=Gold>	
0	3	30939	14205	2	14169	2	13617	1	<color=Gold>	
0	3	30959	14205	3	14169	3	13617	2		
0	103	30627	14213	2	14214	1	14215	1		
0	100	30627	14213	2	14214	1	14173	1		
0	101	30627	14213	2	14214	1	14216	1		
0	102	31290	14213	2	14165	1	14174	1		
0	102	31310	14213	2	14165	1	13066	4		
0	102	31330	14213	2	14165	1	13067	4		
0	9	30920	14205	1	14169	1			<color=Gold>	
0	9	30940	14205	2	14169	2	13617	1	<color=Gold>	
0	9	30960	14205	3	14169	3	13617	2		
0	103	30628	14213	2	14214	1	14215	1		
0	100	30628	14213	2	14214	1	14173	1		
0	101	30628	14213	2	14214	1	14216	1		
0	102	31291	14213	2	14166	1	14174	1		
0	102	31311	14213	2	14166	1	13066	4		
0	102	31331	14213	2	14166	1	13067	4		
0	11	30921	14207	1	14170	1			<color=Gold>	
0	11	30941	14207	2	14170	2	13617	1	<color=Gold>	
0	11	30961	14207	3	14170	3	13617	2		
0	103	30629	14213	2	14214	1	14215	1		
0	100	30629	14213	2	14214	1	14173	1		
0	101	30629	14213	2	14214	1	14216	1		
0	102	31292	14213	2	14165	1	14174	1		
0	102	31312	14213	2	14165	1	13066	4		
0	102	31332	14213	2	14165	1	13067	4		
0	13	30922	14205	1	14169	1			<color=Gold>	
0	13	30942	14205	2	14169	2	13617	1	<color=Gold>	
0	13	30962	14205	3	14169	3	13617	2		
0	103	30630	14213	2	14214	1	14215	1		
0	100	30630	14213	2	14214	1	14173	1		
0	101	30630	14213	2	14214	1	14216	1		
0	102	31293	14213	2	14168	1	14174	1		
0	102	31313	14213	2	14168	1	13066	4		
0	102	31333	14213	2	14168	1	13067	4		
0	12	30923	14205	1	14172	1			<color=Gold>	
0	12	30943	14205	2	14172	2	13617	1	<color=Gold>	
0	12	30963	14205	3	14172	3	13617	2		
0	103	30631	14213	3	14181	1	414	2		
0	100	30631	14213	3	14181	1	416	1		
0	101	30631	14213	3	14181	1	415	2		
0	102	31334	14213	3	14165	2	418	2		
0	102	31354	14213	3	14165	2	417	5		
0	102	31374	14213	3	14165	2	412	1		
0	102	31394	14213	3	14165	2	413	1		
0	3	30964	14164	1	14182	1			<color=Gold>	
0	3	30984	14164	2	14182	2	13617	1	<color=Gold>	
0	3	31004	14164	3	14182	3	13617	2		
0	103	30632	14213	3	14181	1	414	2		
0	100	30632	14213	3	14181	1	416	1		
0	101	30632	14213	3	14181	1	415	2		
0	102	31335	14213	3	14166	2	418	2		
0	102	31355	14213	3	14166	2	417	5		
0	102	31375	14213	3	14166	2	412	1		
0	102	31395	14213	3	14166	2	413	1		
0	8	30965	14209	1	14183	1			<color=Gold>	
0	8	30985	14209	2	14183	2	13617	1	<color=Gold>	
0	8	31005	14209	3	14183	3	13617	2		
0	103	30633	14213	3	14181	1	414	2		
0	100	30633	14213	3	14181	1	416	1		
0	101	30633	14213	3	14181	1	415	2		
0	102	31336	14213	3	14166	2	418	2		
0	102	31356	14213	3	14166	2	417	5		
0	102	31376	14213	3	14166	2	412	1		
0	102	31396	14213	3	14166	2	413	1		
0	0	30966	14209	1	14183	1			<color=Gold>	
0	0	30986	14209	2	14183	2	13617	1	<color=Gold>	
0	0	31006	14209	3	14183	3	13617	2		
0	103	30634	14213	3	14181	1	414	2		
0	100	30634	14213	3	14181	1	416	1		
0	101	30634	14213	3	14181	1	415	2		
0	102	31337	14213	3	14167	2	418	2		
0	102	31357	14213	3	14167	2	417	5		
0	102	31377	14213	3	14167	2	412	1		
0	102	31397	14213	3	14167	2	413	1		
0	1	30967	14210	1	14184	1			<color=Gold>	
0	1	30987	14210	2	14184	2	13617	1	<color=Gold>	
0	1	31007	14210	3	14184	3	13617	2		
0	103	30635	14213	3	14181	1	414	2		
0	100	30635	14213	3	14181	1	416	1		
0	101	30635	14213	3	14181	1	415	2		
0	102	31338	14213	3	14166	2	418	2		
0	102	31358	14213	3	14166	2	417	5		
0	102	31378	14213	3	14166	2	412	1		
0	102	31398	14213	3	14166	2	413	1		
0	2	30968	14209	1	14183	1			<color=Gold>	
0	2	30988	14209	2	14183	2	13617	1	<color=Gold>	
0	2	31008	14209	3	14183	3	13617	2		
0	103	30636	14213	3	14181	1	414	2		
0	100	30636	14213	3	14181	1	416	1		
0	101	30636	14213	3	14181	1	415	2		
0	102	31339	14213	3	14167	2	418	2		
0	102	31359	14213	3	14167	2	417	5		
0	102	31379	14213	3	14167	2	412	1		
0	102	31399	14213	3	14167	2	413	1		
0	10	30969	14209	1	14184	1			<color=Gold>	
0	10	30989	14209	2	14184	2	13617	1	<color=Gold>	
0	10	31009	14209	3	14184	3	13617	2		
0	103	30637	14213	3	14181	1	414	2		
0	100	30637	14213	3	14181	1	416	1		
0	101	30637	14213	3	14181	1	415	2		
0	102	31340	14213	3	14165	2	418	2		
0	102	31360	14213	3	14165	2	417	5		
0	102	31380	14213	3	14165	2	412	1		
0	102	31400	14213	3	14165	2	413	1		
0	0	30970	14164	1	14182	1			<color=Gold>	
0	0	30990	14164	2	14182	2	13617	1	<color=Gold>	
0	0	31010	14164	3	14182	3	13617	2		
0	103	30638	14213	3	14181	1	414	2		
0	100	30638	14213	3	14181	1	416	1		
0	101	30638	14213	3	14181	1	415	2		
0	102	31341	14213	3	14167	2	418	2		
0	102	31361	14213	3	14167	2	417	5		
0	102	31381	14213	3	14167	2	412	1		
0	102	31401	14213	3	14167	2	413	1		
0	5	30971	14210	1	14184	1			<color=Gold>	
0	5	30991	14210	2	14184	2	13617	1	<color=Gold>	
0	5	31011	14210	3	14184	3	13617	2		
0	103	30639	14213	3	14181	1	414	2		
0	100	30639	14213	3	14181	1	416	1		
0	101	30639	14213	3	14181	1	415	2		
0	102	31342	14213	3	14166	2	418	2		
0	102	31362	14213	3	14166	2	417	5		
0	102	31382	14213	3	14166	2	412	1		
0	102	31402	14213	3	14166	2	413	1		
0	2	30972	14209	1	14183	1			<color=Gold>	
0	2	30992	14209	2	14183	2	13617	1	<color=Gold>	
0	2	31012	14209	3	14183	3	13617	2		
0	103	30640	14213	3	14181	1	414	2		
0	100	30640	14213	3	14181	1	416	1		
0	101	30640	14213	3	14181	1	415	2		
0	102	31343	14213	3	14168	2	418	2		
0	102	31363	14213	3	14168	2	417	5		
0	102	31383	14213	3	14168	2	412	1		
0	102	31403	14213	3	14168	2	413	1		
0	9	30973	14210	1	14185	1			<color=Gold>	
0	9	30993	14210	2	14185	2	13617	1	<color=Gold>	
0	9	31013	14210	3	14185	3	13617	2		
0	103	30641	14213	3	14181	1	414	2		
0	100	30641	14213	3	14181	1	416	1		
0	101	30641	14213	3	14181	1	415	2		
0	102	31344	14213	3	14165	2	418	2		
0	102	31364	14213	3	14165	2	417	5		
0	102	31384	14213	3	14165	2	412	1		
0	102	31404	14213	3	14165	2	413	1		
0	6	30974	14164	1	14182	1			<color=Gold>	
0	6	30994	14164	2	14182	2	13617	1	<color=Gold>	
0	6	31014	14164	3	14182	3	13617	2		
0	103	30642	14213	3	14181	1	414	2		
0	100	30642	14213	3	14181	1	416	1		
0	101	30642	14213	3	14181	1	415	2		
0	102	31345	14213	3	14167	2	418	2		
0	102	31365	14213	3	14167	2	417	5		
0	102	31385	14213	3	14167	2	412	1		
0	102	31405	14213	3	14167	2	413	1		
0	4	30975	14210	1	14184	1			<color=Gold>	
0	4	30995	14210	2	14184	2	13617	1	<color=Gold>	
0	4	31015	14210	3	14184	3	13617	2		
0	103	30643	14213	3	14181	1	414	2		
0	100	30643	14213	3	14181	1	416	1		
0	101	30643	14213	3	14181	1	415	2		
0	102	31346	14213	3	14167	2	418	2		
0	102	31366	14213	3	14167	2	417	5		
0	102	31386	14213	3	14167	2	412	1		
0	102	31406	14213	3	14167	2	413	1		
0	7	30976	14210	1	14184	1			<color=Gold>	
0	7	30996	14210	2	14184	2	13617	1	<color=Gold>	
0	7	31016	14210	3	14184	3	13617	2		
0	103	30644	14213	3	14181	1	414	2		
0	100	30644	14213	3	14181	1	416	1		
0	101	30644	14213	3	14181	1	415	2		
0	102	31347	14213	3	14166	2	418	2		
0	102	31367	14213	3	14166	2	417	5		
0	102	31387	14213	3	14166	2	412	1		
0	102	31407	14213	3	14166	2	413	1		
0	11	30977	14210	1	14183	1			<color=Gold>	
0	11	30997	14210	2	14183	2	13617	1	<color=Gold>	
0	11	31017	14210	3	14183	3	13617	2		
0	103	30645	14213	3	14181	1	414	2		
0	100	30645	14213	3	14181	1	416	1		
0	101	30645	14213	3	14181	1	415	2		
0	102	31348	14213	3	14166	2	418	2		
0	102	31368	14213	3	14166	2	417	5		
0	102	31388	14213	3	14166	2	412	1		
0	102	31408	14213	3	14166	2	413	1		
0	2	30978	14209	1	14183	1			<color=Gold>	
0	2	30998	14209	2	14183	2	13617	1	<color=Gold>	
0	2	31018	14209	3	14183	3	13617	2		
0	103	30646	14213	3	14181	1	414	2		
0	100	30646	14213	3	14181	1	416	1		
0	101	30646	14213	3	14181	1	415	2		
0	102	31349	14213	3	14165	2	418	2		
0	102	31369	14213	3	14165	2	417	5		
0	102	31389	14213	3	14165	2	412	1		
0	102	31409	14213	3	14165	2	413	1		
0	3	30979	14164	1	14182	1			<color=Gold>	
0	3	30999	14164	2	14182	2	13617	1	<color=Gold>	
0	3	31019	14164	3	14182	3	13617	2		
0	103	30647	14213	3	14181	1	414	2		
0	100	30647	14213	3	14181	1	416	1		
0	101	30647	14213	3	14181	1	415	2		
0	102	31350	14213	3	14165	2	418	2		
0	102	31370	14213	3	14165	2	417	5		
0	102	31390	14213	3	14165	2	412	1		
0	102	31410	14213	3	14165	2	413	1		
0	9	30980	14164	1	14182	1			<color=Gold>	
0	9	31000	14164	2	14182	2	13617	1	<color=Gold>	
0	9	31020	14164	3	14182	3	13617	2		
0	103	30648	14213	3	14181	1	414	2		
0	100	30648	14213	3	14181	1	416	1		
0	101	30648	14213	3	14181	1	415	2		
0	102	31351	14213	3	14166	2	418	2		
0	102	31371	14213	3	14166	2	417	5		
0	102	31391	14213	3	14166	2	412	1		
0	102	31411	14213	3	14166	2	413	1		
0	11	30981	14209	1	14183	1			<color=Gold>	
0	11	31001	14209	2	14183	2	13617	1	<color=Gold>	
0	11	31021	14209	3	14183	3	13617	2		
0	103	30649	14213	3	14181	1	414	2		
0	100	30649	14213	3	14181	1	416	1		
0	101	30649	14213	3	14181	1	415	2		
0	102	31352	14213	3	14165	2	418	2		
0	102	31372	14213	3	14165	2	417	5		
0	102	31392	14213	3	14165	2	412	1		
0	102	31412	14213	3	14165	2	413	1		
0	13	30982	14164	1	14182	1			<color=Gold>	
0	13	31002	14164	2	14182	2	13617	1	<color=Gold>	
0	13	31022	14164	3	14182	3	13617	2		
0	103	30650	14213	3	14181	1	414	2		
0	100	30650	14213	3	14181	1	416	1		
0	101	30650	14213	3	14181	1	415	2		
0	102	31353	14213	3	14168	2	418	2		
0	102	31373	14213	3	14168	2	417	5		
0	102	31393	14213	3	14168	2	412	1		
0	102	31413	14213	3	14168	2	413	1		
0	12	30983	14164	1	14185	1			<color=Gold>	
0	12	31003	14164	2	14185	2	13617	1	<color=Gold>	
0	12	31023	14164	3	14185	3	13617	2		
0	105	192	403	5						
0	105	193	403	5						
0	105	194	403	5						
0	105	195	403	5						
0	148	137	13714	5	14226	2			<color=Fire>	
0	148	138	14131	16	14227	2			<color=Fire>	
0	148	139	14228	5	14229	4			<color=Fire>	
0	148	140	14230	4					<color=Fire>	
0	149	141	13708	6	14231	2			<color=Fire>	
0	149	142	14132	4	14232	5			<color=Fire>	
0	149	143	13717	6	14232	5			<color=Fire>	
0	149	144	13708	6	14233	2			<color=Fire>	
0	150	137	13702	21	14150	2			<color=Fire>	
0	105	163	403	5						
0	14	31101	309	1	310	2	260	1	<color=Green2>	
0	14	31102	309	1	310	2	260	1	<color=Green2>	
0	14	31103	309	1	310	2	260	1	<color=Green2>	
0	14	31104	309	1	310	2	260	1	<color=Green2>	
0	14	31105	85	2	248	3	246	3	<color=Green2>	
0	14	31106	85	2	248	3	246	3	<color=Green2>	
0	14	31107	85	2	248	3	246	3	<color=Green2>	
0	14	31108	85	2	248	3	246	3	<color=Green2>	
0	14	31109	261	2	269	1	266	3	<color=Green2>	
0	14	31110	261	2	269	1	266	3	<color=Green2>	
0	14	31111	261	2	269	1	266	3	<color=Green2>	
0	14	31112	261	2	269	1	266	3	<color=Green2>	
0	14	31113	85	4	491	2	266	4	<color=Green2>	
0	14	31114	85	4	491	2	266	4	<color=Green2>	
0	14	31115	85	4	491	2	266	4	<color=Green2>	
0	14	31116	85	4	491	2	266	4	<color=Green2>	
0	14	31117	85	6	522	1	248	6	<color=Green2>	
0	14	31118	85	6	522	1	248	6	<color=Green2>	
0	14	31119	85	6	522	1	248	6	<color=Green2>	
0	14	31120	85	6	522	1	248	6	<color=Green2>	
0	2	32101	309	1	310	2	260	1	<color=Green2>	
0	2	32102	309	1	310	2	260	1	<color=Green2>	
0	2	32103	268	1	247	3	245	3	<color=Green2>	
0	2	32104	268	1	247	3	245	3	<color=Green2>	
0	2	32105	268	2	269	1	265	3	<color=Green2>	
0	2	32106	268	2	269	1	265	3	<color=Green2>	
0	2	32107	394	4	370	3	265	4	<color=Green2>	
0	2	32108	394	4	370	3	265	4	<color=Green2>	
0	2	32109	563	3	522	1	247	6	<color=Green2>	
0	2	32110	563	3	522	1	247	6	<color=Green2>	
0	14	32111	131	6	649	5	845	2	<color=Gold>	
0	2	32112							<color=Gold>	
0	2	32117	851	3	648	7	845	3	<color=Gold>	
0	14	32118	849	3	645	7	845	3	<color=Gold>	
0	14	32143	1494	2	1497	2	1502	2	<color=Green2>	
0	14	32144	1494	2	1497	2	1502	2	<color=Green2>	
0	14	32145	1494	2	1497	2	1502	2	<color=Green2>	
0	14	32146	1494	2	1497	2	1502	2	<color=Green2>	
0	2	32147	1496	2	1499	2	1502	2	<color=Green2>	
0	2	32148	1496	2	1499	2	1502	2	<color=Green2>	
0	103	31101	276	1	248	2			<color=Green2>	
0	103	31102	276	1	248	2			<color=Green2>	
0	103	31103	276	1	248	2			<color=Green2>	
0	103	31104	276	1	248	2			<color=Green2>	
0	103	31105	276	1	248	2	246	2	<color=Green2>	
0	103	31106	276	1	248	2	246	2	<color=Green2>	
0	103	31107	276	1	248	2	246	2	<color=Green2>	
0	103	31108	276	1	248	2	246	2	<color=Green2>	
0	103	31109	276	2	277	1	266	2	<color=Green2>	
0	103	31110	276	2	277	1	266	2	<color=Green2>	
0	103	31111	276	2	277	1	266	2	<color=Green2>	
0	103	31112	276	2	277	1	266	2	<color=Green2>	
0	103	31113	24	5	277	2	264	3	<color=Green2>	
0	103	31114	24	5	277	2	264	3	<color=Green2>	
0	103	31115	24	5	277	2	264	3	<color=Green2>	
0	103	31116	24	5	277	2	264	3	<color=Green2>	
0	103	31117	276	3	305	4	246	5	<color=Green2>	
0	103	31118	276	3	305	4	246	5	<color=Green2>	
0	103	31119	276	3	305	4	246	5	<color=Green2>	
0	103	31120	276	3	305	4	246	5	<color=Green2>	
0	103	32101	276	1	247	2			<color=Green2>	
0	103	32102	276	1	247	2			<color=Green2>	
0	103	32103	276	1	247	2	245	2	<color=Green2>	
0	103	32104	276	1	247	2	245	2	<color=Green2>	
0	103	32105	276	2	277	1	265	2	<color=Green2>	
0	103	32106	276	2	277	1	265	2	<color=Green2>	
0	103	32107	24	5	277	2	263	3	<color=Green2>	
0	103	32108	24	5	277	2	263	3	<color=Green2>	
0	103	32109	276	3	305	4	245	5	<color=Green2>	
0	103	32110	276	3	305	4	245	5	<color=Green2>	
0	103	32111	276	3	847	2	645	5	<color=Gold>	
0	103	32112	276	3	847	2	645	5	<color=Gold>	
0	103	32113	276	3	847	2	645	5	<color=Gold>	
0	103	32114	276	3	847	2	645	5	<color=Gold>	
0	103	32115	276	3	847	2	647	5	<color=Gold>	
0	103	32116	276	3	847	2	647	5	<color=Gold>	
0	103	32117	276	4	847	3	645	7	<color=Gold>	
0	103	32118	276	4	847	3	645	7	<color=Gold>	
0	103	32119	276	4	847	3	645	7	<color=Gold>	
0	103	32120	276	4	847	3	645	7	<color=Gold>	
0	103	32121	276	4	847	3	647	7	<color=Gold>	
0	103	32122	276	4	847	3	647	7	<color=Gold>	
0	103	32135	1504	2	1505	2	1506	2	<color=Green2>	
0	103	32136	1504	2	1505	2	1506	2	<color=Green2>	
0	103	32137	1504	2	1505	2	1506	2	<color=Green2>	
0	103	32138	1504	2	1505	2	1506	2	<color=Green2>	
0	103	32139	1504	2	1505	2	1508	2	<color=Green2>	
0	103	32140	1504	2	1505	2	1508	2	<color=Green2>	
0	100	31101	250	4	527	1			<color=Green2>	
0	100	31102	250	4	527	1			<color=Green2>	
0	100	31103	250	4	527	1			<color=Green2>	
0	100	31104	250	4	527	1			<color=Green2>	
0	100	31105	277	1	248	2	246	2	<color=Green2>	
0	100	31106	277	1	248	2	246	2	<color=Green2>	
0	100	31107	277	1	248	2	246	2	<color=Green2>	
0	100	31108	277	1	248	2	246	2	<color=Green2>	
0	100	31109	294	1	290	2	266	2	<color=Green2>	
0	100	31110	294	1	290	2	266	2	<color=Green2>	
0	100	31111	294	1	290	2	266	2	<color=Green2>	
0	100	31112	294	1	290	2	266	2	<color=Green2>	
0	100	31113	294	3	290	2	266	3	<color=Green2>	
0	100	31114	294	3	290	2	266	3	<color=Green2>	
0	100	31115	294	3	290	2	266	3	<color=Green2>	
0	100	31116	294	3	290	2	266	3	<color=Green2>	
0	100	31117	294	5	277	2	248	5	<color=Green2>	
0	100	31118	294	5	277	2	248	5	<color=Green2>	
0	100	31119	294	5	277	2	248	5	<color=Green2>	
0	100	31120	294	5	277	2	248	5	<color=Green2>	
0	100	32101	250	4	527	1			<color=Green2>	
0	100	32102	250	4	527	1			<color=Green2>	
0	100	32103	277	1	247	2	245	2	<color=Green2>	
0	100	32104	277	1	247	2	245	2	<color=Green2>	
0	100	32105	331	2	290	2	265	2	<color=Green2>	
0	100	32106	331	2	290	2	265	2	<color=Green2>	
0	100	32107	331	6	290	2	265	3	<color=Green2>	
0	100	32108	331	6	290	2	265	3	<color=Green2>	
0	100	32109	394	4	277	2	247	5	<color=Green2>	
0	100	32110	394	4	277	2	247	5	<color=Green2>	
0	100	32111	131	6	853	2	649	7	<color=Gold>	
0	100	32112	131	6	853	2	649	7	<color=Gold>	
0	100	32113	131	6	853	2	649	7	<color=Gold>	
0	100	32114	131	6	853	2	649	7	<color=Gold>	
0	100	32115	563	3	853	3	648	7	<color=Gold>	
0	100	32116	563	3	853	3	648	7	<color=Gold>	
0	100	32117	849	3	853	5	649	7	<color=Gold>	
0	100	32118	849	3	853	5	649	7	<color=Gold>	
0	100	32119	849	3	853	5	649	7	<color=Gold>	
0	100	32120	849	3	853	5	649	7	<color=Gold>	
0	100	32121	851	3	853	7	648	7	<color=Gold>	
0	100	32122	851	3	853	7	648	7	<color=Gold>	
0	100	32135	1494	2	1510	2	1506	2	<color=Green2>	
0	100	32136	1494	2	1510	2	1506	2	<color=Green2>	
0	100	32137	1494	2	1510	2	1506	2	<color=Green2>	
0	100	32138	1494	2	1510	2	1506	2	<color=Green2>	
0	100	32139	1511	2	1510	2	1508	2	<color=Green2>	
0	100	32140	1511	2	1510	2	1508	2	<color=Green2>	
0	101	31101	250	4	527	2			<color=Green2>	
0	101	31102	250	4	527	2			<color=Green2>	
0	101	31103	250	4	527	2			<color=Green2>	
0	101	31104	250	4	527	2			<color=Green2>	
0	101	31105	277	1	248	2	246	2	<color=Green2>	
0	101	31106	277	1	248	2	246	2	<color=Green2>	
0	101	31107	277	1	248	2	246	2	<color=Green2>	
0	101	31108	277	1	248	2	246	2	<color=Green2>	
0	101	31109	290	2	266	2	264	2	<color=Green2>	
0	101	31110	290	2	266	2	264	2	<color=Green2>	
0	101	31111	290	2	266	2	264	2	<color=Green2>	
0	101	31112	290	2	266	2	264	2	<color=Green2>	
0	101	31113	487	1	290	2	264	3	<color=Green2>	
0	101	31114	487	1	290	2	264	3	<color=Green2>	
0	101	31115	487	1	290	2	264	3	<color=Green2>	
0	101	31116	487	1	290	2	264	3	<color=Green2>	
0	101	31117	302	3	277	2	246	5	<color=Green2>	
0	101	31118	302	3	277	2	246	5	<color=Green2>	
0	101	31119	302	3	277	2	246	5	<color=Green2>	
0	101	31120	302	3	277	2	246	5	<color=Green2>	
0	101	32101	250	4	527	2			<color=Green2>	
0	101	32102	250	4	527	2			<color=Green2>	
0	101	32103	277	1	247	2	245	2	<color=Green2>	
0	101	32104	277	1	247	2	245	2	<color=Green2>	
0	101	32105	290	2	265	2	263	2	<color=Green2>	
0	101	32106	290	2	265	2	263	2	<color=Green2>	
0	101	32107	394	2	290	2	263	3	<color=Green2>	
0	101	32108	394	2	290	2	263	3	<color=Green2>	
0	101	32109	302	3	277	2	245	5	<color=Green2>	
0	101	32110	302	3	277	2	245	5	<color=Green2>	
0	101	32111	131	4	848	2	645	5	<color=Gold>	
0	101	32112	131	4	848	2	645	5	<color=Gold>	
0	101	32113	131	4	848	2	645	5	<color=Gold>	
0	101	32114	131	4	848	2	645	5	<color=Gold>	
0	101	32115	563	1	848	2	647	5	<color=Gold>	
0	101	32116	563	1	848	2	647	5	<color=Gold>	
0	101	32117	849	2	848	3	647	7	<color=Gold>	
0	101	32118	849	2	848	3	647	7	<color=Gold>	
0	101	32119	849	2	848	3	647	7	<color=Gold>	
0	101	32120	849	2	848	3	647	7	<color=Gold>	
0	101	32121	851	1	848	3	649	7	<color=Gold>	
0	101	32122	851	1	848	3	649	7	<color=Gold>	
0	101	32135	1513	2	1510	2	1506	2	<color=Green2>	
0	101	32136	1513	2	1510	2	1506	2	<color=Green2>	
0	101	32137	1513	2	1510	2	1506	2	<color=Green2>	
0	101	32138	1513	2	1510	2	1506	2	<color=Green2>	
0	101	32139	1513	2	1510	2	1508	2	<color=Green2>	
0	101	32140	1513	2	1510	2	1508	2	<color=Green2>	
0	102	31416	278	1	248	2	246	2	<color=Green2>	
0	102	31417	278	1	248	2	246	2	<color=Green2>	
0	102	31418	278	1	248	2	246	2	<color=Green2>	
0	102	31419	278	1	248	2	246	2	<color=Green2>	
0	102	31420	250	5	387	4	385	4	<color=Green2>	
0	102	31421	250	5	387	4	385	4	<color=Green2>	
0	102	31422	250	5	387	4	385	4	<color=Green2>	
0	102	31423	250	5	387	4	385	4	<color=Green2>	
0	102	31424	306	1	387	4	385	4	<color=Green2>	
0	102	31425	306	1	387	4	385	4	<color=Green2>	
0	102	31426	306	1	387	4	385	4	<color=Green2>	
0	102	31427	306	1	387	4	385	4	<color=Green2>	
0	102	31428	306	1	266	3	264	3	<color=Green2>	
0	102	31429	306	1	266	3	264	3	<color=Green2>	
0	102	31430	306	1	266	3	264	3	<color=Green2>	
0	102	31431	306	1	266	3	264	3	<color=Green2>	
0	102	31432	303	1	266	3	264	3	<color=Green2>	
0	102	31433	303	1	266	3	264	3	<color=Green2>	
0	102	31434	303	1	266	3	264	3	<color=Green2>	
0	102	31435	303	1	266	3	264	3	<color=Green2>	
0	102	31436	306	4	246	5	248	5	<color=Green2>	
0	102	31437	306	4	246	5	248	5	<color=Green2>	
0	102	31438	306	4	246	5	248	5	<color=Green2>	
0	102	31439	306	4	246	5	248	5	<color=Green2>	
0	102	31440	303	6	246	5	248	5	<color=Green2>	
0	102	31441	303	6	246	5	248	5	<color=Green2>	
0	102	31442	303	6	246	5	248	5	<color=Green2>	
0	102	31443	303	6	246	5	248	5	<color=Green2>	
0	102	31444	278	1	247	2	245	2	<color=Green2>	
0	102	31445	278	1	247	2	245	2	<color=Green2>	
0	102	31446	250	5	386	4	384	4	<color=Green2>	
0	102	31447	250	5	386	4	384	4	<color=Green2>	
0	102	31448	306	1	386	4	384	4	<color=Green2>	
0	102	31449	306	1	386	4	384	4	<color=Green2>	
0	102	31450	306	1	263	3	265	3	<color=Green2>	
0	102	31451	306	1	263	3	265	3	<color=Green2>	
0	102	31452	303	1	263	3	265	3	<color=Green2>	
0	102	31453	303	1	263	3	265	3	<color=Green2>	
0	102	31454	306	4	245	5	247	5	<color=Green2>	
0	102	31455	306	4	245	5	247	5	<color=Green2>	
0	102	31456	303	6	245	5	247	5	<color=Green2>	
0	102	31457	303	6	245	5	247	5	<color=Green2>	
0	102	31466	1514	2	1518	2	1525	2	<color=Green2>	
0	102	31467	1514	2	1518	2	1525	2	<color=Green2>	
0	102	31468	1514	2	1518	2	1525	2	<color=Green2>	
0	102	31469	1514	2	1518	2	1525	2	<color=Green2>	
0	102	31470	1514	2	1522	2	1525	2	<color=Green2>	
0	102	31471	1514	2	1522	2	1525	2	<color=Green2>	
0	102	31472	1514	2	1522	2	1525	2	<color=Green2>	
0	102	31473	1514	2	1522	2	1525	2	<color=Green2>	
0	102	31474	1516	2	1518	2	1525	2	<color=Green2>	
0	102	31475	1516	2	1518	2	1525	2	<color=Green2>	
0	102	31476	1516	2	1523	2	1525	2	<color=Green2>	
0	102	31477	1516	2	1523	2	1525	2	<color=Green2>	
0	14	32161							<color=Gold>	
0	14	32162							<color=Gold>	
0	14	32163							<color=Fire>	
0	14	32164							<color=Fire>	
0	14	32165	13601	1	14391	1			<color=Gold>	
